term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome,variable
Beta,-0.0288218422844138,0.02150978341266891,-1.3399410738574988,0.1808707026750902,0.00157889892398361,0.7689657138594351,0.6598308678375121,0.8465164230876964,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,-0.02911055796914645,0.02356825672819588,-1.2351595752230602,0.21734888552780163,0.00104387772190171,0.7696537887263294,0.6608163544302432,0.846966108186613,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,-0.02869534221471193,0.02638516559525288,-1.0875558885965335,0.277313096589757,3.6324337572965184e-4,0.7705285953289386,0.6620919880249901,0.8475350144543244,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,0.01276531989598264,0.02082929639519607,0.6128541096052937,0.5402503418374947,-0.00124291437038307,0.7974236150241925,0.691414463392931,0.8700447001071923,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,0.014368677863084,0.0228472554398854,0.6289017033529551,0.5296994704867246,-0.00120320071863745,0.7973585971304099,0.6913352694456241,0.8699989211797112,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,0.0172909892340418,0.02558965233907844,0.675702389580198,0.4995407618883432,-0.00108153880183651,0.7971522450556112,0.6910336832375404,0.869865923100223,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,-0.01025483594951618,0.02150218087394288,-0.4769207370003741,0.6336261065103084,-0.00153824050319289,0.7844215784509831,0.6807516539905002,0.8568799442104856,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,-0.00685910799106553,0.02359979065581349,-0.29064274726419587,0.7714445947635076,-0.00182345171444323,0.7846149163665405,0.6809261670825009,0.8570492174005659,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,-0.00242866564013428,0.02635188421009366,-0.09216288371531405,0.9266053934952144,-0.00197507814055165,0.7846974522518855,0.6809382772796236,0.8571458165351814,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,-0.0203721134514482,0.02195660366803818,-0.9278353683226293,0.3539388595314119,-2.766600768643276e-4,0.7701084243635673,0.6600236491548767,0.8475496899228012,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,-0.02155620363031759,0.02426964941520401,-0.8881959216441526,0.3748607407080091,-4.1987404283682554e-4,0.7699416714777857,0.6596885476895664,0.8474852135677396,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,-0.02174342267035552,0.02741063819437884,-0.7932475893543585,0.42800834440145685,-7.376376684770656e-4,0.7700122809052514,0.6596512758241904,0.8475959330806597,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,-0.02446107951913509,0.02177022860491171,-1.1236023269694224,0.26171879977364165,5.215612100254153e-4,0.7820424107476716,0.6778705546690486,0.8552566350829557,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,-0.02438861801405679,0.02389162721706332,-1.0208018814490172,0.3078399975061079,8.356454952262031e-5,0.7821154749992124,0.6778906528864254,0.8553462716043736,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,-0.02434175313865237,0.02680917712390162,-0.907963456922017,0.36433318819703864,-3.4923198181899544e-4,0.782170678960572,0.6778880695934435,0.8554234066287668,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,0.00832324215620605,0.0214278429340157,0.38843117255602505,0.6978616569129543,-0.001690968312664,0.7538135340766232,0.6449058836152521,0.8326122318821809,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,0.01095983883651224,0.02363128253126336,0.4637851890608457,0.6430026883723867,-0.00156288272408037,0.7538121848360583,0.6449228014985257,0.8326035544799423,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,0.01691844585493811,0.02660454832142914,0.6359230628738328,0.5251163734164699,-0.00118550287439417,0.7536745807413279,0.6447595389970261,0.8324980087392099,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,-0.0217435762221182,0.02087525505400208,-1.0415957153993982,0.2981005227464013,1.6880178810120149e-4,0.7485856694960488,0.6378848563983162,0.8293900150498275,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,-0.02575617911540243,0.02285933336204354,-1.1267248570848054,0.2603971308450195,5.355160581053604e-4,0.7485352479776067,0.6379167636819527,0.8293065515798665,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,-0.03008366583099325,0.02561724934388457,-1.1743519152720785,0.2408108811082128,7.531151354520631e-4,0.7485963313715537,0.6380753609186357,0.8293108435174679,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,0.00440835126193974,0.02199539079568065,0.20042159300054063,0.8412320423746931,-0.00191186133038736,0.7550452698034184,0.6401061906761227,0.8364646175323309,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,0.00620948419138291,0.02413737516430051,0.2572559836815572,0.7970865805409129,-0.00185995272111021,0.7550830847033168,0.6402175468991003,0.8364643403822771,reptiles,int,Deserts_and_xeric_shrublands,marginality
Beta,0.00662465350075934,0.027000383246918,0.24535405442867284,0.806282571210271,-0.00187188984622448,0.7550295911101089,0.6401569828735093,0.8364245940233553,reptiles,high,Deserts_and_xeric_shrublands,marginality
Beta,0.00453890755022513,0.02133793378793493,0.21271542012149108,0.8316352874615407,-0.00190172530091929,0.7828222925786927,0.6772983458683051,0.8562526757712328,reptiles,low,Deserts_and_xeric_shrublands,marginality
Beta,0.00597328429255634,0.02364123367974553,0.25266381498838275,0.8006314356928121,-0.00186462541985528,0.7829052832193839,0.6774238071478167,0.8563044773508992,reptiles,int,Deserts_and_xeric_shrublands,marginality
