biome,mean_B,median_B,CI_lower_B,CI_upper_B,mean_p,median_p,CI_lower_p,CI_upper_p,prop_significant,mean_R,median_R,CI_lower_R,CI_upper_R,mean_lambda,median_lambda,CI_lower_lambda,CI_upper_lambda,class,variable
Tropical & subtropical dry broadleaf forests,-0.0718274883639118,-0.07216114185943756,-0.0883151144824941,-0.05809475233546316,8.183854296589027e-4,3.1587192852566837e-4,9.64526197216875e-6,0.0035317070025433456,1,0.009420820923661952,0.0092934842692837,0.005839697410114871,0.014429259663806971,0.33425095335070887,0.33218865205902603,0.20348516204974762,0.4661877130764047,birds,marginality_3th
Tropical & subtropical grasslands savannas and shrublands,-0.07978400904096532,-0.07885306980400147,-0.0981584375460395,-0.06254168754548164,0.0014893562269549126,6.346129553280733e-4,3.204315789480661e-5,0.007249629667142059,1,0.01118906304880646,0.011085188545120155,0.006466253101013288,0.016877063293577216,0.2056923597145113,0.2037201772940936,0.10405115165374126,0.3389662991113674,birds,marginality_3th
Tropical & subtropical moist broadleaf forests,-0.054401886389781724,-0.05335908304269714,-0.07046662297092046,-0.04040454540680228,0.004203873130973763,0.00252929142919633,6.789240051296996e-5,0.020259608363051605,1,0.005000891836737007,0.00465201736761366,0.0025176600106667463,0.008501849485957853,0.6909745869555474,0.6898681832006537,0.6107223501906368,0.7574663147278294,birds,marginality_3th
Deserts and xeric shrublands,0.010305144780937909,0.01047179106344166,-0.03150569689308945,0.0588452682152716,0.5087881907559871,0.48272839431906733,0.04243504176177737,0.9852681310064982,0.030612244897959183,-1.9946197672669397e-4,-0.00106976342308517,-0.0021133716704023406,0.0066780837225468,0.713502876204183,0.7144082618506729,0.577700956158693,0.8108684330201165,reptiles,marginality_3th
Flooded grasslands and savannas,-0.009214420914366975,-0.008685572306025204,-0.08108579323722515,0.05280239212458393,0.5534608399413836,0.5394815300556821,0.04330371288455173,0.9834613163772833,0.03125,-8.623221101157379e-4,-0.0021293553974938203,-0.003422579471381894,0.011230767793081738,0.19833569575668616,0.19619374279668983,0.04103401214593482,0.4456957480272854,reptiles,marginality_3th
Mangroves,0.02004652364124063,0.019107226928618114,-0.013825513615452882,0.04890834191960774,0.3494882601167322,0.3238381753674835,0.010485276081738843,0.8653388413366929,0.15306122448979592,0.0012349051489034155,-4.110559663593348e-5,-0.0015933717421044071,0.009098090223677417,0.13469512380791943,1e-6,NA,0.5401711930416498,reptiles,marginality_3th
Mediterranean forests woodlands and scrub,-0.03661659157122983,-0.026047933439843143,-0.18276944630234643,0.1021242876809495,0.4947058016441042,0.4598550087311384,0.025267610531606803,0.9682139963745916,0.0625,0.0029679168059210735,-0.016452655067716745,-0.03839575418472206,0.15173602822156096,0.8263895574881861,0.8354093337421766,NA,NA,reptiles,marginality_3th
Montane grasslands and shrublands,0.014188481095980005,0.01415383031643896,-0.03968358988946044,0.08201055953009528,0.482362951973625,0.4509445856188232,0.0064446850293960415,0.9521058946718179,0.10204081632653061,9.49903803386604e-4,-0.0015992421607867549,-0.0037304826415604977,0.024852654063966403,0.5105403011076349,0.5069012655499289,0.21547415384965535,0.7496665239817181,reptiles,marginality_3th
Temperate broadleaf & mixed forests,0.005809079587380769,0.00626775658552247,-0.0616554612139697,0.08316226707789776,0.5664656266672755,0.5964205707736356,0.039407683212891884,0.9684142259883748,0.030927835051546393,-0.006341578008681461,-0.01916744669298181,-0.026982818955476377,0.08832981526971578,0.009331941306475501,1e-6,NA,0.6078945694009463,reptiles,marginality_3th
Temperate grasslands savannas and shrublands,-0.030740743401835198,-0.0369825986498713,-0.08132678056053298,0.03830293130444711,0.3652576305854431,0.26762146226346917,0.017228549450653816,0.9840604666085412,0.13333333333333333,0.003955863236311098,0.001419185382799675,-0.00602167012886132,0.02787753125033816,0.019142864486389067,0.009689514366349284,NA,0.29422631519246534,reptiles,marginality_3th
Tropical & subtropical coniferous forests,-0.007741170308926319,-0.00634315278216135,-0.03320520846269543,0.013447233505713991,0.5781940315638502,0.6043290644343708,0.04718413786354691,0.9788959490765194,0.041237113402061855,-7.286239735246596e-4,-0.00174369528483713,-0.002384771891418498,0.007005361181794485,1e-6,1e-6,NA,0.045492751486739536,reptiles,marginality_3th
Tropical & subtropical dry broadleaf forests,-0.0057244928862022265,-0.00631194027195503,-0.04385001038198459,0.030389325491581066,0.5088445963599092,0.5471319289812095,0.023710409548324173,0.9568100570521084,0.04040404040404041,-6.74321501351922e-5,-7.125109893156687e-4,-0.001115275222847697,0.004937369764488719,0.3380516170898127,0.3338175181895998,0.1586591625579416,0.5079849794018362,reptiles,marginality_3th
Tropical & subtropical grasslands savannas and shrublands,-0.020856568160787282,-0.021761175504256602,-0.05194571626564452,0.02438578266576794,0.39704103221028136,0.34300991484871557,0.032831841536748126,0.9375223287289732,0.04081632653061224,5.85174483438143e-4,-1.7995032169004814e-4,-0.0018135650643215,0.006475143692844588,0.06451077752070723,0.06535931964931077,NA,0.2696847805794431,reptiles,marginality_3th
Tropical & subtropical moist broadleaf forests,-0.019010796679672395,-0.021247759979173532,-0.0425320849030061,0.01188500621768248,0.28468301070686447,0.12765492680549573,0.0032086419521400985,0.959260842405866,0.3163265306122449,0.0014026405024542602,9.929233014184294e-4,-7.493521978622621e-4,0.005773152597571476,0.4868184837030078,0.4872122184778349,0.3735099521883438,0.5921004452426685,reptiles,marginality_3th
Deserts and xeric shrublands,0.040726682321810294,0.03936450455936172,-0.019510530564748475,0.11292669005447487,0.3718250715434448,0.3029800332924689,0.0033123851268762943,0.8830283198498096,0.1326530612244898,0.00471429833556232,3.9234972556130056e-4,-0.005720253526704154,0.0441860725957572,0.7445070013832642,0.741849773395994,0.5093394043182646,0.8876056070676832,amphibians,marginality_3th
Flooded grasslands and savannas,-0.004221972799267484,2.00407530907215e-4,-0.10621907669974551,0.08056647905571429,0.5378654162868819,0.5498288912822115,0.06446645943053611,0.9526785346443957,0.02040816326530612,-0.00215998819365758,-0.005068347577379119,-0.007906503103556011,0.01914897052503107,0.666543098551854,0.6691756749169901,NA,0.8914099414835185,amphibians,marginality_3th
Mangroves,-0.013300980265277075,-0.01294329610348046,-0.051787123832527066,0.022390972883971762,0.4937264783314521,0.5212795730413566,0.03815663298190885,0.9475109168908504,0.030303030303030304,-1.6271273005976982e-4,-0.00193054828925526,-0.003275145234073956,0.012399996790309634,0.4225722176713883,0.4204740543799408,0.12823998511911516,0.6851148883978597,amphibians,marginality_3th
Mediterranean forests woodlands and scrub,-0.20910667306131148,-0.2054355655418678,-0.37341558360762933,-0.06695144052935534,0.10414656598551533,0.05427430953726997,0.005314495300164307,0.4188102790425905,0.47368421052631576,0.2981601508298787,0.3118233483319611,-0.0312329554710614,0.5976002218917316,0.8440514958172572,0.9825711566914076,NA,NA,amphibians,marginality_3th
Montane grasslands and shrublands,-0.023536999812015166,-0.02211375006060105,-0.06523740737646741,0.02205851633742236,0.49530125293939636,0.4740704474885869,0.05559216225527712,0.9767885616457338,0.020618556701030927,-5.204248293233874e-4,-0.00357631282858717,-0.007399866518373436,0.019701251397735244,0.7520506843748038,0.7527377397881728,0.46658193958054844,0.9082624740293334,amphibians,marginality_3th
Temperate broadleaf & mixed forests,-0.035029720104685955,-0.03978779383867836,-0.14782018482735584,0.09566394101253231,0.4907520207843059,0.48569780263020634,0.04530897118227548,0.9787609322102191,0.030927835051546393,-0.00295884165811662,-0.01885971432904221,-0.03843267605543806,0.11324261620608159,0.11845221710872367,1e-6,NA,0.900885190028008,amphibians,marginality_3th
Temperate grasslands savannas and shrublands,0.07183341223764346,0.06767498426925692,-0.033747686857295164,0.16793163144032353,0.307836581950827,0.2598403171783885,0.005436537371230616,0.937459564744638,0.21875,0.01996979894212784,0.00463201857999996,-0.01601155501064714,0.1039595196810533,0.4545358637972927,0.4612247600614124,NA,0.7888658935149463,amphibians,marginality_3th
Tropical & subtropical coniferous forests,-0.013716729091274873,-0.012216199589423101,-0.06959492549801075,0.03834242158448785,0.4961518962585984,0.5495115217597921,0.026369241756613315,0.9469218628043775,0.07142857142857142,2.9580543522840443e-4,-0.003942642366682375,-0.0061450407286883155,0.02427371317324897,0.10767624544322812,0.08759973047533927,NA,0.5873256788566249,amphibians,marginality_3th
Tropical & subtropical dry broadleaf forests,-0.02219040686788287,-0.02367152454810509,-0.05814043461423881,0.022614815862786068,0.3721053402292317,0.31934070237809986,0.021270395519105378,0.8893578894853585,0.08163265306122448,0.0011393323355775463,-1.4304954698448915e-5,-0.0024683694452294763,0.010840623209791771,0.6444362379566192,0.6457478237546533,0.45694015206101957,0.7820803456209747,amphibians,marginality_3th
Tropical & subtropical grasslands savannas and shrublands,-0.017539717835720676,-0.018919183352848395,-0.05327257603369987,0.02457708940767235,0.44460070857798306,0.3899711703736297,0.03249581348123068,0.9334580084298696,0.052083333333333336,5.61934288587811e-4,-7.048732186983245e-4,-0.002705665018446602,0.009722143293734763,0.2947690372927659,0.3030964275408068,NA,0.5594668003763764,amphibians,marginality_3th
Tropical & subtropical moist broadleaf forests,-0.016976036521248693,-0.01876498021931506,-0.033862802736357084,0.0039113838594904355,0.23633613244642868,0.10084984645715034,0.0037980662790906682,0.8047758961001965,0.32989690721649484,0.0015523510774793693,0.00133258033370638,-7.390453452429055e-4,0.005806368983070225,0.7142348778169322,0.7133129184991346,0.6251266408555444,0.7858586294675713,amphibians,marginality_3th
