term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
log(int.age + 1),-0.03873164028498273,0.02767140882576729,-1.3996988924147689,0.16181994583901194,6.684211078421974e-4,0.3232498845459458,0.19798434344027505,0.4555773135195646,Amphibians,int,w.specialization
(Intercept),2.168279105533909,0.24546392498796923,8.833392139558516,0,4.0696966180634234e-4,0.3237767420752993,0.1984398247024158,0.45610200797700307,Amphibians,high,w.specialization
log(high.age + 1),-0.03965282038577887,0.03150790395003906,-1.2585039121820003,0.20841457002166577,4.0696966180634234e-4,0.3237767420752993,0.1984398247024158,0.45610200797700307,Amphibians,high,w.specialization
(Intercept),1.2964666060319636,0.15142524208486088,8.56176016747198,0,6.575733609184196e-4,0.6317816924801837,0.5251986159951999,0.7211748308435693,Amphibians,low,w.marginality
log(low.age + 1),-0.01328406680232228,0.00952861467510985,-1.3941236218757196,0.1634963968021752,6.575733609184196e-4,0.6317816924801837,0.5251986159951999,0.7211748308435693,Amphibians,low,w.marginality
(Intercept),1.294752382904169,0.15152780446490796,8.544652167807381,0,5.371741043692e-4,0.6322212734537112,0.5257454339529225,0.7215065425961544,Amphibians,int,w.marginality
log(int.age + 1),-0.01395612330400541,0.01048792675843566,-1.330684664896254,0.1835044888444881,5.371741043692e-4,0.6322212734537112,0.5257454339529225,0.7215065425961544,Amphibians,int,w.marginality
(Intercept),1.2941892930151155,0.15174049698250647,8.528964375042987,0,4.3249570722768535e-4,0.6325744945092634,0.5261761654421273,0.7217767384823539,Amphibians,high,w.marginality
log(high.age + 1),-0.01507584571838222,0.01184299545992225,-1.272975723869879,0.20323313364437975,4.3249570722768535e-4,0.6325744945092634,0.5261761654421273,0.7217767384823539,Amphibians,high,w.marginality
(Intercept),2.129810332889055,0.2365233559043428,9.004651252075142,0,-3.5726231538671865e-4,0.31951408145785987,0.20039786691797531,0.4464804536486882,Amphibians,low,w.specialization
log(low.age + 1),-0.01693351955489112,0.02424352179036563,-0.698476058937134,0.4849928572606266,-3.5726231538671865e-4,0.31951408145785987,0.20039786691797531,0.4464804536486882,Amphibians,low,w.specialization
(Intercept),2.1240537413601563,0.2369602064285911,8.963757136159687,0,-4.5222053683872466e-4,0.31990256711365705,0.20076152101605524,0.446852376519265,Amphibians,int,w.specialization
log(int.age + 1),-0.01590098569315384,0.02680838494472095,-0.593134786968397,0.5531845472418588,-4.5222053683872466e-4,0.31990256711365705,0.20076152101605524,0.446852376519265,Amphibians,int,w.specialization
(Intercept),2.1241107338243133,0.23771658281937583,8.93547563502659,0,-4.706350316659627e-4,0.32009933992860345,0.20093015097966643,0.44705553274544807,Amphibians,high,w.specialization
log(high.age + 1),-0.01734032822842782,0.0303969932963264,-0.5704619552132965,0.568453852438283,-4.706350316659627e-4,0.32009933992860345,0.20093015097966643,0.44705553274544807,Amphibians,high,w.specialization
(Intercept),1.3097929003824151,0.14915702013761667,8.781302409862851,0,0.00234356653478314,0.5948500395990293,0.4883435624183548,0.6863501022615118,Amphibians,low,w.marginality
log(low.age + 1),-0.02001815953570391,0.00957755274530248,-2.090112168322148,0.0367836202395444,0.00234356653478314,0.5948500395990293,0.4883435624183548,0.6863501022615118,Amphibians,low,w.marginality
(Intercept),1.3083566935454904,0.1494403830937521,8.755041083672054,0,0.00205636967388276,0.5955969280200293,0.48920380687694415,0.6869558075550591,Amphibians,int,w.marginality
log(int.age + 1),-0.02083542224018878,0.01047692840491669,-1.9886956782496463,0.04692472546513904,0.00205636967388276,0.5955969280200293,0.48920380687694415,0.6869558075550591,Amphibians,int,w.marginality
(Intercept),1.3071423991436038,0.14981671878871022,8.724943448982454,0,0.00174016841270558,0.5964353959584333,0.4901615714454099,0.687639553009693,Amphibians,high,w.marginality
log(high.age + 1),-0.022038810283969,0.01178065784709232,-1.870762275759377,0.06158171569224069,0.00174016841270558,0.5964353959584333,0.4901615714454099,0.687639553009693,Amphibians,high,w.marginality
(Intercept),2.181422931607067,0.24524434362468087,8.89489600194609,0,0.00126795449031729,0.3221209603419645,0.1987485827180534,0.453879891954484,Amphibians,low,w.specialization
log(low.age + 1),-0.04087412819199355,0.02433779378720942,-1.6794508388625884,0.09328220085992234,0.00126795449031729,0.3221209603419645,0.1987485827180534,0.453879891954484,Amphibians,low,w.specialization
(Intercept),2.1791339586233813,0.24600020657895263,8.85826068574458,0,0.00106815647672167,0.3227923003049056,0.19928473512263864,0.454570026455048,Amphibians,int,w.specialization
log(int.age + 1),-0.0424654353583869,0.02668000478098128,-1.5916577117204338,0.11168218942407848,0.00106815647672167,0.3227923003049056,0.19928473512263864,0.454570026455048,Amphibians,int,w.specialization
(Intercept),2.1802813536600385,0.2468979019136387,8.830700207499817,0,9.59547664136911e-4,0.323268405470894,0.19965408040251523,0.45506429988091374,Amphibians,high,w.specialization
log(high.age + 1),-0.04634340428855786,0.03005693935934376,-1.5418537374847896,0.12332992457638614,9.59547664136911e-4,0.323268405470894,0.19965408040251523,0.45506429988091374,Amphibians,high,w.specialization
(Intercept),1.2430288540062704,0.17391974553729317,7.147140482330863,1.4064305275951485e-12,-6.796094744593782e-4,0.6723325535215413,0.5680141119084646,0.7561044508345169,Amphibians,low,w.marginality
log(low.age + 1),0.00159618968200856,0.00987980951545134,0.16156077498379243,0.8716745232029117,-6.796094744593782e-4,0.6723325535215413,0.5680141119084646,0.7561044508345169,Amphibians,low,w.marginality
(Intercept),1.2399328296076306,0.17401464204488676,7.12545114041491,1.637801005927031e-12,-6.414516329563494e-4,0.6727026529093683,0.5685715001761402,0.7563445374939152,Amphibians,int,w.marginality
log(int.age + 1),0.00307322796482288,0.01081505796625549,0.28416195034846653,0.7763273266834274,-6.414516329563494e-4,0.6727026529093683,0.5685715001761402,0.7563445374939152,Amphibians,int,w.marginality
(Intercept),1.2358204098122074,0.17419781673179377,7.094350738706194,2.036149027162537e-12,-5.642555576375056e-4,0.6730813871554623,0.5691322851402211,0.756581221694156,Amphibians,high,w.marginality
log(high.age + 1),0.00532498342963634,0.01217433003148516,0.4373943712602591,0.661891274636029,-5.642555576375056e-4,0.6730813871554623,0.5691322851402211,0.756581221694156,Amphibians,high,w.marginality
(Intercept),2.1596861817596524,0.28246381479002214,7.645886193830241,3.774758283725532e-14,8.376400119209918e-4,0.3927918518820869,0.25686374778610854,0.5256632419917674,Amphibians,low,w.specialization
log(low.age + 1),-0.03719945184453197,0.02506743282579071,-1.4839753277910128,0.13803537657325116,8.376400119209918e-4,0.3927918518820869,0.25686374778610854,0.5256632419917674,Amphibians,low,w.specialization
(Intercept),2.1486542334889664,0.2835513751176554,7.577654076258367,6.283862319378386e-14,4.6721665093173506e-4,0.394658572047021,0.25878943794891435,0.5272690430464456,Amphibians,int,w.specialization
log(int.age + 1),-0.0355899302880757,0.02753782627330072,-1.2924015837292826,0.1964264666163713,4.6721665093173506e-4,0.394658572047021,0.25878943794891435,0.5272690430464456,Amphibians,int,w.specialization
(Intercept),2.1399730396830123,0.28480068094878536,7.513932314185147,1.0058620603103918e-13,1.7762834272101017e-4,0.3963035293826528,0.26051663629200417,0.528662249236165,Amphibians,high,w.specialization
log(high.age + 1),-0.03483606824845066,0.03109911686442472,-1.1201626207045372,0.2628321706733632,1.7762834272101017e-4,0.3963035293826528,0.26051663629200417,0.528662249236165,Amphibians,high,w.specialization
(Intercept),1.3082538350407358,0.14278313243374494,9.162523701094733,0,0.00417092386969941,0.5979632209684024,0.48612756800677326,0.6934489571460718,Amphibians,low,w.marginality
log(low.age + 1),-0.02630608687836309,0.00993839713447214,-2.6469144392628743,0.00821200320035631,0.00417092386969941,0.5979632209684024,0.48612756800677326,0.6934489571460718,Amphibians,low,w.marginality
(Intercept),1.3103999278470309,0.14291818527449307,9.168881660022736,0,0.00447191018722109,0.5986078126115734,0.4869187735189812,0.6939318936916202,Amphibians,int,w.marginality
log(int.age + 1),-0.02955825383525164,0.01083547109687834,-2.727915895024375,0.00645142251547725,0.00447191018722109,0.5986078126115734,0.4869187735189812,0.6939318936916202,Amphibians,int,w.marginality
(Intercept),1.3147450404844294,0.14317140549367707,9.183014135755572,0,0.00485679497202277,0.5993335029130451,0.48779808133972646,0.6944805948462888,Amphibians,high,w.marginality
log(high.age + 1),-0.03441124445804479,0.01216725027269306,-2.8281858009671983,0.00474641050257562,0.00485679497202277,0.5993335029130451,0.48779808133972646,0.6944805948462888,Amphibians,high,w.marginality
(Intercept),2.2448444984357057,0.23654591996128235,9.490100268071163,0,0.00561958334160964,0.32693721365622025,0.2040666236393218,0.45700414679031265,Amphibians,low,w.specialization
log(low.age + 1),-0.07569105457365306,0.02508579478304937,-3.0172874819496647,0.00259544253046639,0.00561958334160964,0.32693721365622025,0.2040666236393218,0.45700414679031265,Amphibians,low,w.specialization
(Intercept),2.246539330697743,0.23715374155660535,9.47292383393211,0,0.00553142525074078,0.32778058114579656,0.20483024418383244,0.4578189085286893,Amphibians,int,w.specialization
log(int.age + 1),-0.08219498895725534,0.02743465359859354,-2.996027949172616,0.00278219843977445,0.00553142525074078,0.32778058114579656,0.20483024418383244,0.4578189085286893,Amphibians,int,w.specialization
(Intercept),2.254286778302415,0.2380842024073427,9.468443330169018,0,0.00559575763160594,0.32864026732174745,0.20563879554213352,0.45862111082044427,Amphibians,high,w.specialization
log(high.age + 1),-0.09302848418586976,0.03089050159670108,-3.0115562835601426,0.00264462509553276,0.00559575763160594,0.32864026732174745,0.20563879554213352,0.45862111082044427,Amphibians,high,w.specialization
(Intercept),1.30312525677578,0.16343685090564153,7.973264594581091,3.1086244689504387e-15,0.0015759897049876,0.6511042699401893,0.548966554210654,0.7356039956869301,Amphibians,low,w.marginality
log(low.age + 1),-0.01798788386072465,0.00995716799677334,-1.8065260992436505,0.07104590714837711,0.0015759897049876,0.6511042699401893,0.548966554210654,0.7356039956869301,Amphibians,low,w.marginality
(Intercept),1.3001686274373296,0.16352790327132868,7.95074480518511,3.774758283725532e-15,0.00136559489245744,0.6516149540549862,0.5495626557517816,0.7360119226528348,Amphibians,int,w.marginality
log(int.age + 1),-0.01876829286977801,0.01090711520417972,-1.7207384829478831,0.08551415507678306,0.00136559489245744,0.6516149540549862,0.5495626557517816,0.7360119226528348,Amphibians,int,w.marginality
(Intercept),1.2990774350367953,0.16372192260425522,7.93465782940318,4.218847493575595e-15,0.00119525239927431,0.6519939824761777,0.5499885455755762,0.7363251696506652,Amphibians,high,w.marginality
log(high.age + 1),-0.02028481017262132,0.01230842896578108,-1.6480421854824476,0.09956323169358904,0.00119525239927431,0.6519939824761777,0.5499885455755762,0.7363251696506652,Amphibians,high,w.marginality
(Intercept),2.192896323361459,0.25370031636709944,8.64364835946196,0,0.00218174572865751,0.3391028569509313,0.2136467618540553,0.47005551291553377,Amphibians,low,w.specialization
log(low.age + 1),-0.05132810253247157,0.02524021669304063,-2.033584067708263,0.04217747413322814,0.00218174572865751,0.3391028569509313,0.2136467618540553,0.47005551291553377,Amphibians,low,w.specialization
(Intercept),2.1897721957359777,0.254137183889122,8.616496658321978,0,0.00200593130905099,0.33980593666039854,0.2142976228459374,0.4707448765309883,Amphibians,int,w.specialization
log(int.age + 1),-0.05468778753368108,0.02775533832694883,-1.9703520414515137,0.04899030102033341,0.00200593130905099,0.33980593666039854,0.2142976228459374,0.4707448765309883,Amphibians,int,w.specialization
(Intercept),2.191689390723508,0.2549884237057657,8.595250556364572,0,0.0019089074928892,0.3404805201781533,0.21494098553310617,0.4713919424448681,Amphibians,high,w.specialization
log(high.age + 1),-0.06079950991877613,0.03142771928930617,-1.9345823143922576,0.05323819794491169,0.0019089074928892,0.3404805201781533,0.21494098553310617,0.4713919424448681,Amphibians,high,w.specialization
(Intercept),1.2868905074179695,0.16932074198351263,7.600312237843128,5.306866057708248e-14,3.36244964642344e-4,0.6780186892975167,0.5765442524722596,0.7590776984570387,Amphibians,low,w.marginality
log(low.age + 1),-0.01213094287865603,0.00996370855061566,-1.2175128183477884,0.22360961015755043,3.36244964642344e-4,0.6780186892975167,0.5765442524722596,0.7590776984570387,Amphibians,low,w.marginality
(Intercept),1.2880195832376031,0.16935231989922828,7.60556208503095,5.10702591327572e-14,3.858872333345576e-4,0.6779758621799572,0.5765077810846909,0.759043157110827,Amphibians,int,w.marginality
log(int.age + 1),-0.0136179921409701,0.01092563883141919,-1.246425252664258,0.21281202540458088,3.858872333345576e-4,0.6779758621799572,0.5765077810846909,0.759043157110827,Amphibians,int,w.marginality
(Intercept),1.2904413700451984,0.16943381999172735,7.616197109338646,4.7073456244106644e-14,4.806668298864339e-4,0.6778534390769984,0.5763747243044546,0.7589491586241854,Amphibians,high,w.marginality
log(high.age + 1),-0.01599922867060719,0.01230852763022859,-1.299849108784919,0.193861736561606,4.806668298864339e-4,0.6778534390769984,0.5763747243044546,0.7589491586241854,Amphibians,high,w.marginality
(Intercept),2.078930786524366,0.28941187861224776,7.1832946059194205,1.0902390101819037e-12,-6.952790484878046e-4,0.4240660979430152,0.2867812827616767,0.556337060074191,Amphibians,low,w.specialization
log(low.age + 1),-0.00152927331172827,0.02526921364398051,-0.06051922838891246,0.9517505406967572,-6.952790484878046e-4,0.4240660979430152,0.2867812827616767,0.556337060074191,Amphibians,low,w.specialization
(Intercept),2.0808371160962147,0.2896669109784162,7.183551304039912,1.0880185641326534e-12,-6.922508806049623e-4,0.42390532961729865,0.28673373016146675,0.5561188034568646,Amphibians,int,w.specialization
log(int.age + 1),-0.00248643800950072,0.02780104514337748,-0.08943685378292396,0.9287472335825852,-6.922508806049623e-4,0.42390532961729865,0.28673373016146675,0.5561188034568646,Amphibians,int,w.specialization
(Intercept),2.0873107590224844,0.28999889140083285,7.197650821835142,9.849898674474389e-13,-6.739582666560723e-4,0.423375563734603,0.2863375357770661,0.5555645466686343,Amphibians,high,w.specialization
log(high.age + 1),-0.00580896485831738,0.03141369202396499,-0.1849182469187582,0.853319325709097,-6.739582666560723e-4,0.423375563734603,0.2863375357770661,0.5555645466686343,Amphibians,high,w.specialization
(Intercept),1.3283849205128275,0.15896357094527938,8.356536737401946,0,0.00725370843608904,0.6211161279291166,0.5122808790977345,0.7124174707494748,Amphibians,low,w.marginality
log(low.age + 1),-0.03481325724504611,0.01027578328126263,-3.3878932916506996,7.234112663421222e-4,0.00725370843608904,0.6211161279291166,0.5122808790977345,0.7124174707494748,Amphibians,low,w.marginality
(Intercept),1.3279422076020668,0.15910423449478286,8.346366215951411,0,0.00707934014078179,0.6215069604153702,0.512772900101314,0.712712897058779,Amphibians,int,w.marginality
log(int.age + 1),-0.03765179790872387,0.01123851449674713,-3.3502468604388755,8.283868584313403e-4,0.00707934014078179,0.6215069604153702,0.512772900101314,0.712712897058779,Amphibians,int,w.marginality
(Intercept),1.327716772767247,0.15953872582400674,8.32222249431716,2.220446049250313e-16,0.00659571040607227,0.6225437255678616,0.5140033610017427,0.7135374643393784,Amphibians,high,w.marginality
log(high.age + 1),-0.0410768399122209,0.01266390224401451,-3.243616313576293,0.0012074187055262,0.00659571040607227,0.6225437255678616,0.5140033610017427,0.7135374643393784,Amphibians,high,w.marginality
(Intercept),2.151755468019917,0.2640557101099568,8.1488692939982,8.881784197001252e-16,6.635245879527575e-4,0.35592617261248694,0.22328105769240283,0.4925955265290931,Amphibians,low,w.specialization
log(low.age + 1),-0.0363117573172773,0.0259892257959691,-1.397185033611475,0.16257423321111353,6.635245879527575e-4,0.35592617261248694,0.22328105769240283,0.4925955265290931,Amphibians,low,w.specialization
(Intercept),2.145061202594928,0.2648818335703004,8.09818164455443,1.3322676295501878e-15,4.1584088566900656e-4,0.3570698800119608,0.22439537155091097,0.49361219935912987,Amphibians,int,w.specialization
log(int.age + 1),-0.03603410670385542,0.02851810126834397,-1.2635520985352016,0.2065963566900644,4.1584088566900656e-4,0.3570698800119608,0.22439537155091097,0.49361219935912987,Amphibians,int,w.specialization
(Intercept),2.139770653215901,0.26596122600299094,8.045423332466656,1.7763568394002505e-15,1.9845954572613936e-4,0.35808652118624645,0.22538825456409708,0.4945127795244042,Amphibians,high,w.specialization
log(high.age + 1),-0.03653365727340663,0.03223303247241226,-1.1334229041178552,0.257226286310003,1.9845954572613936e-4,0.35808652118624645,0.22538825456409708,0.4945127795244042,Amphibians,high,w.specialization
(Intercept),1.328692838822524,0.137511334745417,9.662424128763009,0,0.00466043244973066,0.573961372883549,0.4667574965497964,0.6683671982497579,Amphibians,low,w.marginality
log(low.age + 1),-0.02684835270147569,0.00966647030227497,-2.777472217046693,0.00554975214987019,0.00466043244973066,0.573961372883549,0.4667574965497964,0.6683671982497579,Amphibians,low,w.marginality
(Intercept),1.327430724212715,0.13775452671391383,9.636204020863138,0,0.0043580261438596,0.574769738669266,0.4676397139252255,0.6690561859984786,Amphibians,int,w.marginality
log(int.age + 1),-0.02874369877765211,0.01065549216725463,-2.6975477365545166,0.00706716192291101,0.0043580261438596,0.574769738669266,0.4676397139252255,0.6690561859984786,Amphibians,int,w.marginality
(Intercept),1.3282385991484082,0.13808735988954496,9.618828256336108,0,0.00413099930284007,0.575473755911616,0.46838312159504025,0.6696724981639269,Amphibians,high,w.marginality
log(high.age + 1),-0.03188958256417935,0.01209777819589204,-2.635986711593694,0.00847988043509517,0.00413099930284007,0.575473755911616,0.46838312159504025,0.6696724981639269,Amphibians,high,w.marginality
(Intercept),2.2296258318951576,0.24378409978857177,9.14590341957847,0,0.0029517972117049,0.3426324374693124,0.2164085332905294,0.47109042146551594,Amphibians,low,w.specialization
log(low.age + 1),-0.05609134375455797,0.02449098061712298,-2.2902857436154047,0.02214946296052877,0.0029517972117049,0.3426324374693124,0.2164085332905294,0.47109042146551594,Amphibians,low,w.specialization
(Intercept),2.227508218413578,0.2442165683188589,9.12103643805712,0,0.00269108149996897,0.34280167352932206,0.2165097978907994,0.4713119731959806,Amphibians,int,w.specialization
log(int.age + 1),-0.0597153093917642,0.0270611905572706,-2.2066770959461848,0.02749472025576205,0.00269108149996897,0.34280167352932206,0.2165097978907994,0.4713119731959806,Amphibians,int,w.specialization
(Intercept),2.2309219160903337,0.2449479616230855,9.107738236757292,0,0.00256838550271645,0.3428387585759762,0.21648160937461855,0.47140726623848134,Amphibians,high,w.specialization
log(high.age + 1),-0.06670723265171451,0.03079417192365191,-2.1662291428748905,0.03045810224063028,0.00256838550271645,0.3428387585759762,0.21648160937461855,0.47140726623848134,Amphibians,high,w.specialization
(Intercept),1.2877455276810583,0.15152748694441504,8.498428593047567,0,7.279954789158536e-4,0.6040595597615969,0.4985141152995364,0.693523489155022,Amphibians,low,w.marginality
log(low.age + 1),-0.01375300320836902,0.00961794086321538,-1.4299321865211838,0.15295446605312146,7.279954789158536e-4,0.6040595597615969,0.4985141152995364,0.693523489155022,Amphibians,low,w.marginality
(Intercept),1.284291071117093,0.15183685413951536,8.458361959587371,0,4.121754004515317e-4,0.6049610291777086,0.4996263322171307,0.694216764375161,Amphibians,int,w.marginality
log(int.age + 1),-0.01326157255627332,0.01051280361299532,-1.261468685658708,0.20734534078468747,4.121754004515317e-4,0.6049610291777086,0.4996263322171307,0.694216764375161,Amphibians,int,w.marginality
(Intercept),1.2817979490624416,0.15218648612904986,8.422547767976672,0,1.7334108382884318e-4,0.6057480329685342,0.500606416240273,0.6948176591947708,Amphibians,high,w.marginality
log(high.age + 1),-0.01319869797066007,0.01181182365276019,-1.1174140724303645,0.26400462595518537,1.7334108382884318e-4,0.6057480329685342,0.500606416240273,0.6948176591947708,Amphibians,high,w.marginality
(Intercept),2.2148317437704663,0.253158329225832,8.748800604520925,0,0.00311531288738059,0.34262678443826017,0.2117079336996864,0.4796758705376454,Amphibians,low,w.specialization
log(low.age + 1),-0.05691377655368569,0.02430943415896903,-2.341221773468848,0.0193571976740372,0.00311531288738059,0.34262678443826017,0.2117079336996864,0.4796758705376454,Amphibians,low,w.specialization
(Intercept),2.207579796934689,0.25448605921679646,8.67465905098579,0,0.00252232207087615,0.3445960187266895,0.2134080002215888,0.4815689866584361,Amphibians,int,w.specialization
log(int.age + 1),-0.05731976364725939,0.02664981788215831,-2.1508501071459176,0.03165482260450303,0.00252232207087615,0.3445960187266895,0.2134080002215888,0.4815689866584361,Amphibians,int,w.specialization
(Intercept),2.202387572164492,0.2560456407150112,8.601542935916788,0,0.00201044737832849,0.34655209927394787,0.2151339739288085,0.48342221706515687,Amphibians,high,w.specialization
log(high.age + 1),-0.05921098322683992,0.03002583310463834,-1.972001343659407,0.04880150851831733,0.00201044737832849,0.34655209927394787,0.2151339739288085,0.48342221706515687,Amphibians,high,w.specialization
(Intercept),1.291888296464313,0.16023993269859788,8.062211926251123,1.5543122344752194e-15,0.00131713643376024,0.6387059566429675,0.5370082233902626,0.7227659687193895,Amphibians,low,w.marginality
log(low.age + 1),-0.01663370955640402,0.00978239481897231,-1.7003719298002602,0.08927797200253873,0.00131713643376024,0.6387059566429675,0.5370082233902626,0.7227659687193895,Amphibians,low,w.marginality
(Intercept),1.289331706109509,0.16043707503421173,8.036370058694795,1.7763568394002505e-15,0.00103411542965102,0.6392123106346944,0.537617068294102,0.7231676066914982,Amphibians,int,w.marginality
log(int.age + 1),-0.01676346148103432,0.01063525705530235,-1.5762159197343202,0.11519677304595466,0.00103411542965102,0.6392123106346944,0.537617068294102,0.7231676066914982,Amphibians,int,w.marginality
(Intercept),1.2874648278554923,0.16068704926040092,8.012250108402297,2.220446049250313e-15,7.80381426539167e-4,0.6396639418195929,0.5381497651390784,0.723532390297382,Amphibians,high,w.marginality
log(high.age + 1),-0.01734314730926324,0.0119114883754076,-1.4560016987524256,0.14561119638907183,7.80381426539167e-4,0.6396639418195929,0.5381497651390784,0.723532390297382,Amphibians,high,w.marginality
(Intercept),2.1945640150978747,0.2634552418530993,8.329931109594499,2.220446049250313e-16,0.00185901921173098,0.3635806443680622,0.231809284211032,0.4981891606448691,Amphibians,low,w.specialization
log(low.age + 1),-0.04763895735896982,0.02486462811793769,-1.9159328316920377,0.05557243359220054,0.00185901921173098,0.3635806443680622,0.231809284211032,0.4981891606448691,Amphibians,low,w.specialization
(Intercept),2.1875777154510123,0.26430489458025547,8.276720410059452,4.440892098500626e-16,0.00144641426491069,0.36468240311170746,0.23271129676764732,0.4992991257884241,Amphibians,int,w.specialization
log(int.age + 1),-0.04756837190948181,0.02711708935717835,-1.75418428146639,0.07961267191209043,0.00144641426491069,0.36468240311170746,0.23271129676764732,0.4992991257884241,Amphibians,int,w.specialization
(Intercept),2.1824406186797285,0.2653086350744212,8.2260444258346,4.440892098500626e-16,0.0010940399939313,0.3656162296820899,0.23344141421729755,0.500269245805019,Amphibians,high,w.specialization
log(high.age + 1),-0.04883679777008646,0.03046017017448197,-1.6033002274885355,0.10908875730115342,0.0010940399939313,0.3656162296820899,0.23344141421729755,0.500269245805019,Amphibians,high,w.specialization
(Intercept),1.2767620353042148,0.1820265267168726,7.014153696895584,3.5549341248497512e-12,2.757433031323013e-4,0.6908580435060776,0.5888895351902529,0.7708077978931419,Amphibians,low,w.marginality
log(low.age + 1),-0.01181896847037817,0.01000485433144902,-1.1813233935077605,0.2376702916851765,2.757433031323013e-4,0.6908580435060776,0.5888895351902529,0.7708077978931419,Amphibians,low,w.marginality
(Intercept),1.276817927545716,0.18206676698451169,7.012910421232087,3.5855762803294056e-12,2.82241826639744e-4,0.6909979462432504,0.5890838140519385,0.7709022950415563,Amphibians,int,w.marginality
log(int.age + 1),-0.01296429549807569,0.01093790359361166,-1.1852632807668515,0.2361098818660856,2.82241826639744e-4,0.6909979462432504,0.5890838140519385,0.7709022950415563,Amphibians,int,w.marginality
(Intercept),1.2760315621289526,0.18225816984908497,7.001231073402876,3.886668764607748e-12,1.850988935435438e-4,0.6912946526969626,0.5895009560473192,0.7711047489298798,Amphibians,high,w.marginality
log(high.age + 1),-0.01387457606419836,0.01233365839581799,-1.124935977544413,0.26080454975321254,1.850988935435438e-4,0.6912946526969626,0.5895009560473192,0.7711047489298798,Amphibians,high,w.marginality
(Intercept),2.150974887793994,0.2842286502041204,7.567762385140482,6.750155989720953e-14,5.883551739255707e-4,0.39050753882874095,0.24803708738470137,0.5308118163257292,Amphibians,low,w.specialization
log(low.age + 1),-0.03435815258861535,0.02530032091222614,-1.3580125211776304,0.1746734868819646,5.883551739255707e-4,0.39050753882874095,0.24803708738470137,0.5308118163257292,Amphibians,low,w.specialization
(Intercept),2.1499526401452385,0.2846672800575903,7.552510565001665,7.571721027943569e-14,5.20945663755979e-4,0.3910265966598821,0.2485204997216199,0.5312699960064647,Amphibians,int,w.specialization
log(int.age + 1),-0.03669456211851965,0.02775890823974624,-1.3219022088908745,0.18641169221930975,5.20945663755979e-4,0.3910265966598821,0.2485204997216199,0.5312699960064647,Amphibians,int,w.specialization
(Intercept),2.1507900491402587,0.28542968811117225,7.535270992212085,8.593126210598713e-14,4.59204273538338e-4,0.39159297486301736,0.249067575586572,0.5317560466992028,Amphibians,high,w.specialization
log(high.age + 1),-0.04044587704903658,0.03140342767699068,-1.2879446621258896,0.19797316448166913,4.59204273538338e-4,0.39159297486301736,0.249067575586572,0.5317560466992028,Amphibians,high,w.specialization
(Intercept),1.2605051238997174,0.1548519348188326,8.140066996091667,8.881784197001252e-16,-6.731703475661145e-4,0.6511290834352682,0.5454460118735246,0.7386035167988613,Amphibians,low,w.marginality
log(low.age + 1),-0.00186925881694629,0.00994580521829057,-0.1879444424980974,0.8509468124825825,-6.731703475661145e-4,0.6511290834352682,0.5454460118735246,0.7386035167988613,Amphibians,low,w.marginality
(Intercept),1.2625535761844964,0.1548539362956257,8.15319007309058,8.881784197001252e-16,-6.472421486339089e-4,0.6508679748914307,0.545122338610213,0.7384080750934542,Amphibians,int,w.marginality
log(int.age + 1),-0.00292615055094745,0.01087081667255902,-0.2691748595424183,0.7878338759059704,-6.472421486339089e-4,0.6508679748914307,0.545122338610213,0.7384080750934542,Amphibians,int,w.marginality
(Intercept),1.2651592136198704,0.15493914863591263,8.165523205454253,6.661338147750939e-16,-6.065325498147061e-4,0.6505700807375977,0.5447552406087045,0.7381828057266195,Amphibians,high,w.marginality
log(high.age + 1),-0.00442833087596886,0.01224625675700383,-0.361606894566883,0.7176991212534141,-6.065325498147061e-4,0.6505700807375977,0.5447552406087045,0.7381828057266195,Amphibians,high,w.marginality
(Intercept),2.1864633681145973,0.2355188261456141,9.28360337004556,0,0.00174436481061473,0.32356375159345785,0.2016740212065427,0.4543869164433903,Amphibians,low,w.specialization
log(low.age + 1),-0.04715126063455743,0.02518258741867518,-1.8723755367405368,0.06135817832860058,0.00174436481061473,0.32356375159345785,0.2016740212065427,0.4543869164433903,Amphibians,low,w.specialization
(Intercept),2.190227359006895,0.23614914959768216,9.274762846863084,0,0.00175324868928522,0.3239391140336124,0.20197714215899457,0.4547652666048233,Amphibians,int,w.specialization
log(int.age + 1),-0.05180526978204304,0.02761789512424575,-1.8757863171318656,0.06088778618699986,0.00175324868928522,0.3239391140336124,0.20197714215899457,0.4547652666048233,Amphibians,int,w.specialization
(Intercept),2.1998850184532643,0.23704733140764991,9.280361881273937,0,0.00191180551228459,0.3241822470044119,0.2021873012267476,0.45499035973356566,Amphibians,high,w.specialization
log(high.age + 1),-0.06041309392324474,0.03121058845215854,-1.9356602012118271,0.05310583043932926,0.00191180551228459,0.3241822470044119,0.2021873012267476,0.45499035973356566,Amphibians,high,w.specialization
(Intercept),1.3295279792290524,0.1507982076763608,8.816603325169826,0,0.00381454598890522,0.6279824147624127,0.5212742389212294,0.7179132828676087,Amphibians,low,w.marginality
log(low.age + 1),-0.02604181061458645,0.01022151373418637,-2.5477450103587183,0.01094583813707261,0.00381454598890522,0.6279824147624127,0.5212742389212294,0.7179132828676087,Amphibians,low,w.marginality
