term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
(Intercept),1.6175897894639903,0.14609395891867594,11.072256522012871,0,0.01167913422644124,0.26265274163021757,0.15535033798497053,0.37780461447108227,Birds,low,w.specialization
log(low.age + 1),-0.11227067813104796,0.02185759259627897,-5.136461283945831,3.0522784877362596e-7,0.01167913422644124,0.26265274163021757,0.15535033798497053,0.37780461447108227,Birds,low,w.specialization
(Intercept),1.605684890557236,0.147603319723134,10.878379250338606,0,0.01060204826718681,0.26777071973204647,0.1605289038734143,0.38234973557787927,Birds,int,w.specialization
log(int.age + 1),-0.1209288625113186,0.02467564503451992,-4.900737644026955,1.026202825604727e-6,0.01060204826718681,0.26777071973204647,0.1605289038734143,0.38234973557787927,Birds,int,w.specialization
(Intercept),1.5946720875358666,0.14938999532344518,10.674557450003478,0,0.00937954052998423,0.27313218669847067,0.16578805727985824,0.3872578331336621,Birds,high,w.specialization
log(high.age + 1),-0.13145296779778146,0.02845728050567625,-4.619308853899834,4.078197294532515e-6,0.00937954052998423,0.27313218669847067,0.16578805727985824,0.3872578331336621,Birds,high,w.specialization
(Intercept),1.0236322193713518,0.08524237684226185,12.008489876643736,0,0.00936954575081666,0.44457834612427705,0.3554588220969385,0.5321500751052967,Birds,low,w.marginality
log(low.age + 1),-0.05360244318529615,0.01160994951424575,-4.616940247631942,4.1245390942634685e-6,0.00936954575081666,0.44457834612427705,0.3554588220969385,0.5321500751052967,Birds,low,w.marginality
(Intercept),1.0204794739137568,0.085437315983558,11.944189282703396,0,0.00897382190415513,0.4463462172533481,0.3576150318230132,0.533519102887865,Birds,int,w.marginality
log(int.age + 1),-0.0588618079680837,0.01301618212752052,-4.52220223959761,6.453367371817009e-6,0.00897382190415513,0.4463462172533481,0.3576150318230132,0.533519102887865,Birds,int,w.marginality
(Intercept),1.017108459878721,0.08586551472971891,11.845366129584146,0,0.00815887700992756,0.4485338779184392,0.3600917403310364,0.5353609412489745,Birds,high,w.marginality
log(high.age + 1),-0.06425743267115452,0.01487160474785711,-4.320813641877722,1.6254512004376664e-5,0.00815887700992756,0.4485338779184392,0.3600917403310364,0.5353609412489745,Birds,high,w.marginality
(Intercept),1.6018197725654155,0.11681685717530012,13.712231361965678,0,0.01017872570723078,0.2534194504891922,0.15681719534525254,0.3575446758446258,Birds,low,w.specialization
log(low.age + 1),-0.1015881653167804,0.02114185154745827,-4.805074195547152,1.653962876213555e-6,0.01017872570723078,0.2534194504891922,0.15681719534525254,0.3575446758446258,Birds,low,w.specialization
(Intercept),1.5972052463219264,0.11776083280187226,13.563127979989394,0,0.00951553578731598,0.2566717254217746,0.16039048347509363,0.36026987028157265,Birds,int,w.specialization
log(int.age + 1),-0.110997679592943,0.02386316885487226,-4.651422460612562,3.4971324713861662e-6,0.00951553578731598,0.2566717254217746,0.16039048347509363,0.36026987028157265,Birds,int,w.specialization
(Intercept),1.59232484908677,0.119079981490106,13.371893656357944,0,0.00856618080620019,0.26029236809657846,0.1641110811165822,0.3635187340630264,Birds,high,w.specialization
log(high.age + 1),-0.12116402321391352,0.02739673682458508,-4.42257134452539,1.0240356857593724e-5,0.00856618080620019,0.26029236809657846,0.1641110811165822,0.3635187340630264,Birds,high,w.specialization
(Intercept),1.0345709850188765,0.11478552349696816,9.013078944978655,0,0.01101036620509157,0.4941654004836567,0.4022150375858779,0.5807568997610167,Birds,low,w.marginality
log(low.age + 1),-0.05863065320251918,0.01174645462401982,-4.991348886039865,6.478424459110954e-7,0.01101036620509157,0.4941654004836567,0.4022150375858779,0.5807568997610167,Birds,low,w.marginality
(Intercept),1.0304876736061477,0.11513220013795342,8.950473215758919,0,0.0105003552740281,0.49623713330941127,0.4047179894913394,0.5823936005068601,Birds,int,w.marginality
log(int.age + 1),-0.0637849991427078,0.01307626843064936,-4.8779205995192525,1.1508322474984567e-6,0.0105003552740281,0.49623713330941127,0.4047179894913394,0.5823936005068601,Birds,int,w.marginality
(Intercept),1.026339110455199,0.11568950027073792,8.87149748294658,0,0.00962294292892916,0.4988391513661166,0.40768503374718545,0.5845501785216213,Birds,high,w.marginality
log(high.age + 1),-0.06945777160101071,0.01485208099468381,-4.676635659734994,3.0974714912979096e-6,0.00962294292892916,0.4988391513661166,0.40768503374718545,0.5845501785216213,Birds,high,w.marginality
(Intercept),1.6094046942847338,0.15274819831970535,10.536325220126091,0,0.01153291491961351,0.2876227382455685,0.1778110499632026,0.40084296520168783,Birds,low,w.specialization
log(low.age + 1),-0.10866471417077204,0.02128564772847099,-5.105069648664046,3.597925335441232e-7,0.01153291491961351,0.2876227382455685,0.1778110499632026,0.40084296520168783,Birds,low,w.specialization
(Intercept),1.6073268144777615,0.15353987918998138,10.468464759497095,0,0.01120785491870191,0.2900595369753019,0.18067589314645788,0.4027219409618971,Birds,int,w.specialization
log(int.age + 1),-0.12003672798075862,0.0238422827364184,-5.034615573843773,5.186919234123621e-7,0.01120785491870191,0.2900595369753019,0.18067589314645788,0.4027219409618971,Birds,int,w.specialization
(Intercept),1.604515397420564,0.1548583194545193,10.36118306767366,0,0.01052130366819052,0.2936433047819465,0.18450507739198307,0.40576261359191806,Birds,high,w.specialization
log(high.age + 1),-0.13286926939509988,0.02721264812390679,-4.882629165309783,1.1239755117742334e-6,0.01052130366819052,0.2936433047819465,0.18450507739198307,0.40576261359191806,Birds,high,w.specialization
(Intercept),1.0506485856412406,0.1011191840132906,10.390200394646666,0,0.01412035229259641,0.44648583837415545,0.3573140088505452,0.5339021948847599,Birds,low,w.marginality
log(low.age + 1),-0.06531191482338507,0.0115882665619311,-5.636038356068093,1.9689854191540235e-8,0.01412035229259641,0.44648583837415545,0.3573140088505452,0.5339021948847599,Birds,low,w.marginality
(Intercept),1.0485804643011578,0.10128836620951467,10.352427465679249,0,0.01378805079600615,0.4475876659657571,0.3587880297531172,0.5346619242708428,Birds,int,w.marginality
log(int.age + 1),-0.0728101302205178,0.01307059405540334,-5.57052953460966,2.8581303990193874e-8,0.01378805079600615,0.4475876659657571,0.3587880297531172,0.5346619242708428,Birds,int,w.marginality
(Intercept),1.0457368259217508,0.10173790381848276,10.278733752835306,0,0.01276580740121567,0.4495441991319743,0.3609958342149788,0.5363209563304936,Birds,high,w.marginality
log(high.age + 1),-0.08062038701337144,0.01502910790222171,-5.364282932685149,9.001036049838262e-8,0.01276580740121567,0.4495441991319743,0.3609958342149788,0.5363209563304936,Birds,high,w.marginality
(Intercept),1.6133981750149085,0.13595634528880304,11.867031079628346,0,0.01187286103289086,0.25112959460323536,0.15407266138466388,0.3561273812698913,Birds,low,w.specialization
log(low.age + 1),-0.10945736050635411,0.02113985192939818,-5.17777328204163,2.454797014550536e-7,0.01187286103289086,0.25112959460323536,0.15407266138466388,0.3561273812698913,Birds,low,w.specialization
(Intercept),1.612887454583349,0.13647646429686985,11.8180630110326,0,0.01151222246243582,0.2523420935001386,0.15567492009351258,0.35694391531058905,Birds,int,w.specialization
log(int.age + 1),-0.12233469886859868,0.0239843160472411,-5.100612359662043,3.6826618199370387e-7,0.01151222246243582,0.2523420935001386,0.15567492009351258,0.35694391531058905,Birds,int,w.specialization
(Intercept),1.611924202956118,0.13742236965378407,11.729707521542014,0,0.01076726414641053,0.2542544336424074,0.15770751007118133,0.35863293058180523,Birds,high,w.specialization
log(high.age + 1),-0.13675161217356763,0.0276960099649013,-4.937592539389997,8.518894645259678e-7,0.01076726414641053,0.2542544336424074,0.15770751007118133,0.35863293058180523,Birds,high,w.specialization
(Intercept),1.0404089804114056,0.11253617393382784,9.245107097946782,0,0.01245030673888514,0.473672479608398,0.3830834281904843,0.5607212947195781,Birds,low,w.marginality
log(low.age + 1),-0.06126944812758918,0.01156224536345589,-5.2990959974988865,1.282867381213748e-7,0.01245030673888514,0.473672479608398,0.3830834281904843,0.5607212947195781,Birds,low,w.marginality
(Intercept),1.03271286584569,0.11305123931534414,9.134909728543972,0,0.01137139980777163,0.4768468060220882,0.38662245212687335,0.5634431628359258,Birds,int,w.marginality
log(int.age + 1),-0.06581873137407257,0.01298153955964468,-5.070179162622688,4.314924448856061e-7,0.01137139980777163,0.4768468060220882,0.38662245212687335,0.5634431628359258,Birds,int,w.marginality
(Intercept),1.026823988050391,0.11376198494937044,9.026073063927086,0,0.01007437942619535,0.4802249829804148,0.3903028705194549,0.5664045500470339,Birds,high,w.marginality
log(high.age + 1),-0.07095443482607472,0.01484025965833308,-4.78121248951547,1.8606032361478952e-6,0.01007437942619535,0.4802249829804148,0.3903028705194549,0.5664045500470339,Birds,high,w.marginality
(Intercept),1.051913454319547,0.10011503276118282,10.507047995767136,0,0.01357229540116622,0.45559796284895465,0.36446909799789823,0.5443912142699107,Birds,low,w.marginality
log(low.age + 1),-0.06362631394176503,0.01151064872912785,-5.527604519870177,3.640729540066445e-8,0.01357229540116622,0.45559796284895465,0.36446909799789823,0.5443912142699107,Birds,low,w.marginality
(Intercept),1.0492185879293494,0.10030778785106492,10.459991296859316,0,0.01334745900105565,0.457250790559718,0.3664857858212977,0.5456630484169198,Birds,int,w.marginality
log(int.age + 1),-0.07098345301270692,0.012947194525713,-5.48253545366407,4.685367382961658e-8,0.01334745900105565,0.457250790559718,0.3664857858212977,0.5456630484169198,Birds,int,w.marginality
(Intercept),1.046822384769898,0.10076764204249768,10.388477526629153,0,0.01255840710850879,0.4594834925580071,0.3689855326044251,0.5475563148184579,Birds,high,w.marginality
log(high.age + 1),-0.07922025029884269,0.01488678147140318,-5.321516302971273,1.1361801921516701e-7,0.01255840710850879,0.4594834925580071,0.3689855326044251,0.5475563148184579,Birds,high,w.marginality
(Intercept),1.6276056681328388,0.13507991201299552,12.04920586546024,0,0.01319861315227122,0.256003523393702,0.15610562527400842,0.3638293046090811,Birds,low,w.specialization
log(low.age + 1),-0.11429422164042484,0.02096178068181424,-5.452505365614418,5.5371465634834756e-8,0.01319861315227122,0.256003523393702,0.15610562527400842,0.3638293046090811,Birds,low,w.specialization
(Intercept),1.623463095399155,0.13590175052874412,11.945858600664469,0,0.01260650814072061,0.25868432997579016,0.15901090899712383,0.3660724761113759,Birds,int,w.specialization
log(int.age + 1),-0.1265022159374033,0.02372748265075882,-5.331463847192305,1.0764270075291905e-7,0.01260650814072061,0.25868432997579016,0.15901090899712383,0.3660724761113759,Birds,int,w.specialization
(Intercept),1.6192365159656248,0.13720336617552178,11.801725869423384,0,0.01158508083909105,0.26205396258669206,0.16232333232993792,0.369180539882556,Birds,high,w.specialization
log(high.age + 1),-0.1402573101906214,0.0274138696198197,-5.116290116489721,3.392869074581029e-7,0.01158508083909105,0.26205396258669206,0.16232333232993792,0.369180539882556,Birds,high,w.specialization
(Intercept),1.043376111801185,0.11466614719070778,9.09925149979869,0,0.01162972617497525,0.4952358410536674,0.40477892388473097,0.5804156502974196,Birds,low,w.marginality
log(low.age + 1),-0.05927045968130839,0.01156299492629258,-5.1258744001120276,3.226695297620097e-7,0.01162972617497525,0.4952358410536674,0.40477892388473097,0.5804156502974196,Birds,low,w.marginality
(Intercept),1.0382794443559775,0.11475482714909528,9.047806267940194,0,0.01129722241055793,0.4964541350938045,0.40626820931271623,0.5813535649906285,Birds,int,w.marginality
log(int.age + 1),-0.06539901394201948,0.01293984926112944,-5.054078499853499,4.690575274857167e-7,0.01129722241055793,0.4964541350938045,0.40626820931271623,0.5813535649906285,Birds,int,w.marginality
(Intercept),1.0346718429433184,0.11508475935964428,8.990520106228221,0,0.01060637715343471,0.4980240113933373,0.4080948007605996,0.5826542946898471,Birds,high,w.marginality
log(high.age + 1),-0.07270665953110646,0.01483292746960381,-4.901706671194857,1.0212085885807909e-6,0.01060637715343471,0.4980240113933373,0.4080948007605996,0.5826542946898471,Birds,high,w.marginality
(Intercept),1.6219158129303002,0.15662412241056783,10.3554662459891,0,0.01206952195788078,0.2972511976771442,0.18948448370768467,0.4073915321943772,Birds,low,w.specialization
log(low.age + 1),-0.11004872674298728,0.02108458372718389,-5.219392906538812,1.967904346145133e-7,0.01206952195788078,0.2972511976771442,0.18948448370768467,0.4073915321943772,Birds,low,w.specialization
(Intercept),1.6152164340179107,0.15690810361060722,10.294028140358709,0,0.01164152361880686,0.2986354099610378,0.1912071228620818,0.4084573161204232,Birds,int,w.specialization
log(int.age + 1),-0.12168611889479997,0.02372787217986145,-5.128404181057524,3.184162387093181e-7,0.01164152361880686,0.2986354099610378,0.1912071228620818,0.4084573161204232,Birds,int,w.specialization
(Intercept),1.611448144796572,0.1576723055737123,10.220235817146817,0,0.01096849457220584,0.3005402277830434,0.1932855056710343,0.4101213532835733,Birds,high,w.specialization
log(high.age + 1),-0.1361146806628608,0.02732058305312865,-4.9821294222808845,6.791204922862448e-7,0.01096849457220584,0.3005402277830434,0.1932855056710343,0.4101213532835733,Birds,high,w.specialization
(Intercept),1.0424067684860114,0.1136488411385794,9.17217243961984,0,0.01101248501128297,0.4835746896957964,0.391677581302583,0.5710491816671278,Birds,low,w.marginality
log(low.age + 1),-0.05991821475296675,0.01200329238492615,-4.991814981380658,6.462986310573626e-7,0.01101248501128297,0.4835746896957964,0.391677581302583,0.5710491816671278,Birds,low,w.marginality
(Intercept),1.036467622978793,0.11359708791435535,9.124068600774525,0,0.0108805200750189,0.48460714453689,0.3931111154177701,0.5717357604708516,Birds,int,w.marginality
log(int.age + 1),-0.06702652022805958,0.01350604399621183,-4.962705604013961,7.498537775152414e-7,0.0108805200750189,0.48460714453689,0.3931111154177701,0.5717357604708516,Birds,int,w.marginality
(Intercept),1.0328086102803549,0.11391600162680345,9.066405031172934,0,0.01017426165714807,0.48612741963831585,0.3949449817798579,0.5729501468084881,Birds,high,w.marginality
log(high.age + 1),-0.0747153408944497,0.01555255511767592,-4.80405568918599,1.66231301301778e-6,0.01017426165714807,0.48612741963831585,0.3949449817798579,0.5729501468084881,Birds,high,w.marginality
(Intercept),1.578906870690831,0.1541199227395714,10.244664301829651,0,0.00869030286267404,0.2803329686099079,0.1722948867259152,0.39411034391848815,Birds,low,w.specialization
log(low.age + 1),-0.09722729250861792,0.02183344757016021,-4.453135135721696,8.896648783895955e-6,0.00869030286267404,0.2803329686099079,0.1722948867259152,0.39411034391848815,Birds,low,w.specialization
(Intercept),1.5698521619015275,0.15459091233594313,10.154879987318177,0,0.00825391007010625,0.28283104504570905,0.17531004961300184,0.3959997707652451,Birds,int,w.specialization
log(int.age + 1),-0.10754262261633012,0.02475224922375565,-4.344761627283451,1.4592428588589e-5,0.00825391007010625,0.28283104504570905,0.17531004961300184,0.3959997707652451,Birds,int,w.specialization
(Intercept),1.5632040543577517,0.1556576806501514,10.04257578443002,0,0.0074490956772873,0.285697148108184,0.178429651007916,0.39844345395328623,Birds,high,w.specialization
log(high.age + 1),-0.11856646989566076,0.028655011851391,-4.137721893488073,3.6430002182008536e-5,0.0074490956772873,0.285697148108184,0.178429651007916,0.39844345395328623,Birds,high,w.specialization
(Intercept),1.0392037151275024,0.11412517874695596,9.105823329588617,0,0.01155890447109443,0.4763875340798928,0.3874356230904296,0.5615265212017292,Birds,low,w.marginality
log(low.age + 1),-0.05973834822117487,0.0116889631473258,-5.1106627224538554,3.494258025149577e-7,0.01155890447109443,0.4763875340798928,0.3874356230904296,0.5615265212017292,Birds,low,w.marginality
(Intercept),1.0355053863291364,0.11440380235374224,9.051319667918923,0,0.01113652549561079,0.4781655765607246,0.3895868214564011,0.5629267739380843,Birds,int,w.marginality
log(int.age + 1),-0.06629666033369175,0.0132090598356565,-5.0190294508872375,5.620578193976655e-7,0.01113652549561079,0.4781655765607246,0.3895868214564011,0.5629267739380843,Birds,int,w.marginality
(Intercept),1.0333242571945471,0.11483272332877936,8.998517384596205,0,0.01042927859739692,0.4799153865489029,0.3915719995441629,0.5643819007299106,Birds,high,w.marginality
log(high.age + 1),-0.0740119443118992,0.0152228055512143,-4.861912218670845,1.2468402537102463e-6,0.01042927859739692,0.4799153865489029,0.3915719995441629,0.5643819007299106,Birds,high,w.marginality
(Intercept),1.615488680236705,0.1514417704869546,10.667391665074764,0,0.01259859112739714,0.268922835189129,0.16933608515105125,0.3745749488737189,Birds,low,w.specialization
log(low.age + 1),-0.11306132931153146,0.02121294233765244,-5.3298277773965586,1.086041017117623e-7,0.01259859112739714,0.268922835189129,0.16933608515105125,0.3745749488737189,Birds,low,w.specialization
(Intercept),1.6121664046645057,0.15218816366617083,10.593244348495062,0,0.01214733054793708,0.27117181752067615,0.17179488016754985,0.3764439173310727,Birds,int,w.specialization
log(int.age + 1),-0.1263511040772557,0.02413227383069843,-5.235772847750702,1.8031221005188058e-7,0.01214733054793708,0.27117181752067615,0.17179488016754985,0.3764439173310727,Birds,int,w.specialization
(Intercept),1.6121518486067652,0.1532161314744986,10.522076449078684,0,0.01155044840832601,0.27341425968311234,0.17407132768554331,0.3784496383929402,Birds,high,w.specialization
log(high.age + 1),-0.1427980223837012,0.02795114397450796,-5.108843577706016,3.5276550525153993e-7,0.01155044840832601,0.27341425968311234,0.17407132768554331,0.3784496383929402,Birds,high,w.specialization
(Intercept),1.03424286569579,0.10266402775351924,10.074053086820731,0,0.01033492656240926,0.45019558904358986,0.362898979180425,0.5352288946703639,Birds,low,w.marginality
log(low.age + 1),-0.05605924695547627,0.01158109311271727,-4.840583389655788,1.3867999038019718e-6,0.01033492656240926,0.45019558904358986,0.362898979180425,0.5352288946703639,Birds,low,w.marginality
(Intercept),1.0304328877960394,0.10284874398506244,10.018915621815449,0,0.00997739400071016,0.45180725967142,0.3648158859152686,0.5365208214236694,Birds,int,w.marginality
log(int.age + 1),-0.06261221245877452,0.0131567800342819,-4.758931311128503,2.075806812218417e-6,0.00997739400071016,0.45180725967142,0.3648158859152686,0.5365208214236694,Birds,int,w.marginality
(Intercept),1.027769058695528,0.10322681484014662,9.95641549424047,0,0.00931865650332904,0.4535272046161355,0.3667576237322034,0.5379839487701408,Birds,high,w.marginality
log(high.age + 1),-0.0702602153065793,0.01525783251371207,-4.604862141686056,4.368808951937808e-6,0.00931865650332904,0.4535272046161355,0.3667576237322034,0.5379839487701408,Birds,high,w.marginality
(Intercept),1.0469719403785365,0.09002752154590571,11.629465327940608,0,0.01407488172128225,0.44936618180870896,0.35954262445788865,0.5367734455142917,Birds,low,w.marginality
log(low.age + 1),-0.06655927465865602,0.0118283085450804,-5.627116878544663,2.071976967776834e-8,0.01407488172128225,0.44936618180870896,0.35954262445788865,0.5367734455142917,Birds,low,w.marginality
(Intercept),1.0429646659309886,0.0901845471414585,11.564782426584143,0,0.01375142268846356,0.4512782963250704,0.3619052110631225,0.5382413653540113,Birds,int,w.marginality
log(int.age + 1),-0.07371865846168492,0.01325097179079762,-5.56326431189599,2.9779953614195165e-8,0.01375142268846356,0.4512782963250704,0.3619052110631225,0.5382413653540113,Birds,int,w.marginality
(Intercept),1.0390912941600037,0.09066471911018614,11.460811927263356,0,0.01282916880698197,0.454172567711163,0.3651717074042616,0.5406893773700361,Birds,high,w.marginality
log(high.age + 1),-0.0815248162912574,0.01516096533528086,-5.377283997974864,8.382910610116313e-8,0.01282916880698197,0.454172567711163,0.3651717074042616,0.5406893773700361,Birds,high,w.marginality
(Intercept),1.643572196705127,0.11955419791427024,13.747507200740015,0,0.01466625036983167,0.2428590716994159,0.14545114344197935,0.34938564645044057,Birds,low,w.specialization
log(low.age + 1),-0.12332376529667358,0.02147702037736189,-5.742126381118698,1.0677707606987497e-8,0.01466625036983167,0.2428590716994159,0.14545114344197935,0.34938564645044057,Birds,low,w.specialization
(Intercept),1.6436040746562146,0.12011863704146802,13.683172862582518,0,0.01460804986046097,0.24505190805636087,0.1481584663313617,0.35093207722350944,Birds,int,w.specialization
log(int.age + 1),-0.1387757969009686,0.02421534200695175,-5.730903856783388,1.1397423893555471e-8,0.01460804986046097,0.24505190805636087,0.1481584663313617,0.35093207722350944,Birds,int,w.specialization
(Intercept),1.643293537066267,0.12124309589241272,13.553708151138546,0,0.01401560042241203,0.24830873877530096,0.15156883378875455,0.3537269333315049,Birds,high,w.specialization
log(high.age + 1),-0.1563088477516782,0.02783542054196072,-5.615465644431318,2.2143894939929964e-8,0.01401560042241203,0.24830873877530096,0.15156883378875455,0.3537269333315049,Birds,high,w.specialization
(Intercept),1.06430907350415,0.15703164267334213,6.777672674023606,1.5724754831580867e-11,0.01452225936263565,0.5510463834866074,0.4578229612438628,0.6354593936280715,Birds,low,w.marginality
log(low.age + 1),-0.06726045339103809,0.01177050145899804,-5.714323525241173,1.2547781480520824e-8,0.01452225936263565,0.5510463834866074,0.4578229612438628,0.6354593936280715,Birds,low,w.marginality
(Intercept),1.057887529693494,0.1571190377969219,6.733032129822645,2.1257662297102797e-11,0.01448460997302459,0.5521051067479762,0.4593503619082362,0.6361359601269057,Birds,int,w.marginality
log(int.age + 1),-0.07519799922338916,0.01317637385947919,-5.707032907941595,1.3088637729197217e-8,0.01448460997302459,0.5521051067479762,0.4593503619082362,0.6361359601269057,Birds,int,w.marginality
(Intercept),1.0541383218156424,0.1576103133954924,6.68825725363852,2.8711255595226248e-11,0.01395377243978165,0.5539927617482586,0.46171321290104395,0.637574178769932,Birds,high,w.marginality
log(high.age + 1),-0.08464218148558396,0.01510580177176578,-5.60328956810412,2.3733674137105257e-8,0.01395377243978165,0.5539927617482586,0.46171321290104395,0.637574178769932,Birds,high,w.marginality
(Intercept),1.6143695408435124,0.20618934047897883,7.829548981985801,7.549516567451064e-15,0.01122319625652317,0.331914564056654,0.20815053102878672,0.45529088709142845,Birds,low,w.specialization
log(low.age + 1),-0.10825263821491472,0.02148738771522206,-5.037961787147654,5.098119715274407e-7,0.01122319625652317,0.331914564056654,0.20815053102878672,0.45529088709142845,Birds,low,w.specialization
(Intercept),1.605532666383069,0.206925826334518,7.758976705921431,1.3100631690576847e-14,0.01099816638961203,0.33461965797344745,0.2115121258741519,0.45719816540279096,Birds,int,w.specialization
log(int.age + 1),-0.1208024809144004,0.02421539558316456,-4.988664360221593,6.568036792220511e-7,0.01099816638961203,0.33461965797344745,0.2115121258741519,0.45719816540279096,Birds,int,w.specialization
(Intercept),1.601336658180447,0.2082578826806563,7.689200704282318,2.242650509742816e-14,0.01054264658539539,0.3379952862181883,0.2152893174416777,0.459869807653892,Birds,high,w.specialization
log(high.age + 1),-0.13636024202728342,0.02790023932702471,-4.887421947495707,1.0972586914625992e-6,0.01054264658539539,0.3379952862181883,0.2152893174416777,0.459869807653892,Birds,high,w.specialization
(Intercept),1.0460577435192442,0.11942437900827628,8.759164185787819,0,0.01326051189431857,0.476445160381062,0.3886168576811405,0.5604942619235889,Birds,low,w.marginality
log(low.age + 1),-0.06398969342747196,0.01170897463012332,-5.465012560779458,5.165557759312379e-8,0.01326051189431857,0.476445160381062,0.3886168576811405,0.5604942619235889,Birds,low,w.marginality
(Intercept),1.0426356334903704,0.11979330388510982,8.70362198616987,0,0.01276613859809195,0.4784672919991847,0.3910022235179251,0.5621320797283381,Birds,int,w.marginality
log(int.age + 1),-0.07108867874202496,0.01325205587089103,-5.364350968227931,8.997689215917148e-8,0.01276613859809195,0.4784672919991847,0.3910022235179251,0.5621320797283381,Birds,int,w.marginality
(Intercept),1.0395438442103342,0.1203981217326624,8.634219780592472,0,0.01179656383817351,0.48097046363498247,0.3938076589945539,0.5642714144889663,Birds,high,w.marginality
log(high.age + 1),-0.07899042010172438,0.01530365198556497,-5.161540537920709,2.6746845938063757e-7,0.01179656383817351,0.48097046363498247,0.3938076589945539,0.5642714144889663,Birds,high,w.marginality
(Intercept),1.6029912317985595,0.16187214234977826,9.902823355082107,0,0.01187290135192967,0.27843800351728387,0.1746615326980364,0.38626443416963896,Birds,low,w.specialization
log(low.age + 1),-0.11034148576719066,0.02131057063028417,-5.177781847398577,2.454685739117224e-7,0.01187290135192967,0.27843800351728387,0.1746615326980364,0.38626443416963896,Birds,low,w.specialization
(Intercept),1.601933644886261,0.16244097679197883,9.861635139868005,0,0.01160656536208395,0.2799476396420757,0.17652039018417795,0.3874090325948192,Birds,int,w.specialization
log(int.age + 1),-0.12419564097761984,0.02425267683780168,-5.120904459669419,3.311858352006425e-7,0.01160656536208395,0.2799476396420757,0.17652039018417795,0.3874090325948192,Birds,int,w.specialization
(Intercept),1.6019319054391803,0.16341542888721522,9.802819209591217,0,0.01103462661565168,0.2819468346404332,0.17872696195826857,0.3891166007484729,Birds,high,w.specialization
log(high.age + 1),-0.14052197397071464,0.02812305042522328,-4.996683213449771,6.303845387911622e-7,0.01103462661565168,0.2819468346404332,0.17872696195826857,0.3891166007484729,Birds,high,w.specialization
(Intercept),1.0522952749076762,0.1296942109356776,8.11366418991181,8.881784197001252e-16,0.01293578406762874,0.5007465602875772,0.4098516567364292,0.586004407145671,Birds,low,w.marginality
log(low.age + 1),-0.061937911590314317,0.01147190970029452,-5.399093368798413,7.437214533112525e-8,0.01293578406762874,0.5007465602875772,0.4098516567364292,0.586004407145671,Birds,low,w.marginality
(Intercept),1.0507418789277767,0.12969917036495412,8.10137702478085,8.881784197001252e-16,0.01316967937153989,0.5013629417552965,0.4108962686209305,0.5862827651460493,Birds,int,w.marginality
log(int.age + 1),-0.07023979275163476,0.01289596289362309,-5.446649725269257,5.7199043723699106e-8,0.01316967937153989,0.5013629417552965,0.4108962686209305,0.5862827651460493,Birds,int,w.marginality
(Intercept),1.0507966395193928,0.1299752789274662,8.084588455515444,8.881784197001252e-16,0.01300414619035028,0.5025041587398288,0.4124896455532238,0.5870763413100081,Birds,high,w.marginality
log(high.age + 1),-0.08027254560632704,0.01482949261923758,-5.413033855399296,6.887810632960624e-8,0.01300414619035028,0.5025041587398288,0.4124896455532238,0.5870763413100081,Birds,high,w.marginality
(Intercept),1.6027333479340369,0.1687672306311104,9.496709414147311,0,0.01035983082369924,0.27841275233914725,0.16952054430049457,0.39242925858442534,Birds,low,w.specialization
log(low.age + 1),-0.10097631024782563,0.02083608902481437,-4.846221866664598,1.3483962284510651e-6,0.01035983082369924,0.27841275233914725,0.16952054430049457,0.39242925858442534,Birds,low,w.specialization
(Intercept),1.5983247080661998,0.16935091806421793,9.4379453405745,0,0.01001481109764762,0.28024739750427796,0.1718322693807468,0.3937512975092313,Birds,int,w.specialization
log(int.age + 1),-0.11254175645678129,0.02360583748920784,-4.767539237200684,1.989973118288191e-6,0.01001481109764762,0.28024739750427796,0.1718322693807468,0.3937512975092313,Birds,int,w.specialization
(Intercept),1.5955564051625015,0.17041154888101862,9.362959351285046,0,0.00940990754850498,0.28266196185749043,0.17452948188685077,0.3957399233602444,Birds,high,w.specialization
log(high.age + 1),-0.12630617177663883,0.02730059883128953,-4.626498215558476,3.940575500127608e-6,0.00940990754850498,0.28266196185749043,0.17452948188685077,0.3957399233602444,Birds,high,w.specialization
(Intercept),1.057767267598264,0.12803793641858377,8.261358291031758,2.220446049250313e-16,0.01383071616799381,0.5041631963169655,0.4125495598587749,0.590287374870227,Birds,low,w.marginality
log(low.age + 1),-0.06480431624840852,0.01161579797263407,-5.578981005100337,2.7245829814503963e-8,0.01383071616799381,0.5041631963169655,0.4125495598587749,0.590287374870227,Birds,low,w.marginality
(Intercept),1.052101088700209,0.12852785890497642,8.185782426190194,4.440892098500626e-16,0.01319536255953079,0.5068135315488191,0.4157725845088563,0.5923977901409658,Birds,int,w.marginality
log(int.age + 1),-0.07071208735892162,0.0129702973912916,-5.451847804692471,5.557383708776342e-8,0.01319536255953079,0.5068135315488191,0.4157725845088563,0.5923977901409658,Birds,int,w.marginality
(Intercept),1.0471804274603986,0.12920774815679142,8.10462563119406,8.881784197001252e-16,0.01216400264100393,0.5097573394438439,0.4191742398603835,0.594822787942784,Birds,high,w.marginality
