term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
Beta,-0.1402573101906214,0.0274138696198197,-5.116290116489721,3.392869074581029e-7,0.01158508083909105,0.26205396258669206,0.16232333232993792,0.369180539882556,group,high,w.specialization
Beta,-0.1152985121949612,0.02046586289205726,-5.633699043283838,1.9954994101567536e-8,0.01410842283023652,0.2721775285100915,0.1666413195028103,0.3829576682025462,group,low,w.specialization
Beta,-0.12787179616676564,0.0229080207026836,-5.5819661517848145,2.6788767204521946e-8,0.01384580059268946,0.27483501879186945,0.16975742929448823,0.3850060510484093,group,int,w.specialization
Beta,-0.1428472319881477,0.02612044458668405,-5.468790223462345,5.0581608235233944e-8,0.01327923409567691,0.277908548358391,0.1730661767077822,0.38762007380830166,group,high,w.specialization
Beta,-0.11357341915272776,0.02091284429645774,-5.430797338837599,6.244507266828236e-8,0.01309149738030687,0.28539886284362803,0.1756850302431863,0.400395341539259,group,low,w.specialization
Beta,-0.12387621456759576,0.02354894129252854,-5.260372983599837,1.5804574804434426e-7,0.01226462186731726,0.2895880841358883,0.18018038586871052,0.4039344129132609,group,int,w.specialization
Beta,-0.13615091216747238,0.02705437238600735,-5.032491984101256,5.244045775398831e-7,0.01119812396648055,0.29420980491619886,0.18496458137873248,0.4079821807689155,group,high,w.specialization
Beta,-0.115895206376262,0.02090976228811324,-5.542636247096216,3.3455409109706125e-8,0.0136476706938372,0.2777290708614324,0.17468524406893313,0.38653361450168494,group,low,w.specialization
Beta,-0.12902651276413893,0.02365684170969549,-5.454088688062652,5.4887109302015347e-8,0.01320644168367112,0.2797204560646542,0.1769798523177639,0.3881048939295426,group,int,w.specialization
Beta,-0.14413029973534391,0.02720013488537878,-5.298881801237685,1.284353552399864e-7,0.01244927607043141,0.2818723197349056,0.17926758443348478,0.389968087613812,group,high,w.specialization
Beta,-0.11227067813104796,0.02185759259627897,-5.136461283945831,3.0522784877362596e-7,0.01167913422644124,0.26265274163021757,0.15535033798497053,0.37780461447108227,group,low,w.specialization
Beta,-0.1209288625113186,0.02467564503451992,-4.900737644026955,1.026202825604727e-6,0.01060204826718681,0.26777071973204647,0.1605289038734143,0.38234973557787927,group,int,w.specialization
Beta,-0.13145296779778146,0.02845728050567625,-4.619308853899834,4.078197294532515e-6,0.00937954052998423,0.27313218669847067,0.16578805727985824,0.3872578331336621,group,high,w.specialization
Beta,-0.1015881653167804,0.02114185154745827,-4.805074195547152,1.653962876213555e-6,0.01017872570723078,0.2534194504891922,0.15681719534525254,0.3575446758446258,group,low,w.specialization
Beta,-0.110997679592943,0.02386316885487226,-4.651422460612562,3.4971324713861662e-6,0.00951553578731598,0.2566717254217746,0.16039048347509363,0.36026987028157265,group,int,w.specialization
Beta,-0.12116402321391352,0.02739673682458508,-4.42257134452539,1.0240356857593724e-5,0.00856618080620019,0.26029236809657846,0.1641110811165822,0.3635187340630264,group,high,w.specialization
Beta,-0.10866471417077204,0.02128564772847099,-5.105069648664046,3.597925335441232e-7,0.01153291491961351,0.2876227382455685,0.1778110499632026,0.40084296520168783,group,low,w.specialization
Beta,-0.12003672798075862,0.0238422827364184,-5.034615573843773,5.186919234123621e-7,0.01120785491870191,0.2900595369753019,0.18067589314645788,0.4027219409618971,group,int,w.specialization
Beta,-0.13286926939509988,0.02721264812390679,-4.882629165309783,1.1239755117742334e-6,0.01052130366819052,0.2936433047819465,0.18450507739198307,0.40576261359191806,group,high,w.specialization
Beta,-0.10945736050635411,0.02113985192939818,-5.17777328204163,2.454797014550536e-7,0.01187286103289086,0.25112959460323536,0.15407266138466388,0.3561273812698913,group,low,w.specialization
Beta,-0.12233469886859868,0.0239843160472411,-5.100612359662043,3.6826618199370387e-7,0.01151222246243582,0.2523420935001386,0.15567492009351258,0.35694391531058905,group,int,w.specialization
Beta,-0.13675161217356763,0.0276960099649013,-4.937592539389997,8.518894645259678e-7,0.01076726414641053,0.2542544336424074,0.15770751007118133,0.35863293058180523,group,high,w.specialization
Beta,-0.11429422164042484,0.02096178068181424,-5.452505365614418,5.5371465634834756e-8,0.01319861315227122,0.256003523393702,0.15610562527400842,0.3638293046090811,group,low,w.specialization
Beta,-0.1265022159374033,0.02372748265075882,-5.331463847192305,1.0764270075291905e-7,0.01260650814072061,0.25868432997579016,0.15901090899712383,0.3660724761113759,group,int,w.specialization
Beta,-0.1402573101906214,0.0274138696198197,-5.116290116489721,3.392869074581029e-7,0.01158508083909105,0.26205396258669206,0.16232333232993792,0.369180539882556,group,high,w.specialization
Beta,-0.11004872674298728,0.02108458372718389,-5.219392906538812,1.967904346145133e-7,0.01206952195788078,0.2972511976771442,0.18948448370768467,0.4073915321943772,group,low,w.specialization
Beta,-0.12168611889479997,0.02372787217986145,-5.128404181057524,3.184162387093181e-7,0.01164152361880686,0.2986354099610378,0.1912071228620818,0.4084573161204232,group,int,w.specialization
Beta,-0.1361146806628608,0.02732058305312865,-4.9821294222808845,6.791204922862448e-7,0.01096849457220584,0.3005402277830434,0.1932855056710343,0.4101213532835733,group,high,w.specialization
Beta,-0.09722729250861792,0.02183344757016021,-4.453135135721696,8.896648783895955e-6,0.00869030286267404,0.2803329686099079,0.1722948867259152,0.39411034391848815,group,low,w.specialization
Beta,-0.10754262261633012,0.02475224922375565,-4.344761627283451,1.4592428588589e-5,0.00825391007010625,0.28283104504570905,0.17531004961300184,0.3959997707652451,group,int,w.specialization
Beta,-0.11856646989566076,0.028655011851391,-4.137721893488073,3.6430002182008536e-5,0.0074490956772873,0.285697148108184,0.178429651007916,0.39844345395328623,group,high,w.specialization
Beta,-0.11306132931153146,0.02121294233765244,-5.3298277773965586,1.086041017117623e-7,0.01259859112739714,0.268922835189129,0.16933608515105125,0.3745749488737189,group,low,w.specialization
Beta,-0.1263511040772557,0.02413227383069843,-5.235772847750702,1.8031221005188058e-7,0.01214733054793708,0.27117181752067615,0.17179488016754985,0.3764439173310727,group,int,w.specialization
Beta,-0.1427980223837012,0.02795114397450796,-5.108843577706016,3.5276550525153993e-7,0.01155044840832601,0.27341425968311234,0.17407132768554331,0.3784496383929402,group,high,w.specialization
Beta,-0.12332376529667358,0.02147702037736189,-5.742126381118698,1.0677707606987497e-8,0.01466625036983167,0.2428590716994159,0.14545114344197935,0.34938564645044057,group,low,w.specialization
Beta,-0.1387757969009686,0.02421534200695175,-5.730903856783388,1.1397423893555471e-8,0.01460804986046097,0.24505190805636087,0.1481584663313617,0.35093207722350944,group,int,w.specialization
Beta,-0.1563088477516782,0.02783542054196072,-5.615465644431318,2.2143894939929964e-8,0.01401560042241203,0.24830873877530096,0.15156883378875455,0.3537269333315049,group,high,w.specialization
Beta,-0.10825263821491472,0.02148738771522206,-5.037961787147654,5.098119715274407e-7,0.01122319625652317,0.331914564056654,0.20815053102878672,0.45529088709142845,group,low,w.specialization
Beta,-0.1208024809144004,0.02421539558316456,-4.988664360221593,6.568036792220511e-7,0.01099816638961203,0.33461965797344745,0.2115121258741519,0.45719816540279096,group,int,w.specialization
Beta,-0.13636024202728342,0.02790023932702471,-4.887421947495707,1.0972586914625992e-6,0.01054264658539539,0.3379952862181883,0.2152893174416777,0.459869807653892,group,high,w.specialization
Beta,-0.11034148576719066,0.02131057063028417,-5.177781847398577,2.454685739117224e-7,0.01187290135192967,0.27843800351728387,0.1746615326980364,0.38626443416963896,group,low,w.specialization
Beta,-0.12419564097761984,0.02425267683780168,-5.120904459669419,3.311858352006425e-7,0.01160656536208395,0.2799476396420757,0.17652039018417795,0.3874090325948192,group,int,w.specialization
Beta,-0.14052197397071464,0.02812305042522328,-4.996683213449771,6.303845387911622e-7,0.01103462661565168,0.2819468346404332,0.17872696195826857,0.3891166007484729,group,high,w.specialization
Beta,-0.10097631024782563,0.02083608902481437,-4.846221866664598,1.3483962284510651e-6,0.01035983082369924,0.27841275233914725,0.16952054430049457,0.39242925858442534,group,low,w.specialization
Beta,-0.11254175645678129,0.02360583748920784,-4.767539237200684,1.989973118288191e-6,0.01001481109764762,0.28024739750427796,0.1718322693807468,0.3937512975092313,group,int,w.specialization
Beta,-0.12630617177663883,0.02730059883128953,-4.626498215558476,3.940575500127608e-6,0.00940990754850498,0.28266196185749043,0.17452948188685077,0.3957399233602444,group,high,w.specialization
Beta,-0.10627395906878452,0.02121370664671545,-5.0096836370290365,5.897169423896287e-7,0.01109385580759047,0.30879458248470404,0.19899416189693575,0.42145073582643183,group,low,w.specialization
Beta,-0.11427082441876418,0.02383368969081314,-4.794508357755897,1.742582840691398e-6,0.01013246035462355,0.313528700846724,0.2039938613253634,0.4255500266800934,group,int,w.specialization
Beta,-0.12398551793260952,0.02740622778743926,-4.523990637975876,6.399559919545439e-6,0.00898121902723692,0.3186552201523349,0.20924761352062213,0.43010534565771336,group,high,w.specialization
Beta,-0.10871434900280372,0.02076302021549247,-5.2359602733366195,1.801316136251785e-7,0.01214822220351214,0.24185599537058297,0.14934137756477442,0.3436565244553892,group,low,w.specialization
Beta,-0.12408667117061656,0.02362843590945931,-5.251582104126502,1.6567864191685547e-7,0.01222264778410161,0.2408552569934791,0.1487165479042902,0.34245443475121584,group,int,w.specialization
Beta,-0.14133192219144255,0.02727455228008395,-5.181823728583952,2.402716192673182e-7,0.01189193446118365,0.24059225602911863,0.1486181731803054,0.3421226419766931,group,high,w.specialization
Beta,-0.11360839790698714,0.02165983885707119,-5.245117410921916,1.715181225936391e-7,0.01219182313875558,0.28868681407039964,0.17675204542660128,0.4036824385515506,group,low,w.specialization
Beta,-0.1273926494671988,0.02455386020500483,-5.188294158375646,2.321728156395864e-7,0.01192243292952202,0.29141310650889424,0.1802088973448236,0.405637028365944,group,int,w.specialization
Beta,-0.14540516986686652,0.02850776143896265,-5.100546746828591,3.68392345073687e-7,0.01151191799083737,0.29380349411885287,0.18313899840852085,0.40743421409808567,group,high,w.specialization
Beta,-0.11575557674354658,0.02100790218501327,-5.510096901827965,4.016464583145307e-8,0.01348474855749003,0.2437350628697856,0.14754336665710985,0.34855585274132156,group,low,w.specialization
Beta,-0.13024046847137644,0.02393103968533313,-5.44232386824373,5.858659801738497e-8,0.01314832340670581,0.24551529682400736,0.1497005540196287,0.3498444000214022,group,int,w.specialization
Beta,-0.14631140239997426,0.0277573436814662,-5.271088043546023,1.49201528909515e-7,0.0123158734919225,0.2480567061309947,0.1523762248078995,0.3520700993250032,group,high,w.specialization
Beta,-0.10874635719583252,0.02102797860471704,-5.171507886708536,2.537513752454146e-7,0.01184338540957646,0.2752306006378311,0.166440430496361,0.38927456781052167,group,low,w.specialization
Beta,-0.1182368342855832,0.02369222437075124,-4.990533283635035,6.505524685618269e-7,0.01100665904137136,0.2779475204771595,0.1693242839087736,0.39158396640195053,group,int,w.specialization
Beta,-0.12894038364925334,0.02730260636740499,-4.722640099415117,2.478434818931063e-6,0.00982035532735808,0.2814634984141161,0.17270905950655752,0.3948129585724938,group,high,w.specialization
Beta,-0.1066290683885482,0.02083570426907536,-5.11761287314912,3.369452712398413e-7,0.01159123774978567,0.28208820032079135,0.17131948649784243,0.39860418360805133,group,low,w.specialization
Beta,-0.11675993073388596,0.02345593757207157,-4.977841127651587,6.941604651089506e-7,0.01094904378481333,0.2856813565833464,0.17519957625254656,0.40164784668466685,group,int,w.specialization
Beta,-0.12934952245489567,0.02691782055892524,-4.805349012998259,1.6517167296115076e-6,0.0101799303702669,0.2891305748665511,0.17883093874031403,0.4046496095257999,group,high,w.specialization
Beta,-0.12236806212791056,0.02099733911124516,-5.82778901076928,6.465006752165436e-9,0.01511402204829161,0.2608491285661575,0.15565326677981572,0.3728096741353611,group,low,w.specialization
Beta,-0.13361458084465536,0.02363046764872393,-5.654335023364239,1.773091096168855e-8,0.01421381807503225,0.2654015980527289,0.1604035313367684,0.3767458177696704,group,int,w.specialization
Beta,-0.1481506115677786,0.02711461673993171,-5.463865227701968,5.19861140801936e-8,0.01325482810036285,0.270113727768676,0.16523528073240845,0.3809025114271793,group,high,w.specialization
Beta,-0.1111542873084427,0.02061032490360891,-5.393136101846671,7.684737957092126e-8,0.0129066213762304,0.261847183391492,0.16234826904581154,0.3672908809546905,group,low,w.specialization
Beta,-0.12546858072186257,0.02337638808198026,-5.367321088349841,8.852751953725146e-8,0.01278060101422832,0.2632572464800664,0.16414808103144457,0.36830297366886144,group,int,w.specialization
Beta,-0.14324040853289463,0.02703196511520874,-5.298926952680351,1.2840401364400122e-7,0.01244949332662327,0.26492475546211847,0.16606425898748894,0.3696683667671593,group,high,w.specialization
Beta,-0.12526658806857205,0.02117411741412736,-5.916024059873884,3.8284584391590215e-9,0.01558173737415451,0.2646520154855498,0.1579403765173004,0.3778405557215975,group,low,w.specialization
Beta,-0.13845308319469493,0.02390294020570003,-5.792303457366246,7.96519250556571e-9,0.01492777863766539,0.2675566394973539,0.16109251017879517,0.3802693158630079,group,int,w.specialization
Beta,-0.1542722756889727,0.02755827089825337,-5.598039015530193,2.4452930347251826e-8,0.01392715007997206,0.2710621674266836,0.1646443347558538,0.3834112220211456,group,high,w.specialization
Beta,-0.12362707710921092,0.02185868628796444,-5.655741405524491,1.7588434930715383e-8,0.01422101417012106,0.26891303483622014,0.1635045929326974,0.3815288386020736,group,low,w.specialization
Beta,-0.13798356060849665,0.0250001333015039,-5.519312995030956,3.814216209541144e-8,0.01353080094937881,0.27321330334687666,0.16804537103335213,0.38519602831264615,group,int,w.specialization
Beta,-0.15711049308485903,0.02938390630995286,-5.346821196188024,9.901103759091257e-8,0.01268093527028242,0.2779598950767467,0.17295486380444605,0.3893500708539677,group,high,w.specialization
Beta,-0.11288919759373026,0.0219144460228485,-5.151359859885548,2.822179219208465e-7,0.01174882883599537,0.26981203763947964,0.16328414510738926,0.38193547932339944,group,low,w.specialization
Beta,-0.12484220405312677,0.02472322350082195,-5.049592503541306,4.800740871502285e-7,0.01127659501482062,0.2715713904340833,0.16547002178695389,0.3832697998912463,group,int,w.specialization
Beta,-0.13973053216529066,0.02847165500358214,-4.907706705061948,9.908025218052785e-7,0.01063319901404171,0.2741199246381344,0.16829592849129266,0.3854094864861242,group,high,w.specialization
Beta,-0.10249999413779563,0.0213707166325371,-4.796282497225128,1.727389995931361e-6,0.01014022208695173,0.2751181984315221,0.17164317052965256,0.3843818415716837,group,low,w.specialization
Beta,-0.11245136259528812,0.02411348554763239,-4.663422149118929,3.3011137525740253e-6,0.0095665844373982,0.27795971066530956,0.1746679899648381,0.3868222093795421,group,int,w.specialization
Beta,-0.12523999662937,0.02780340364840373,-4.504484350661878,7.010378303640152e-6,0.00890068975062538,0.2806863464133883,0.17746910160180604,0.38923797782744773,group,high,w.specialization
Beta,-0.1041722932561598,0.02051902760723731,-5.076863058530948,4.167663321119619e-7,0.01140225922014223,0.2811560504423031,0.1785239248926668,0.3883511896798766,group,low,w.specialization
Beta,-0.11420585260819888,0.02324571591741769,-4.912984956622738,9.647768264287038e-7,0.01065682022622941,0.28379619669141487,0.18142213251310552,0.3906039269769737,group,int,w.specialization
Beta,-0.12594044518302103,0.02682985077207208,-4.694041955466851,2.847551079376842e-6,0.00969741810867321,0.2865672292676885,0.18428416870989164,0.3931126614206563,group,high,w.specialization
Beta,-0.10286630099762972,0.02160439344237323,-4.761360288684406,2.0512324834243145e-6,0.00998794576471165,0.29910752908925486,0.18921165052036296,0.41234590956129585,group,low,w.specialization
Beta,-0.11207327378589184,0.02428861203659267,-4.614231295598315,4.178158834466927e-6,0.00935812085579339,0.3024275724853777,0.1929427011340812,0.4150702029163064,group,int,w.specialization
Beta,-0.12329371528002808,0.02781641781139278,-4.432408087770764,9.788033170199384e-6,0.00860603872462367,0.3055955345961746,0.1963430840233005,0.41778493924564336,group,high,w.specialization
Beta,-0.104908872826585,0.0211434918299525,-4.961757200292148,7.534833801337015e-7,0.01087623295765321,0.2505409309021454,0.15103147309518294,0.35789083111379877,group,low,w.specialization
Beta,-0.11449440417070868,0.02382309985672352,-4.806024608858584,1.646207393513066e-6,0.0101828921269221,0.2537628634164735,0.15446702670696494,0.36065005391804195,group,int,w.specialization
Beta,-0.1254461814312134,0.02735942695041237,-4.585117285481838,4.7982695092763095e-6,0.00923574046312634,0.25742338138045284,0.15815969265065746,0.3639332593464687,group,high,w.specialization
Beta,-0.10044740995822736,0.02063822805388243,-4.8670559166212595,1.215180627678336e-6,0.01045209208190731,0.22376040412303147,0.1327660787388943,0.3263031450407395,group,low,w.specialization
Beta,-0.10778522780055166,0.02352091384481908,-4.582527214362181,4.857520626622147e-6,0.00922488919246634,0.22791953143601337,0.13659416570393093,0.3304002070648252,group,int,w.specialization
Beta,-0.11637957709417662,0.02738792707006863,-4.249302139458523,2.236045221759575e-5,0.00787811686734049,0.23202679118785308,0.14025481896096345,0.33455224097201075,group,high,w.specialization
Beta,-0.0990459129559375,0.02039131326763704,-4.857260131113418,1.2761566483554532e-6,0.01040866538835261,0.2550380097281783,0.15748817239898483,0.3609147362258731,group,low,w.specialization
Beta,-0.10945273734940114,0.023012029780451,-4.756326946977209,2.1024698519944707e-6,0.00996608606853343,0.25700356086171083,0.15960323063247014,0.3625828330540278,group,int,w.specialization
Beta,-0.12155323797719988,0.02656399620692377,-4.575864152002764,5.013186284763549e-6,0.00919700094652229,0.2596461548954462,0.16219391905216754,0.36503842907901146,group,high,w.specialization
Beta,-0.11203895162311868,0.0211352636760143,-5.301043475992585,1.2694312490069137e-7,0.0124596794184175,0.2289464207693294,0.13757195114712406,0.3304550120219725,group,low,w.specialization
Beta,-0.12249234032040596,0.02417587221214444,-5.066718554992755,4.393130443869353e-7,0.011355437469847759,0.23273394928808447,0.14128434346712054,0.3339814092301486,group,int,w.specialization
Beta,-0.13453859374427724,0.02819229634007335,-4.7721757788506265,1.9451644679424618e-6,0.0100349921510015,0.23671136594325037,0.14506658625348612,0.33783168672576,group,high,w.specialization
Beta,-0.10723973091580044,0.02124693523630695,-5.047303515687674,4.857911097833068e-7,0.01126607657455942,0.2889394139483379,0.17932111969923475,0.4027397354665075,group,low,w.specialization
Beta,-0.12055817215299516,0.02405551779511909,-5.011663984113308,5.837485845816559e-7,0.01110289104036784,0.2906684166508897,0.1816156185113625,0.40388226614403505,group,int,w.specialization
Beta,-0.1357077722178782,0.02769009920698884,-4.900949296116146,1.0251099948899167e-6,0.0106029937000801,0.2925256017227061,0.18381729330182345,0.4053304253230215,group,high,w.specialization
Beta,-0.10682670257162856,0.02196059351206242,-4.864472470334249,1.2309838366419967e-6,0.01044063101908375,0.2390596575169363,0.14289070923148772,0.3453967107310428,group,low,w.specialization
Beta,-0.1178359125012147,0.0250583456258481,-4.70246177703228,2.7337215198208753e-6,0.00973353870264828,0.24200013121101663,0.14597065502014672,0.34797324376302957,group,int,w.specialization
Beta,-0.13158944535393582,0.02925910836314925,-4.497383984525919,7.246271333194443e-6,0.00887145992130745,0.2453261864966928,0.14928408108923852,0.35100442980978946,group,high,w.specialization
Beta,-0.0995542708133468,0.02154979615175803,-4.619731440254258,4.0699820536005404e-6,0.00938132423017374,0.2610566876159552,0.15987971998202383,0.37013186994587094,group,low,w.specialization
Beta,-0.10995763422428614,0.024481486191308192,-4.491460745684837,7.4488506394132514e-6,0.00884710989244235,0.2642335853113079,0.1632501272906132,0.3728462154496136,group,int,w.specialization
Beta,-0.12296485107412462,0.02839565155294854,-4.330411325298723,1.5567795269788576e-5,0.00819690271891082,0.2673899575345517,0.1665010563599837,0.3756373260672922,group,high,w.specialization
Beta,-0.09787640841188988,0.02123692269092278,-4.608784890182081,4.287992417140174e-6,0.00933517035911737,0.2584208211783261,0.16049977573782023,0.3651911038923388,group,low,w.specialization
Beta,-0.10974638624940627,0.02434605424344033,-4.507768903824558,6.903760008558635e-6,0.00891422617066369,0.25972571252739435,0.16195539479808294,0.3662769356195818,group,int,w.specialization
Beta,-0.12265747395220952,0.02847226046019829,-4.3079640312954375,1.7219250163513777e-5,0.00810809482003316,0.2617383223229462,0.1638637419211883,0.3682378113471398,group,high,w.specialization
Beta,-0.11651127980250656,0.02101935696922489,-5.543046819800168,3.3378133590389325e-8,0.01364973218508191,0.25919786359762886,0.15835581329148196,0.366498944349248,group,low,w.specialization
Beta,-0.12901279937020815,0.02377628125561826,-5.4261134440325,6.408241892685852e-8,0.01306843824311368,0.26181821039620184,0.16117786363162823,0.3687227008974562,group,int,w.specialization
Beta,-0.14372571811791585,0.02740698572103331,-5.244127157245697,1.7243001404487757e-7,0.01218710464150523,0.2644496445845443,0.16383719916557096,0.3711182305103104,group,high,w.specialization
Beta,-0.10775563508917184,0.02149205294131985,-5.013743237250486,5.775448645994885e-7,0.01111238119212697,0.2436083587841496,0.14528229801587356,0.3518674416640893,group,low,w.specialization
Beta,-0.11587058507316836,0.02426746553321902,-4.774729561871903,1.9209000208242344e-6,0.01004611579657532,0.24806602758229995,0.1496416883889631,0.3559772791413914,group,int,w.specialization
Beta,-0.12542123267937394,0.02796503537806748,-4.484930234622187,7.678478157302493e-6,0.00882029922017225,0.25273957909835765,0.15404732648954295,0.3604090446975382,group,high,w.specialization
Beta,-0.0958449479958065,0.02144351666167147,-4.469646910439904,8.242642994149563e-6,0.00875770116278,0.3225614763115383,0.203002409818617,0.4404449050138568,group,low,w.specialization
Beta,-0.10594874787577464,0.02439269385814434,-4.343462369999776,1.4678277863389155e-5,0.00824874120557941,0.3248498272895454,0.20594356731625305,0.44212688952361656,group,int,w.specialization
