term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
Beta,-0.08927452255355758,0.0264097725717575,-3.3803593844283,7.391749027334527e-4,0.00568087455186051,0.4071418792740783,0.2666033330712408,0.5371909592424946,group,low,w.specialization
Beta,-0.09621030190824108,0.02910414091529761,-3.305725538789959,9.6568403196029e-4,0.00541046967752991,0.4073882802109268,0.2667414392141754,0.5374851884173694,group,int,w.specialization
Beta,-0.1071766889581842,0.03284636277265192,-3.26296977537556,0.00112288677074889,0.00525821692321781,0.4071278830238602,0.2664562259949178,0.5373040481043325,group,high,w.specialization
Beta,-0.08767214755413572,0.02604742519540026,-3.3658661804936414,7.788693943135971e-4,0.00562790368083488,0.33883737848276607,0.2144323641686015,0.4634195357457619,group,low,w.specialization
Beta,-0.09622324941230924,0.02871056192915008,-3.351493072471456,8.201831839802498e-4,0.00557559098501327,0.3390790147870615,0.2146206164393728,0.46365174725176134,group,int,w.specialization
Beta,-0.10668535182517087,0.03240367607382505,-3.292384221534323,0.00101239974241051,0.00536275368297908,0.33934862080927436,0.2149044602600028,0.4638677247085929,group,high,w.specialization
Beta,-0.0449584957682209,0.02681998443330701,-1.676305811437689,0.0938496770884798,9.907988090116734e-4,0.32886064478712007,0.2003744826866064,0.45867102606562704,group,low,w.specialization
Beta,-0.04571977184566587,0.02979470198837537,-1.5344933425917058,0.12508175705696312,7.417342539445555e-4,0.33025800391492965,0.20188742812737287,0.4597862169210509,group,int,w.specialization
Beta,-0.04640610481700942,0.03388089134136361,-1.3696837060586526,0.17095424824272598,4.797880242640748e-4,0.3315507798289116,0.2033621403782567,0.4607824750862156,group,high,w.specialization
Beta,-0.05007125635334208,0.02600539376275019,-1.9254181194158089,0.05433238225276704,0.00148121913774011,0.37796483118178525,0.24350975691548996,0.5056516065364984,group,low,w.specialization
Beta,-0.05315697320205274,0.02876733549771596,-1.8478240088058635,0.06478961204613087,0.00132124027081326,0.3787105608667829,0.24435009153789375,0.5062381980807534,group,int,w.specialization
Beta,-0.05927610333497462,0.03259645037154835,-1.818483382678792,0.0691542207886029,0.00126244903690863,0.3791167311593518,0.2448738098259443,0.5065227709440989,group,high,w.specialization
Beta,-0.05694668009507762,0.02522200488396265,-2.25781734469836,0.02407482536252159,0.00224030628559367,0.3643202806796178,0.24095890009561055,0.48563080064705655,group,low,w.specialization
Beta,-0.05727069617807616,0.02804429490836005,-2.0421514024588174,0.04128006982812771,0.00173418319275399,0.365637196819604,0.24220244008726763,0.4868525899628999,group,int,w.specialization
Beta,-0.05925218541733013,0.03196019704973892,-1.853936799110385,0.06390954053503517,0.00133360632743929,0.36653745412633826,0.2430455940105661,0.4876960536100543,group,high,w.specialization
Beta,-0.06437449635489606,0.02614854866853326,-2.461876457119139,0.01391314726089243,0.00276539205223225,0.35349377379184277,0.22021070756931352,0.4832059525920595,group,low,w.specialization
Beta,-0.06343632296232869,0.02884680779408185,-2.1990760092124693,0.02799764414148176,0.00209747371005972,0.35705584297271803,0.22386162553803224,0.4862028571171152,group,int,w.specialization
Beta,-0.06187068523903055,0.03255328699217591,-1.9005971733023763,0.05751231320199235,0.00142933468908889,0.3609090564635832,0.2279104426494748,0.4893699049610511,group,high,w.specialization
