"species_name","marginality","specialization"
"Aburria_aburri",2.95359486879437,34.5525366388743
"Accipiter_bicolor",0.74840244186296,1.17810783293256
"Accipiter_striatus",0.90823970492455,1.7440406121025
"Accipiter_superciliosus",2.2261666330343,50.0128629196142
"Acrobatornis_fonsecai",2.32753770359146,41.6636352146618
"Acropternis_orthonyx",2.51907353216105,4.39143019439326
"Adelomyia_melanogenys",1.27859652100356,2.35440076630608
"Aegolius_acadicus",2.63963271432347,4.88829293788608
"Aegolius_harrisii",1.4761580921251,2.1270972830505
"Aeronautes_saxatalis",2.11334899692277,2.97057485048332
"Agelaioides_badius",1.75150975315675,2.43378751571487
"Agelaius_humeralis",1.50496351873205,8.9160380940559
"Agelasticus_cyanopus",0.95128106565618,2.70587161502493
"Agelasticus_thilius",2.52340799067877,2.45995052312258
"Agelasticus_xanthophthalmus",3.43782724946535,51.3452490692887
"Aglaeactis_castelnaudii",2.04200678811546,47.5716752470618
"Aglaeactis_cupripennis",2.38333029407568,4.02965996137907
"Aglaeactis_pamela",3.06779372824751,15.8111911619479
"Aglaiocercus_coelestis",3.55535335422174,7.59090308198708
"Agriornis_micropterus",3.56162240365877,5.93203019089144
"Agriornis_montanus",3.22642790110146,2.36550097726298
"Agriornis_murinus",2.26643984814087,5.87262128803776
"Aimophila_notosticta",1.87753680883722,13.9130120710345
"Aimophila_ruficeps",2.70419328580065,6.43608227420056
"Aix_sponsa",1.49887724026995,8.30160046376397
"Alectrurus_tricolor",1.25252404390579,5.80544368086587
"Alipiopsitta_xanthops",1.50044161555513,4.73199225138229
"Alopochelidon_fucata",3.14806050588522,14.414878713907
"Amazilia_franciae",1.94693127403364,5.19802127141854
"Amazilia_rutila",3.10571509750686,36.8729670353368
"Amazilia_tzacatl",3.13370405931566,3.97348633743881
"Amazilia_yucatanensis",1.1437260678686,3.60577905694008
"Amazona_aestiva",0.959228456207611,2.15213770645497
"Amazona_agilis",1.9530085060013,11.6828198071811
"Amazona_albifrons",1.37772990309298,3.09597903216275
"Amazona_amazonica",1.55281072657284,2.41737329366121
"Amazona_auropalliata",2.04755743257019,4.38143728001503
"Amazona_autumnalis",1.80327365045607,1.9662389417537
"Amazona_brasiliensis",3.19016728744088,55.2434633547894
"Amazona_collaria",1.78438282744283,13.3402348369793
"Amazona_dufresniana",2.28237764283386,6.41202366601544
"Amazona_festiva",2.66058340226295,7.4601114593379
"Amazona_finschi",2.67454820375031,7.61155357382656
"Amazona_kawalli",1.86737463596397,11.5493350880576
"Amazona_leucocephala",1.66482214646499,7.35434519181468
"Amazona_ochrocephala",1.96840441154911,3.69885649315865
"Amazona_oratrix",1.41526770398763,4.55182889939174
"Amazona_pretrei",3.03726667947131,14.631096365869
"Amazona_rhodocorytha",2.41282826021279,21.0539886503341
"Amazona_tucumana",2.05884634762997,12.3436770433326
"Amazona_ventralis",1.17995301699498,17.5593277465219
"Amazona_vinacea",1.49515209370381,6.46763166191573
"Amazona_viridigenalis",2.01560475403408,15.5454951865537
"Amazonetta_brasiliensis",0.604554248071267,1.77157096579703
"Amblycercus_holosericeus",1.40160193982783,3.47175383402061
"Amblyramphus_holosericeus",1.59972602009597,3.37328742536918
"Ammodramus_aurifrons",2.22331949753455,3.9947410819794
"Ammodramus_humeralis",0.610564193154655,1.64659933396803
"Ampelioides_tschudii",2.05270614759407,4.51543557055889
"Ampelion_rubrocristatus",1.94238313029424,3.42043473701363
"Ampelion_rufaxilla",1.98871444011679,3.78109638278261
"Amphispiza_bilineata",2.70986011246473,7.94512731977881
"Anabacerthia_striaticollis",1.69650701911734,4.02577953684476
"Anabazenops_dorsalis",2.41993480690185,6.02657359527913
"Anabazenops_fuscus",1.24146943142532,6.48359518609164
"Anairetes_alpinus",3.73008355824438,31.5196413262516
"Anairetes_flavirostris",2.5609698536084,11.6500303336904
"Anairetes_nigrocristatus",2.57516490216766,12.6542070440799
"Anairetes_parulus",2.8962128076903,1.89644257725589
"Anairetes_reguloides",2.76932796740494,27.5343291428995
"Anas_bahamensis",1.42240100821359,1.75471070802509
"Ancistrops_strigilatus",2.1330712428568,5.93396734646666
"Andigena_cucullata",1.93757899500131,9.99234366110694
"Andigena_hypoglauca",2.1423421941085,10.5599834576393
"Andigena_laminirostris",2.40911990814823,12.6199871852422
