term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome,variable
(Intercept),0.829741772755249,0.11382222956054122,7.289804249651561,4.908310202722532e-9,-0.013172470585124321,1e-6,NA,0.2641353523853673,MAMMALIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
log(low.age + 1),0.06492806806198281,0.09925163391530414,0.6541763142900885,0.5164819076379565,-0.013172470585124321,1e-6,NA,0.2641353523853673,MAMMALIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),0.8354670685237204,0.12371314031970972,6.753260537762095,2.932745957195948e-8,-0.016777232991685185,1e-6,NA,0.26686620459757743,MAMMALIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
log(int.age + 1),0.06331011265606534,0.12095165629761064,0.5234332012807337,0.6033601063095473,-0.016777232991685185,1e-6,NA,0.26686620459757743,MAMMALIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),0.8312564063051244,0.13490613855834996,6.161738933366529,2.1268452377043445e-7,-0.017326131465642616,1e-6,NA,0.2665411808033059,MAMMALIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
log(high.age + 1),0.07779498882079139,0.15539311600313316,0.5006334310151991,0.6191820754066131,-0.017326131465642616,1e-6,NA,0.2665411808033059,MAMMALIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),0.9809101393526412,0.18079893184019583,5.425419992080738,9.318880866970858e-8,-0.0015021524148557477,0.485937571186702,0.23952369366681475,0.6896808150874655,MAMMALIA,low,Deserts_and_xeric_shrublands,marginality
log(low.age + 1),0.014477317079871897,0.026385844599182588,0.5486774177515013,0.5834901845840874,-0.0015021524148557477,0.485937571186702,0.23952369366681475,0.6896808150874655,MAMMALIA,low,Deserts_and_xeric_shrublands,marginality
(Intercept),0.9803260257669807,0.1809390901934275,5.417989140538911,9.690479929602702e-8,-0.0015254853458802169,0.4853328977108881,0.23908347073759068,0.6894745175617335,MAMMALIA,int,Deserts_and_xeric_shrublands,marginality
log(int.age + 1),0.016596683108957656,0.030808294214915596,0.5387082774911472,0.5903459550320069,-0.0015254853458802169,0.4853328977108881,0.23908347073759068,0.6894745175617335,MAMMALIA,int,Deserts_and_xeric_shrublands,marginality
(Intercept),0.9737064428723398,0.18176358122700925,5.356994158561679,1.333555266214148e-7,-0.0011964711058696643,0.48597501822923933,0.24072550340039062,0.6897962007315095,MAMMALIA,high,Deserts_and_xeric_shrublands,marginality
log(high.age + 1),0.027018004655807483,0.04058795039654974,0.665665656724174,0.5059548888151635,-0.0011964711058696643,0.48597501822923933,0.24072550340039062,0.6897962007315095,MAMMALIA,high,Deserts_and_xeric_shrublands,marginality
(Intercept),1.106419078705131,0.16212252262622343,6.824585879754667,2.6925128793209296e-11,-0.0020651561710660193,0.3790356506554422,0.18156857557208875,0.5895805728941971,MAMMALIA,low,mangroves,marginality
log(low.age + 1),0.003423271152162087,0.026293477876581484,0.13019468813637064,0.8964673979617137,-0.0020651561710660193,0.3790356506554422,0.18156857557208875,0.5895805728941971,MAMMALIA,low,mangroves,marginality
(Intercept),1.1039056150524174,0.16281643347820612,6.780062623102362,3.568745299276088e-11,-0.0020234689901016097,0.3800793365311295,0.18251152644770494,0.5903625460263019,MAMMALIA,int,mangroves,marginality
log(int.age + 1),0.005934790757677666,0.03095642538876907,0.19171434308532265,0.8480477234997905,-0.0020234689901016097,0.3800793365311295,0.18251152644770494,0.5903625460263019,MAMMALIA,int,mangroves,marginality
(Intercept),1.1009676134796913,0.16377799144941307,6.722317227951551,5.1318060911853536e-11,-0.0019706349796918426,0.3806972975027126,0.18339062131748385,0.5905710562906812,MAMMALIA,high,mangroves,marginality
log(high.age + 1),0.010259386836938542,0.04125066940866716,0.24870837210663413,0.8036936421129375,-0.0019706349796918426,0.3806972975027126,0.18339062131748385,0.5905710562906812,MAMMALIA,high,mangroves,marginality
(Intercept),1.0524111952042683,0.2062830541656484,5.101782109349449,4.3865127663522685e-7,-0.001307203399567296,0.48527090787971633,0.23873511855378313,0.6862262804807339,MAMMALIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(low.age + 1),0.00884883560126042,0.02512782778184751,0.35215282745820436,0.724834388002277,-0.001307203399567296,0.48527090787971633,0.23873511855378313,0.6862262804807339,MAMMALIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.0522990784563881,0.20648593937862716,5.096226317506387,4.5121927350066926e-7,-0.0013159502393857976,0.4852774601457807,0.23858835629537162,0.6863203498817897,MAMMALIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(int.age + 1),0.010018318264535014,0.029144964778497675,0.3437409631706347,0.7311489453094608,-0.0013159502393857976,0.4852774601457807,0.23858835629537162,0.6863203498817897,MAMMALIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.0525764197951144,0.2068736659348744,5.088015504721004,4.70432828691969e-7,-0.0013435662476254935,0.48521807552575047,0.23826871159339805,0.6864282298094071,MAMMALIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(high.age + 1),0.012011700534862176,0.03804588477597261,0.31571615709796846,0.7523162803283574,-0.0013435662476254935,0.48521807552575047,0.23826871159339805,0.6864282298094071,MAMMALIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),0.8832509664889907,0.16915154150996917,5.221654846325684,3.440223124151487e-7,-0.002681400599260239,0.3359986738141114,0.043913893207194826,0.6812092718920914,MAMMALIA,low,Tropical_&_subtropical_coniferous_forests,marginality
log(low.age + 1),0.017728265589022227,0.03614862831324763,0.49042706227735977,0.6242117513742187,-0.002681400599260239,0.3359986738141114,0.043913893207194826,0.6812092718920914,MAMMALIA,low,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),0.8857297804228768,0.17014969945047279,5.205591213404965,3.723132713240318e-7,-0.0029097526212297727,0.33682456837459057,0.0433630325415895,0.6820915969133962,MAMMALIA,int,Tropical_&_subtropical_coniferous_forests,marginality
log(int.age + 1),0.017850592326882214,0.042546318583109824,0.41955668366495524,0.6751276513012023,-0.0029097526212297727,0.33682456837459057,0.0433630325415895,0.6820915969133962,MAMMALIA,int,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),0.8945664898975147,0.1721031279155968,5.197851432056657,3.8673787905452173e-7,-0.003349301009642849,0.3378354300453816,0.04181785545081281,0.6833942932988684,MAMMALIA,high,Tropical_&_subtropical_coniferous_forests,marginality
log(high.age + 1),0.012948205171820104,0.0567959794816182,0.2279774957664167,0.8198283639302677,-0.003349301009642849,0.3378354300453816,0.04181785545081281,0.6833942932988684,MAMMALIA,high,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.1216025098747586,0.14262440181317884,7.864029546247814,4.6372017337148463e-11,0.014514696367269087,0.27009101981829725,NA,0.7011531493012987,MAMMALIA,low,Temperate_broadleaf_&_mixed_forests,marginality
log(low.age + 1),-0.08382207720952059,0.059467609755227135,-1.4095417245545627,0.16336982384499743,0.014514696367269087,0.27009101981829725,NA,0.7011531493012987,MAMMALIA,low,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.0293576867608958,0.06801109512005216,15.135143537152125,0,-0.009821400423108072,1e-6,NA,0.7379897853685498,MAMMALIA,int,Temperate_broadleaf_&_mixed_forests,marginality
log(int.age + 1),-0.04017514534888367,0.06806745225682466,-0.5902254898170598,0.5570550241260506,-0.009821400423108072,1e-6,NA,0.7379897853685498,MAMMALIA,int,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.0164609286951896,0.07430272692223348,13.679994944990849,0,-0.013597108855791063,1e-6,NA,0.7127003530807285,MAMMALIA,high,Temperate_broadleaf_&_mixed_forests,marginality
log(high.age + 1),-0.027983296538056646,0.08795839887112661,-0.31814240478679856,0.7513814096731928,-0.013597108855791063,1e-6,NA,0.7127003530807285,MAMMALIA,high,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.0681737235456008,0.14421338934712227,7.406897018240809,4.847233725513433e-13,-0.0010724893659572706,0.29884085815891837,0.1340865631229663,0.514302023101323,MAMMALIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(low.age + 1),0.016644142922183504,0.026140644935302028,0.6367150834792974,0.5245734405147933,-0.0010724893659572706,0.29884085815891837,0.1340865631229663,0.514302023101323,MAMMALIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.068173425032016,0.14443563772383794,7.395497689250155,5.240252676230739e-13,-0.0011399860804492438,0.29829245405238775,0.13370978838311998,0.5138461375175397,MAMMALIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(int.age + 1),0.018610869925619153,0.03067793662729333,0.6066532489366173,0.5443295703682327,-0.0011399860804492438,0.29829245405238775,0.13370978838311998,0.5138461375175397,MAMMALIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.0682005179339906,0.1450315100112985,7.3652995673200525,6.443734434924409e-13,-0.0012508487162440653,0.29755365941353246,0.13322323879461023,0.5130944362921573,MAMMALIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(high.age + 1),0.022463522174244216,0.040565705032869555,0.5537564836120188,0.5799689385913038,-0.0012508487162440653,0.29755365941353246,0.13322323879461023,0.5130944362921573,MAMMALIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.1911324041623126,0.05773648352857691,20.630497934165955,0,-0.004442380655956392,1e-6,NA,0.2928409247204634,MAMMALIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
log(low.age + 1),0.033849789188002966,0.05583393733591515,0.6062583225028823,0.5453111782118634,-0.004442380655956392,1e-6,NA,0.2928409247204634,MAMMALIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.1842285216939108,0.06128203024124966,19.324237741992963,0,-0.0036812209873758658,1e-6,NA,0.29692908226438497,MAMMALIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
log(int.age + 1),0.04416830525849491,0.06405132298618023,0.6895767831060211,0.49158571631015535,-0.0036812209873758658,1e-6,NA,0.29692908226438497,MAMMALIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.1657842498760749,0.06866606671245376,16.977588868719053,0,-0.0013711748627557967,1e-6,NA,0.3030065217452267,MAMMALIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
log(high.age + 1),0.07501100476095068,0.08364606556439892,0.8967666829852251,0.3713612434236069,-0.0013711748627557967,1e-6,NA,0.3030065217452267,MAMMALIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.0275050453221781,0.1618358947376703,6.349055300665677,7.497207299422826e-10,-0.001303956838890339,0.2010245630232717,0.048968226171925214,0.43902753202467004,MAMMALIA,low,Flooded_grasslands_and_savannas,marginality
log(low.age + 1),0.03427439644760549,0.04477801554878005,0.765429106840785,0.4445855682870903,-0.001303956838890339,0.2010245630232717,0.048968226171925214,0.43902753202467004,MAMMALIA,low,Flooded_grasslands_and_savannas,marginality
(Intercept),1.0203319743389285,0.16303398441589048,6.258400529156665,1.2609771005145376e-9,-9.232712147132209e-4,0.20085767576361654,0.04889976569237699,0.43884671912890777,MAMMALIA,int,Flooded_grasslands_and_savannas,marginality
log(int.age + 1),0.04431514542796253,0.052716148702326666,0.8406370062843124,0.4011849378044725,-9.232712147132209e-4,0.20085767576361654,0.04889976569237699,0.43884671912890777,MAMMALIA,int,Flooded_grasslands_and_savannas,marginality
(Intercept),1.0203646874184038,0.16508349013127255,6.18090086783979,1.9581813948121862e-9,-0.001379195959751162,0.19949467632692325,0.04801051422258363,0.43707688303683423,MAMMALIA,high,Flooded_grasslands_and_savannas,marginality
log(high.age + 1),0.05294498271706466,0.07062346538893391,0.749679761896259,0.45400359049826444,-0.001379195959751162,0.19949467632692325,0.04801051422258363,0.43707688303683423,MAMMALIA,high,Flooded_grasslands_and_savannas,marginality
(Intercept),1.3985397351946989,0.12646579096630475,11.05864063719273,0,0.005935625166935985,0.46480324622466956,0.34788438005642863,0.5742959718864544,REPTILIA,low,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(low.age + 1),-0.04216433784747654,0.013848639269607917,-3.0446556536431686,0.0023734346587311883,0.005935625166935985,0.46480324622466956,0.34788438005642863,0.5742959718864544,REPTILIA,low,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),1.3988554848504906,0.1268967686536516,11.023570573877153,0,0.0055773208152362815,0.4658720740114859,0.34907892691820164,0.5751787007818545,REPTILIA,int,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(int.age + 1),-0.045288997164180715,0.015294827263150665,-2.961066273255275,0.0031179973571227038,0.0055773208152362815,0.4658720740114859,0.34907892691820164,0.5751787007818545,REPTILIA,int,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),1.4007906668198307,0.12729481349539506,11.004302754805519,0,0.00536554054840056,0.4664658916045008,0.349821933343081,0.5756263037969799,REPTILIA,high,Tropical_&_subtropical_moist_broadleaf_forests,marginality
log(high.age + 1),-0.05032901988034943,0.0172918661091111,-2.9105603503274304,0.003665536950553605,0.00536554054840056,0.4664658916045008,0.349821933343081,0.5756263037969799,REPTILIA,high,Tropical_&_subtropical_moist_broadleaf_forests,marginality
(Intercept),1.6107750188169483,0.19617427926314132,8.21093888998726,8.43769498715119e-15,-0.002618152063921657,0.7395975799570089,0.5292973436991321,0.8649126955321957,REPTILIA,low,Montane_grasslands_and_shrublands,marginality
log(low.age + 1),-0.018096610135333674,0.03440484358638812,-0.5259901876866369,0.5993173998747452,-0.002618152063921657,0.7395975799570089,0.5292973436991321,0.8649126955321957,REPTILIA,low,Montane_grasslands_and_shrublands,marginality
(Intercept),1.611956285471518,0.1962127665894029,8.21534864163409,8.215650382226158e-15,-0.0025512081292664423,0.7395407676396822,0.5292028795190109,0.8649077307247987,REPTILIA,int,Montane_grasslands_and_shrublands,marginality
log(int.age + 1),-0.019772962235824892,0.03639796313634136,-0.5432436469523945,0.5874005247555962,-0.0025512081292664423,0.7395407676396822,0.5292028795190109,0.8649077307247987,REPTILIA,int,Montane_grasslands_and_shrublands,marginality
(Intercept),1.6128373841624073,0.1963542335858995,8.213917035085652,8.43769498715119e-15,-0.0025129458020198077,0.7394845092697941,0.5290505602721773,0.8649088437143094,REPTILIA,high,Montane_grasslands_and_shrublands,marginality
log(high.age + 1),-0.021791997132410507,0.039416543939945994,-0.5528642279143554,0.5808038805033,-0.0025129458020198077,0.7394845092697941,0.5290505602721773,0.8649088437143094,REPTILIA,high,Montane_grasslands_and_shrublands,marginality
(Intercept),0.8994845215269166,0.25893381234817847,3.473800943066539,0.0018128351495136918,-0.021786633051423067,0.81411574509874,0.25107896183823014,0.9655819480120773,REPTILIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
log(low.age + 1),0.05445569115659521,0.08359975785345654,0.6513857522416696,0.520513961500845,-0.021786633051423067,0.81411574509874,0.25107896183823014,0.9655819480120773,REPTILIA,low,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),0.8913763937651475,0.26070627579038,3.4190829931606848,0.0020820682976263605,-0.018450292087225723,0.8176090616340832,0.26116283962566617,0.966098546853198,REPTILIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
log(int.age + 1),0.06287047393037606,0.08796155721741725,0.7147494419065048,0.4811327867399655,-0.018450292087225723,0.8176090616340832,0.26116283962566617,0.966098546853198,REPTILIA,int,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),0.8808708192390583,0.2626667530049942,3.3535680064629645,0.0024556580401697836,-0.013706075061895851,0.8218235149516269,0.2746830800627212,0.9666171865657122,REPTILIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
log(high.age + 1),0.07529165454202219,0.09448887132657512,0.796830922890348,0.43276580550793575,-0.013706075061895851,0.8218235149516269,0.2746830800627212,0.9666171865657122,REPTILIA,high,Mediterranean_forests_woodlands_and_scrub,marginality
(Intercept),1.2752825431930754,0.1736526357702182,7.3438709267883695,8.44213587924969e-13,0.004538159379689424,0.762432466443905,0.6520101015848999,0.8414016434741841,REPTILIA,low,Deserts_and_xeric_shrublands,marginality
log(low.age + 1),-0.04013691633279302,0.02211777840123986,-1.8146902281353474,0.07016823223396029,0.004538159379689424,0.762432466443905,0.6520101015848999,0.8414016434741841,REPTILIA,low,Deserts_and_xeric_shrublands,marginality
(Intercept),1.2796356210515472,0.17383816416265827,7.361074176175765,7.513989430663059e-13,0.004896885022520275,0.7621438466924928,0.6515878023695133,0.8412190334992212,REPTILIA,int,Deserts_and_xeric_shrublands,marginality
log(int.age + 1),-0.04566075897660549,0.024493443007455373,-1.8642033691509665,0.0628766126467255,0.004896885022520275,0.7621438466924928,0.6515878023695133,0.8412190334992212,REPTILIA,int,Deserts_and_xeric_shrublands,marginality
(Intercept),1.2820171115261285,0.17428122583668995,7.3560253284392285,7.776002064474596e-13,0.004796754338691644,0.7621052617959425,0.6514777853966064,0.8412194269222033,REPTILIA,high,Deserts_and_xeric_shrublands,marginality
log(high.age + 1),-0.05129479533571597,0.027719236792659033,-1.8505125418640864,0.06482702715623279,0.004796754338691644,0.7621052617959425,0.6514777853966064,0.8412194269222033,REPTILIA,high,Deserts_and_xeric_shrublands,marginality
(Intercept),1.3016554078905394,0.03153955026534598,41.27057605259294,0,-0.0015009970016430195,1e-6,NA,0.4849566323199839,REPTILIA,low,mangroves,marginality
log(low.age + 1),-0.0024665907502186,0.01752080015152854,-0.14078071371662848,0.8880865950640002,-0.0015009970016430195,1e-6,NA,0.4849566323199839,REPTILIA,low,mangroves,marginality
(Intercept),1.3003442010370545,0.033402325192070294,38.92975095475557,0,-0.00151965706434118,1e-6,NA,0.48509767881308075,REPTILIA,int,mangroves,marginality
log(int.age + 1),-0.0017232925942036736,0.019699844490669558,-0.08747747196785625,0.9303188096658519,-0.00151965706434118,1e-6,NA,0.48509767881308075,REPTILIA,int,mangroves,marginality
(Intercept),1.3002380437383119,0.0356413582523752,36.48115861722699,0,-0.0015221602093583545,1e-6,NA,0.4852657120130301,REPTILIA,high,mangroves,marginality
log(high.age + 1),-0.0017602916297558835,0.022687072503193073,-0.07759007379679034,0.9381779063325391,-0.0015221602093583545,1e-6,NA,0.4852657120130301,REPTILIA,high,mangroves,marginality
(Intercept),1.2523711854420838,0.08702058049570127,14.39166664147856,0,0.002904043391187583,0.32677176836002647,0.16667546553339369,0.4927045683178302,REPTILIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(low.age + 1),-0.031016509899480682,0.016036832276043904,-1.9340795841466571,0.05340321981206353,0.002904043391187583,0.32677176836002647,0.16667546553339369,0.4927045683178302,REPTILIA,low,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.2566116205146949,0.0873802372457817,14.38095912900898,0,0.003169358115775461,0.3264845165846427,0.16675399693190354,0.49228203943940896,REPTILIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(int.age + 1),-0.035786315970332494,0.017911418524222802,-1.9979610169868054,0.04600862518778692,0.003169358115775461,0.3264845165846427,0.16675399693190354,0.49228203943940896,REPTILIA,int,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.2606987459720582,0.08789084191484282,14.34391477548418,0,0.0032982675233190657,0.3259434679752039,0.16640585302511585,0.4917637049055567,REPTILIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
log(high.age + 1),-0.041520385738499976,0.020470685427156667,-2.0282850755655946,0.04281271202432313,0.0032982675233190657,0.3259434679752039,0.16640585302511585,0.4917637049055567,REPTILIA,high,Tropical_&_subtropical_dry_broadleaf_forests,marginality
(Intercept),1.3873905919685499,0.10620182623162054,13.063716898264298,0,-9.287841155156514e-4,0.4014333145922746,0.16164773560704132,0.6445893909153363,REPTILIA,low,Tropical_&_subtropical_coniferous_forests,marginality
log(low.age + 1),-0.017371250721607945,0.022743729753494875,-0.7637819702346148,0.44539923245609314,-9.287841155156514e-4,0.4014333145922746,0.16164773560704132,0.6445893909153363,REPTILIA,low,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.383398314939289,0.10677004609204427,12.956801702105567,0,-0.0012744682822187496,0.4001516864236294,0.16002928366986155,0.6442063206485135,REPTILIA,int,Tropical_&_subtropical_coniferous_forests,marginality
log(int.age + 1),-0.01660228507061967,0.025362756485373332,-0.6545930873166009,0.5130656914818319,-0.0012744682822187496,0.4001516864236294,0.16002928366986155,0.6442063206485135,REPTILIA,int,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.3784772257337843,0.10770249285977565,12.798935188329454,0,-0.0016143851079364697,0.39868464630103795,0.1582508483940187,0.643753523659732,REPTILIA,high,Tropical_&_subtropical_coniferous_forests,marginality
log(high.age + 1),-0.015323801165621626,0.02915202158041309,-0.5256514071709357,0.5993905090601279,-0.0016143851079364697,0.39868464630103795,0.1582508483940187,0.643753523659732,REPTILIA,high,Tropical_&_subtropical_coniferous_forests,marginality
(Intercept),1.3004976754987334,0.06985136352644906,18.61807142828791,0,-0.015178191469125453,1e-6,NA,0.7988450960258684,REPTILIA,low,Temperate_broadleaf_&_mixed_forests,marginality
log(low.age + 1),-0.02983168113046819,0.04539522466566699,-0.6571546093267886,0.5151487938570063,-0.015178191469125453,1e-6,NA,0.7988450960258684,REPTILIA,low,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.3075472209412498,0.07278545962521302,17.964401511978817,0,-0.012386659362054252,1e-6,NA,0.7923823439209364,REPTILIA,int,Temperate_broadleaf_&_mixed_forests,marginality
log(int.age + 1),-0.0359118856227747,0.049094694546584425,-0.7314820054272673,0.46909250532159685,-0.012386659362054252,1e-6,NA,0.7923823439209364,REPTILIA,int,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.3174906798420594,0.07708842228728041,17.090642676954168,0,-0.008560627209665082,1e-6,NA,0.7785390860722335,REPTILIA,high,Temperate_broadleaf_&_mixed_forests,marginality
log(high.age + 1),-0.045186219360322966,0.054899075639015325,-0.8230779632327782,0.41573723007891905,-0.008560627209665082,1e-6,NA,0.7785390860722335,REPTILIA,high,Temperate_broadleaf_&_mixed_forests,marginality
(Intercept),1.2949447168875183,0.06170122513166974,20.987342052351803,0,0.00412774215732456,0.09419443561546043,0.015261942625836364,0.2930311704677258,REPTILIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(low.age + 1),-0.03895618810593682,0.021336485932831883,-1.8258015039858235,0.06841064808189112,0.00412774215732456,0.09419443561546043,0.015261942625836364,0.2930311704677258,REPTILIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.3026277837729405,0.0626223259062626,20.801331872003658,0,0.004878948910095921,0.09326737162867076,0.015683707135661206,0.28993842440213063,REPTILIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(int.age + 1),-0.04587213849617178,0.023655756124567825,-1.9391533398727847,0.05298282987851577,0.004878948910095921,0.09326737162867076,0.015683707135661206,0.28993842440213063,REPTILIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.306588974307459,0.06348275512607186,20.5817937755328,0,0.005006702017328287,0.09139235189905454,0.01538791947675268,0.2872429953547447,REPTILIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
log(high.age + 1),-0.05217845788189568,0.026651660077674243,-1.957793913393219,0.050748622333440796,0.005006702017328287,0.09139235189905454,0.01538791947675268,0.2872429953547447,REPTILIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,marginality
(Intercept),1.3600684165809294,0.03829692312616997,35.513777754420566,0,0.005925191045385504,1e-6,NA,0.2556567870249188,REPTILIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
log(low.age + 1),-0.03997356490275372,0.02808911959440049,-1.4230978215038954,0.15652964684224235,0.005925191045385504,1e-6,NA,0.2556567870249188,REPTILIA,low,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.3606425959359285,0.03953038331520357,34.42017207590848,0,0.005233548147630187,1e-6,NA,0.262811893450329,REPTILIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
log(int.age + 1),-0.041476338476762464,0.0300513244825954,-1.3801833759701343,0.1693318807660582,0.005233548147630187,1e-6,NA,0.262811893450329,REPTILIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.3606406341228618,0.04137662494551848,32.88428275419872,0,0.003988934369008553,1e-6,NA,0.2770387888618912,REPTILIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
log(high.age + 1),-0.04308710653086534,0.033155264952535894,-1.2995554881720166,0.19550259812995985,0.003988934369008553,1e-6,NA,0.2770387888618912,REPTILIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
