term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
(Intercept),1.0568861651354131,0.09498162726481464,11.127269510647038,0,6.298713550479406e-4,0.6191982374978815,0.5322350875603084,0.6943376983921757,reptiles,high,neo_marginality
log(high.age + 1),-0.015232497140318541,0.01046953877734699,-1.4549348795839223,0.14586450524788597,6.298713550479406e-4,0.6191982374978815,0.5322350875603084,0.6943376983921757,reptiles,high,neo_marginality
(Intercept),2.4200652695416283,0.2982539297438526,8.114110253702394,8.881784197001252e-16,0.00119438817968423,0.5691939879740487,0.4711996729991549,0.6546416985181319,reptiles,high,neo_specialization
log(high.age + 1),-0.06274647177592499,0.03552896415397628,-1.7660653292337154,0.07755715148772468,0.00119438817968423,0.5691939879740487,0.4711996729991549,0.6546416985181319,reptiles,high,neo_specialization
(Intercept),1.0549994064595725,0.10309179193442045,10.233592671768545,0,7.990643401456886e-5,0.6419336331727218,0.554709327811002,0.7160564203060049,reptiles,high,neo_marginality
log(high.age + 1),-0.01069670903689262,0.01001133867255386,-1.0684594125476656,0.2854589418544171,7.990643401456886e-5,0.6419336331727218,0.554709327811002,0.7160564203060049,reptiles,high,neo_marginality
(Intercept),2.4781791965807565,0.2883329307486051,8.594853144753898,0,0.00457572633927629,0.5184279869639422,0.4159678405202032,0.6110686014414572,reptiles,high,neo_specialization
log(high.age + 1),-0.10246307421517473,0.0338816569679657,-3.024145906206746,0.00252919544633778,0.00457572633927629,0.5184279869639422,0.4159678405202032,0.6110686014414572,reptiles,high,neo_specialization
(Intercept),1.0410059863617531,0.09593478786248597,10.85118349199816,0,-4.070581767907576e-4,0.6033301473123344,0.5151482009743056,0.6800810954002808,reptiles,high,neo_marginality
log(high.age + 1),-0.00550149819178101,0.01041572377956066,-0.5281916368190273,0.5974325091762518,-4.070581767907576e-4,0.6033301473123344,0.5151482009743056,0.6800810954002808,reptiles,high,neo_marginality
(Intercept),2.4270611910951025,0.27304575463883285,8.888844268263615,0,0.00217352142037678,0.4880338134612416,0.3862649149900876,0.5818766934252065,reptiles,high,neo_specialization
log(high.age + 1),-0.0778485918946005,0.03531331263662785,-2.2045111625651903,0.02761659529096061,0.00217352142037678,0.4880338134612416,0.3862649149900876,0.5818766934252065,reptiles,high,neo_specialization
(Intercept),1.023387328516026,0.12969564355152824,7.890683915758766,5.3290705182007514e-15,-4.7472870110402206e-4,0.6561368209195997,0.5746282839459799,0.7254078068436324,reptiles,high,neo_marginality
log(high.age + 1),0.0042579097149068,0.010672160067046,0.3989735618803711,0.6899607861047028,-4.7472870110402206e-4,0.6561368209195997,0.5746282839459799,0.7254078068436324,reptiles,high,neo_marginality
(Intercept),2.3809204550665477,0.36735956291157695,6.481171842094207,1.176614361497741e-10,3.1402576349981405e-4,0.5403629865230032,0.4366104511602309,0.6325991553475518,reptiles,high,neo_specialization
log(high.age + 1),-0.04533155846079996,0.03633357805355546,-1.2476491688757307,0.21232450852869467,3.1402576349981405e-4,0.5403629865230032,0.4366104511602309,0.6325991553475518,reptiles,high,neo_specialization
(Intercept),1.0272849690014432,0.10600146989981846,9.691233243957145,0,-4.8802594391036583e-4,0.6500285665956819,0.5638684435270115,0.7230934679323704,reptiles,high,neo_marginality
log(high.age + 1),0.00369988885667794,0.01004604260535565,0.36829316796899686,0.7126986619651023,-4.8802594391036583e-4,0.6500285665956819,0.5638684435270115,0.7230934679323704,reptiles,high,neo_marginality
(Intercept),2.389598314049755,0.30271854526534003,7.893795578183738,5.10702591327572e-15,1.8617320166582535e-4,0.5394303330831756,0.4418465826606312,0.6265981738519916,reptiles,high,neo_specialization
log(high.age + 1),-0.03924687669266256,0.03403186542411652,-1.153239065903524,0.24896789329092783,1.8617320166582535e-4,0.5394303330831756,0.4418465826606312,0.6265981738519916,reptiles,high,neo_specialization
(Intercept),1.034980283779526,0.11354485591608936,9.115166648715338,0,-5.600448674413015e-4,0.6183449198081057,0.528512689776909,0.6959019066788238,reptiles,high,neo_marginality
log(high.age + 1),-9.34835577282243e-4,0.01035135892949264,-0.09031042046264574,0.92805075199778,-5.600448674413015e-4,0.6183449198081057,0.528512689776909,0.6959019066788238,reptiles,high,neo_marginality
(Intercept),2.4469530545682288,0.3226489263091488,7.583949162823681,5.3734794391857577e-14,0.00212058974131488,0.5041792738760865,0.40296378139564015,0.5975164442699451,reptiles,high,neo_specialization
log(high.age + 1),-0.0766660800136257,0.0351189282555588,-2.183041562536596,0.02916365758354744,0.00212058974131488,0.5041792738760865,0.40296378139564015,0.5975164442699451,reptiles,high,neo_specialization
(Intercept),1.048019812555053,0.09317929335155188,11.247346646008864,0,-3.3235706740759684e-4,0.5991570875781315,0.5114913063895372,0.676120152334867,reptiles,high,neo_marginality
log(high.age + 1),-0.00656154252552174,0.01023171105950461,-0.6412947440913589,0.5214141843451987,-3.3235706740759684e-4,0.5991570875781315,0.5114913063895372,0.676120152334867,reptiles,high,neo_marginality
(Intercept),2.4537904543734066,0.2893228836493403,8.48114889296971,0,0.00269530734915595,0.5437753778821915,0.4448705790609188,0.6324738753186461,reptiles,high,neo_specialization
log(high.age + 1),-0.08309505392189087,0.03453613101575567,-2.406032507925749,0.01622873062756769,0.00269530734915595,0.5437753778821915,0.4448705790609188,0.6324738753186461,reptiles,high,neo_specialization
(Intercept),1.0683645551214729,0.1012408766418644,10.552699567199229,0,9.31911526688666e-4,0.6042632757142938,0.5177274577054184,0.6800064078505147,reptiles,high,neo_marginality
log(high.age + 1),-0.01631608513859372,0.01001743516753177,-1.6287687282945384,0.10353984096411706,9.31911526688666e-4,0.6042632757142938,0.5177274577054184,0.6800064078505147,reptiles,high,neo_marginality
(Intercept),2.4649819479558395,0.2920764936660069,8.43950814739161,0,0.00318388183922601,0.4979186090484385,0.3992750299434633,0.5890915044772618,reptiles,high,neo_specialization
log(high.age + 1),-0.0878742041867309,0.03405092307850028,-2.580670250381981,0.00994070149108816,0.00318388183922601,0.4979186090484385,0.3992750299434633,0.5890915044772618,reptiles,high,neo_specialization
(Intercept),1.0552472943847149,0.10740718696246096,9.82473635356939,0,2.081958071868969e-4,0.6185753909318896,0.5304065545148624,0.6949125713386566,reptiles,high,neo_marginality
log(high.age + 1),-0.01213804780260662,0.01037402169850878,-1.1700426464648142,0.2421412373021523,2.081958071868969e-4,0.6185753909318896,0.5304065545148624,0.6949125713386566,reptiles,high,neo_marginality
(Intercept),2.404460368694559,0.3200557966893231,7.5126287152629185,9.14823772291129e-14,5.635893472932297e-4,0.5356150164146979,0.4348990988462688,0.6258710313000777,reptiles,high,neo_specialization
log(high.age + 1),-0.04974680427943851,0.03518295737426701,-1.4139460691221932,0.15755349709072952,5.635893472932297e-4,0.5356150164146979,0.4348990988462688,0.6258710313000777,reptiles,high,neo_specialization
(Intercept),1.0261529396956426,0.10057625662709586,10.202735457736162,0,-5.553976595955625e-4,0.6110037352851426,0.5234169269288461,0.6877951556993064,reptiles,high,neo_marginality
log(high.age + 1),0.00132293268597451,0.01033615400362095,0.1279908063977243,0.8981707800789986,-5.553976595955625e-4,0.6110037352851426,0.5234169269288461,0.6877951556993064,reptiles,high,neo_marginality
(Intercept),2.465888112123819,0.308398051431375,7.99579666823067,2.220446049250313e-15,0.00359283566730977,0.5460832961036116,0.4479989461034237,0.6333513507201439,reptiles,high,neo_specialization
log(high.age + 1),-0.09508739534217787,0.03497973927072764,-2.7183563206759116,0.0066246964742973,0.00359283566730977,0.5460832961036116,0.4479989461034237,0.6333513507201439,reptiles,high,neo_specialization
(Intercept),1.0146751226942097,0.1103285822766844,9.196847287945616,0,5.073037298189605e-5,0.6260647426607484,0.5378193926459771,0.7021519823092398,reptiles,high,neo_marginality
log(high.age + 1),0.0106754797855998,0.01022572994271741,1.043982174906026,0.29663611487170227,5.073037298189605e-5,0.6260647426607484,0.5378193926459771,0.7021519823092398,reptiles,high,neo_marginality
(Intercept),2.41858626978697,0.3218005015304042,7.515793972615852,8.92619311798626e-14,0.00116111630538186,0.5291047447247883,0.42602311809897375,0.6216747173940623,reptiles,high,neo_specialization
log(high.age + 1),-0.06074184491532622,0.0347244264440953,-1.7492540881306635,0.0804203240014727,0.00116111630538186,0.5291047447247883,0.42602311809897375,0.6216747173940623,reptiles,high,neo_specialization
(Intercept),1.0528488251598471,0.11940333806195584,8.817582843567962,0,1.5415097063457912e-5,0.6202642882708664,0.536648392835167,0.6926831303775197,reptiles,high,neo_marginality
log(high.age + 1),-0.01066546098173732,0.01052271022334341,-1.0135659687821903,0.31092835353795945,1.5415097063457912e-5,0.6202642882708664,0.536648392835167,0.6926831303775197,reptiles,high,neo_marginality
(Intercept),2.3584095673503627,0.373462647544041,6.314981117548695,3.408153759210108e-10,-2.6596810846712005e-4,0.566910806044556,0.46401293546214784,0.6563910645722711,reptiles,high,neo_specialization
log(high.age + 1),-0.02604575136022233,0.03581615153396985,-0.7272068674245815,0.4671953561624486,-2.6596810846712005e-4,0.566910806044556,0.46401293546214784,0.6563910645722711,reptiles,high,neo_specialization
(Intercept),1.0640302872840872,0.10253622740037664,10.377115623040552,0,8.032161029474932e-4,0.6033260364370704,0.5150194338368247,0.6805999109310723,reptiles,high,neo_marginality
log(high.age + 1),-0.01629864851344163,0.01046756337140558,-1.5570623205363077,0.11963436164070872,8.032161029474932e-4,0.6033260364370704,0.5150194338368247,0.6805999109310723,reptiles,high,neo_marginality
(Intercept),2.3468658053748785,0.3234645004830212,7.255404540128404,5.964118088286341e-13,-2.6338045983035e-4,0.5569478613884699,0.4567019552580492,0.6459790868260633,reptiles,high,neo_specialization
log(high.age + 1),-0.02590913433850994,0.03547490334640826,-0.7303510903330813,0.4652722060042054,-2.6338045983035e-4,0.5569478613884699,0.4567019552580492,0.6459790868260633,reptiles,high,neo_specialization
(Intercept),1.044130947641537,0.11191846002183611,9.329389874001295,0,-3.871212650737816e-4,0.6050153663902957,0.5167712060860339,0.6821176556558813,reptiles,high,neo_marginality
log(high.age + 1),-0.00579603179783879,0.01033874552893233,-0.5606126760368525,0.5751325215628005,-3.871212650737816e-4,0.6050153663902957,0.5167712060860339,0.6821176556558813,reptiles,high,neo_marginality
(Intercept),2.4489417428225395,0.3328433392895703,7.357640829014714,2.851052727237402e-13,0.00224766636261839,0.5223313068365737,0.42354098859712697,0.6125123737443755,reptiles,high,neo_specialization
log(high.age + 1),-0.07804388649005259,0.03493081236013148,-2.2342419547942867,0.02559151670969384,0.00224766636261839,0.5223313068365737,0.42354098859712697,0.6125123737443755,reptiles,high,neo_specialization
(Intercept),0.9982962537560996,0.1250889091463483,7.980693576823336,2.6645352591003757e-15,0.0013168959709008,0.6720938227688023,0.5903522645668181,0.7403089641917191,reptiles,high,neo_marginality
log(high.age + 1),0.01925412555098648,0.01054072873970651,1.826640835415576,0.06792204163207494,0.0013168959709008,0.6720938227688023,0.5903522645668181,0.7403089641917191,reptiles,high,neo_marginality
(Intercept),2.433135104412175,0.3416908166974459,7.120867712890928,1.552979966845669e-12,0.00144661418637285,0.5347602000657963,0.43186825274221285,0.6257339711066785,reptiles,high,neo_specialization
log(high.age + 1),-0.06763597798248577,0.03581123363108501,-1.8886804816401557,0.05909793496307225,0.00144661418637285,0.5347602000657963,0.43186825274221285,0.6257339711066785,reptiles,high,neo_specialization
(Intercept),1.0333978308299574,0.11175230317021356,9.24721729677424,0,-5.639712889566065e-4,0.6240506659450725,0.5372680880537372,0.6986618088042845,reptiles,high,neo_marginality
log(high.age + 1),3.6316774357621207e-4,0.01045691418064158,0.03472991527926358,0.9722990201449226,-5.639712889566065e-4,0.6240506659450725,0.5372680880537372,0.6986618088042845,reptiles,high,neo_marginality
(Intercept),2.3998567055255484,0.3376988007063332,7.106500528003035,1.7184031975148173e-12,4.235312832167721e-4,0.5501999821465734,0.4487022144525487,0.6399318432083617,reptiles,high,neo_specialization
log(high.age + 1),-0.04688387956563349,0.03543262755660954,-1.323183822332359,0.18594505732551017,4.235312832167721e-4,0.5501999821465734,0.4487022144525487,0.6399318432083617,reptiles,high,neo_specialization
(Intercept),1.0474904504867155,0.10433019763156136,10.040146326434591,0,-1.4546158666038175e-4,0.6048273379950446,0.5145764231111292,0.6832868592637069,reptiles,high,neo_marginality
log(high.age + 1),-0.00869933586822319,0.0100972323193817,-0.861556473403584,0.38904826566505113,-1.4546158666038175e-4,0.6048273379950446,0.5145764231111292,0.6832868592637069,reptiles,high,neo_marginality
(Intercept),2.451517447708197,0.3205584913559013,7.647644700780646,3.3306690738754696e-14,0.00230643534370734,0.5420907945468677,0.4392157511172036,0.6335989494349349,reptiles,high,neo_specialization
log(high.age + 1),-0.07729583415222546,0.03423908380302153,-2.25753219907725,0.0240961800490207,0.00230643534370734,0.5420907945468677,0.4392157511172036,0.6335989494349349,reptiles,high,neo_specialization
(Intercept),0.9982962537560996,0.1250889091463483,7.980693576823336,2.6645352591003757e-15,0.0013168959709008,0.6720938227688023,0.5903522645668181,0.7403089641917191,reptiles,high,neo_marginality
log(high.age + 1),0.01925412555098648,0.01054072873970651,1.826640835415576,0.06792204163207494,0.0013168959709008,0.6720938227688023,0.5903522645668181,0.7403089641917191,reptiles,high,neo_marginality
(Intercept),2.433135104412175,0.3416908166974459,7.120867712890928,1.552979966845669e-12,0.00144661418637285,0.5347602000657963,0.43186825274221285,0.6257339711066785,reptiles,high,neo_specialization
log(high.age + 1),-0.06763597798248577,0.03581123363108501,-1.8886804816401557,0.05909793496307225,0.00144661418637285,0.5347602000657963,0.43186825274221285,0.6257339711066785,reptiles,high,neo_specialization
(Intercept),1.0427631840368408,0.10121669555727958,10.30228440372992,0,-3.4695388179945675e-4,0.6244816845838411,0.5366058548997152,0.7004108575799116,reptiles,high,neo_marginality
log(high.age + 1),-0.00648617947363159,0.01044785011863264,-0.620814751358672,0.5348014018919955,-3.4695388179945675e-4,0.6244816845838411,0.5366058548997152,0.7004108575799116,reptiles,high,neo_marginality
(Intercept),2.4501516913745673,0.30053673073523274,8.152586492108698,6.661338147750939e-16,0.0025641821825811,0.5396300759531365,0.4415742662203218,0.6272735938984463,reptiles,high,neo_specialization
log(high.age + 1),-0.08328658975335604,0.03533596483022565,-2.356992094414652,0.01853195530341711,0.0025641821825811,0.5396300759531365,0.4415742662203218,0.6272735938984463,reptiles,high,neo_specialization
(Intercept),1.0609900519709483,0.1185758103720668,8.947778207391348,0,4.800411392331108e-4,0.6315609236947973,0.5465283629043142,0.704547270639373,reptiles,high,neo_marginality
log(high.age + 1),-0.01400381120213044,0.01029291003804209,-1.360529835622098,0.17383544426282005,4.800411392331108e-4,0.6315609236947973,0.5465283629043142,0.704547270639373,reptiles,high,neo_marginality
(Intercept),2.4873781097264955,0.3503299720557617,7.100100785354962,1.7976731214730537e-12,0.00396297552134095,0.5435108959554817,0.43982664457809006,0.6352787587658163,reptiles,high,neo_specialization
log(high.age + 1),-0.09905758069289994,0.03491248775831685,-2.837310860762205,0.00460132921469513,0.00396297552134095,0.5435108959554817,0.43982664457809006,0.6352787587658163,reptiles,high,neo_specialization
(Intercept),1.0377831492113856,0.11388333959719894,9.112686305845836,0,-5.646192135646657e-4,0.6262179088219698,0.5422524499535819,0.698593646088367,reptiles,high,neo_marginality
log(high.age + 1),-7.776850742497766e-5,0.01009561164081265,-0.00770319919108116,0.9938546646725276,-5.646192135646657e-4,0.6262179088219698,0.5422524499535819,0.698593646088367,reptiles,high,neo_marginality
(Intercept),2.3501890458178325,0.3300828557333322,7.119997312785329,1.5625278848574453e-12,-2.001036702287112e-4,0.5239773683662968,0.4254706177224804,0.6131149296316298,reptiles,high,neo_specialization
log(high.age + 1),-0.02756467947933964,0.03430908355478093,-0.8034222026166169,0.4218385621180416,-2.001036702287112e-4,0.5239773683662968,0.4254706177224804,0.6131149296316298,reptiles,high,neo_specialization
(Intercept),1.055649567727912,0.1156770544389706,9.125833751972444,0,8.697077655343455e-5,0.6292816262708424,0.5448426864237081,0.7016184787734759,reptiles,high,neo_marginality
log(high.age + 1),-0.01073328050118433,0.00999093050788821,-1.0743023878216362,0.28283352086812874,8.697077655343455e-5,0.6292816262708424,0.5448426864237081,0.7016184787734759,reptiles,high,neo_marginality
(Intercept),2.398697269657257,0.3439683764619566,6.973598254380679,4.345857007592713e-12,4.2525045776724e-4,0.5429248985108561,0.44314208568156654,0.6319609147657409,reptiles,high,neo_specialization
log(high.age + 1),-0.04499000740927773,0.03397176093406041,-1.3243354531018825,0.1855625412384554,4.2525045776724e-4,0.5429248985108561,0.44314208568156654,0.6319609147657409,reptiles,high,neo_specialization
(Intercept),1.0086087697223969,0.10251674326063334,9.83847845378936,0,4.212739589640574e-4,0.6303813973295266,0.5449791197132123,0.7040442141181756,reptiles,high,neo_marginality
log(high.age + 1),0.01359642663656306,0.01028730679589405,1.3216701811585685,0.18644870265971236,4.212739589640574e-4,0.6303813973295266,0.5449791197132123,0.7040442141181756,reptiles,high,neo_marginality
(Intercept),2.4488975326072544,0.29794543393704315,8.219281968001948,4.440892098500626e-16,0.00222532475548308,0.5299506300818153,0.4306282864261416,0.6191784260209997,reptiles,high,neo_specialization
log(high.age + 1),-0.07771871292641182,0.03492466167013797,-2.2253247192617622,0.02618495682246502,0.00222532475548308,0.5299506300818153,0.4306282864261416,0.6191784260209997,reptiles,high,neo_specialization
(Intercept),1.030571374610438,0.11387202037699834,9.05025985486606,0,-5.343584776294304e-4,0.6183027252736021,0.528109683075544,0.6956102566636646,reptiles,high,neo_marginality
log(high.age + 1),0.00232938009801716,0.01005928013101613,0.231565287742103,0.8169024223214869,-5.343584776294304e-4,0.6183027252736021,0.528109683075544,0.6956102566636646,reptiles,high,neo_marginality
(Intercept),2.3486968069300933,0.35090775838210037,6.693202845554125,2.920819142104847e-11,-3.838569410898653e-4,0.5572021597292749,0.45486405367057,0.6468271816366868,reptiles,high,neo_specialization
log(high.age + 1),-0.01930288655371688,0.03411946003424278,-0.5657441980132224,0.5716393547624383,-3.838569410898653e-4,0.5572021597292749,0.45486405367057,0.6468271816366868,reptiles,high,neo_specialization
(Intercept),1.0269467983318046,0.1113093793986508,9.22605807237348,0,-5.640874266382689e-4,0.6142069285545932,0.5307392344795453,0.6869334260164377,reptiles,high,neo_marginality
log(high.age + 1),-3.2553639516618924e-4,0.01029126237283368,-0.03163230936814152,0.9747688414631166,-5.640874266382689e-4,0.6142069285545932,0.5307392344795453,0.6869334260164377,reptiles,high,neo_marginality
(Intercept),2.449497823940072,0.34398806462687503,7.120880274136983,1.552757922240744e-12,0.00242058432422153,0.5553668076846409,0.45854957824575365,0.6413959927856883,reptiles,high,neo_specialization
log(high.age + 1),-0.0801946827658451,0.03483538544867713,-2.3021040741459773,0.02144482194466235,0.00242058432422153,0.5553668076846409,0.45854957824575365,0.6413959927856883,reptiles,high,neo_specialization
(Intercept),1.061307630857615,0.10615512266594015,9.997705284533907,0,7.236268273090674e-4,0.6386338943670121,0.5506805393970432,0.7133750327575957,reptiles,high,neo_marginality
log(high.age + 1),-0.01539600549643146,0.01018911648597691,-1.5110245836938554,0.1309605867204073,7.236268273090674e-4,0.6386338943670121,0.5506805393970432,0.7133750327575957,reptiles,high,neo_marginality
(Intercept),2.454350812053004,0.29166206568312464,8.415049815629867,0,0.00302091018358629,0.5028271169831787,0.40377872563953726,0.5938338419246552,reptiles,high,neo_specialization
log(high.age + 1),-0.08697986089680305,0.03446464257847805,-2.523741852211138,0.01169815050136868,0.00302091018358629,0.5028271169831787,0.40377872563953726,0.5938338419246552,reptiles,high,neo_specialization
(Intercept),1.052106223708388,0.10753698974064436,9.783668170792556,0,-3.220729011920062e-4,0.6311829278995958,0.5423357992527884,0.70701617656848,reptiles,high,neo_marginality
log(high.age + 1),-0.0068264586026912,0.01041666640381715,-0.6553400423949133,0.5123339592388696,-3.220729011920062e-4,0.6311829278995958,0.5423357992527884,0.70701617656848,reptiles,high,neo_marginality
(Intercept),2.4446314997001237,0.30673348676267964,7.969887883782119,2.6645352591003757e-15,0.00226109875010936,0.5196529557151883,0.4164361874131266,0.6129153474326268,reptiles,high,neo_specialization
log(high.age + 1),-0.07897833496133368,0.03526469752973553,-2.239586342538126,0.02524145861710347,0.00226109875010936,0.5196529557151883,0.4164361874131266,0.6129153474326268,reptiles,high,neo_specialization
(Intercept),1.0286958873459573,0.12174555972034004,8.449555693932163,0,-5.319909674517903e-4,0.6697027571196325,0.5901096442902615,0.736531784640923,reptiles,high,neo_marginality
log(high.age + 1),0.0024626790161009,0.01024222125716849,0.24044384067345576,0.8100140239382898,-5.319909674517903e-4,0.6697027571196325,0.5901096442902615,0.736531784640923,reptiles,high,neo_marginality
(Intercept),2.4143016675706743,0.34200183169600445,7.059323792501431,2.3931967518819874e-12,8.409763177729346e-4,0.549454590142352,0.448522153665016,0.6387438679678978,reptiles,high,neo_specialization
log(high.age + 1),-0.05501323554229481,0.03485297478606046,-1.5784373035583033,0.1146437660731563,8.409763177729346e-4,0.549454590142352,0.448522153665016,0.6387438679678978,reptiles,high,neo_specialization
(Intercept),1.0396607888166578,0.1140541651678129,9.115500405328987,0,-4.84828617534564e-4,0.6194930506516384,0.5326077337930192,0.6944015987705254,reptiles,high,neo_marginality
log(high.age + 1),-0.00383117840861218,0.01019204369832177,-0.3758989386243538,0.7070370506041723,-4.84828617534564e-4,0.6194930506516384,0.5326077337930192,0.6944015987705254,reptiles,high,neo_marginality
(Intercept),2.4586046247207887,0.3278684786782432,7.498752654211579,1.0125233984581429e-13,0.00278903724107686,0.5138565551606625,0.4125488851327443,0.6057292639471987,reptiles,high,neo_specialization
log(high.age + 1),-0.08438129459621624,0.03457553979260933,-2.44049102638314,0.0147647390830512,0.00278903724107686,0.5138565551606625,0.4125488851327443,0.6057292639471987,reptiles,high,neo_specialization
(Intercept),1.0349964416915969,0.10934036673877272,9.465821933488916,0,-5.358725066502959e-4,0.6302493973525811,0.5436149883057045,0.7045066962619091,reptiles,high,neo_marginality
log(high.age + 1),0.00229935343634794,0.01018745349382031,0.2257044351410022,0.8214573510920304,-5.358725066502959e-4,0.6302493973525811,0.5436149883057045,0.7045066962619091,reptiles,high,neo_marginality
(Intercept),2.369563874329942,0.3165948593042219,7.484530480177456,1.1257661469699089e-13,-3.3979609488545145e-5,0.5283484597686547,0.4262277683996011,0.6202265361474626,reptiles,high,neo_specialization
log(high.age + 1),-0.03347981663158732,0.03453564884734481,-0.9694277579545556,0.33246418120463184,-3.3979609488545145e-5,0.5283484597686547,0.4262277683996011,0.6202265361474626,reptiles,high,neo_specialization
(Intercept),1.0462395149501482,0.12286951437780172,8.515045576994382,0,-4.159013365846088e-4,0.6546035171804496,0.5713320050368107,0.7251501010553522,reptiles,high,neo_marginality
log(high.age + 1),-0.00528374685965287,0.01029656774806631,-0.5131561301721302,0.607906114644136,-4.159013365846088e-4,0.6546035171804496,0.5713320050368107,0.7251501010553522,reptiles,high,neo_marginality
(Intercept),2.467856101463834,0.3824614395763325,6.452561869237262,1.4155565608575668e-10,0.00292880729945692,0.6024045593270364,0.5059688264885108,0.6844056948778328,reptiles,high,neo_specialization
log(high.age + 1),-0.08690887059133903,0.0348891203746364,-2.491002056174503,0.01282929638613472,0.00292880729945692,0.6024045593270364,0.5059688264885108,0.6844056948778328,reptiles,high,neo_specialization
(Intercept),1.0378338883220333,0.117019036986409,8.868932056265093,0,-5.144693492091455e-4,0.6432819156691623,0.5600787090516387,0.7147219508270615,reptiles,high,neo_marginality
log(high.age + 1),-0.00310518108814738,0.01041859950138771,-0.29804208211802247,0.7657060058567882,-5.144693492091455e-4,0.6432819156691623,0.5600787090516387,0.7147219508270615,reptiles,high,neo_marginality
(Intercept),2.4974807667497125,0.3376264676835997,7.3971711515525485,2.1360690993788014e-13,0.00494085898933021,0.5404140840827147,0.4402916835961073,0.6294178054953069,reptiles,high,neo_specialization
log(high.age + 1),-0.11062855224953816,0.03534138369994167,-3.1302835562072446,0.00177487620371596,0.00494085898933021,0.5404140840827147,0.4402916835961073,0.6294178054953069,reptiles,high,neo_specialization
(Intercept),1.0429347203345116,0.10452547745791048,9.977803935451742,0,-5.283519345545167e-4,0.5796560902318225,0.4898982856020359,0.6592618177175225,reptiles,high,neo_marginality
log(high.age + 1),-0.00266032858584661,0.01049500327088222,-0.2534852555241729,0.7999226757640472,-5.283519345545167e-4,0.5796560902318225,0.4898982856020359,0.6592618177175225,reptiles,high,neo_marginality
(Intercept),2.4742387981185745,0.3331394457925109,7.427036423839174,1.7186252421197426e-13,0.00259299916468543,0.5433594785491351,0.4435553708650294,0.6323484288784793,reptiles,high,neo_specialization
log(high.age + 1),-0.08374696958311637,0.03536827676423432,-2.3678555260516485,0.01799841273311608,0.00259299916468543,0.5433594785491351,0.4435553708650294,0.6323484288784793,reptiles,high,neo_specialization
(Intercept),1.02928002246828,0.11208199494228036,9.183277144543467,0,-5.477956119592362e-4,0.6516523468675813,0.5666089442678628,0.7240101006576831,reptiles,high,neo_marginality
log(high.age + 1),-0.00170932117424357,0.0098955864521903,-0.17273571227961243,0.8628789093180993,-5.477956119592362e-4,0.6516523468675813,0.5666089442678628,0.7240101006576831,reptiles,high,neo_marginality
(Intercept),2.383723723169005,0.335214328601107,7.111043651136853,1.6644463585180349e-12,2.8183901001447675e-4,0.5703289922053782,0.469318716833317,0.6580251356065601,reptiles,high,neo_specialization
log(high.age + 1),-0.04123416084964096,0.03367249572198989,-1.2245650334350746,0.2209020097107559,2.8183901001447675e-4,0.5703289922053782,0.469318716833317,0.6580251356065601,reptiles,high,neo_specialization
(Intercept),1.0443521768507409,0.12761565753357998,8.18357399895022,4.440892098500626e-16,-1.965740139479661e-4,0.6514925691169622,0.5666946320882864,0.7232251977515974,reptiles,high,neo_marginality
log(high.age + 1),-0.00816204978291983,0.01011025902438668,-0.8073037261688716,0.4195999265865176,-1.965740139479661e-4,0.6514925691169622,0.5666946320882864,0.7232251977515974,reptiles,high,neo_marginality
(Intercept),2.4569907595709295,0.3616311231836089,6.79419054958789,1.482725053847389e-11,0.00253579794469225,0.5368075515855119,0.4328249371203035,0.6296700215514622,reptiles,high,neo_specialization
log(high.age + 1),-0.08064642691203625,0.0343725771290314,-2.3462432452852515,0.01907345341035737,0.00253579794469225,0.5368075515855119,0.4328249371203035,0.6296700215514622,reptiles,high,neo_specialization
(Intercept),1.0309837673798878,0.09863644640513064,10.452361220976233,0,-5.429486692600194e-4,0.6062668978354572,0.5192683131451732,0.6819825743725989,reptiles,high,neo_marginality
log(high.age + 1),0.00197619888795965,0.01008250982784538,0.19600267410619152,0.8446305594486931,-5.429486692600194e-4,0.6062668978354572,0.5192683131451732,0.6819825743725989,reptiles,high,neo_marginality
(Intercept),2.398174553116486,0.2883217887266431,8.317701425576917,2.220446049250313e-16,0.00126465908862388,0.5093615815494952,0.4088007294295589,0.6006426320242712,reptiles,high,neo_specialization
log(high.age + 1),-0.06162454698742876,0.03421572895785891,-1.8010590118751335,0.07186363186820244,0.00126465908862388,0.5093615815494952,0.4088007294295589,0.6006426320242712,reptiles,high,neo_specialization
(Intercept),1.035073119287749,0.11674425653274542,8.86615881610778,0,-5.642965304288188e-4,0.6128360685432225,0.5241977169071221,0.6892816308418783,reptiles,high,neo_marginality
log(high.age + 1),2.6295773154688673e-4,0.01047242474608889,0.02510953651350826,0.9799704223704816,-5.642965304288188e-4,0.6128360685432225,0.5241977169071221,0.6892816308418783,reptiles,high,neo_marginality
(Intercept),2.395759049364813,0.3452810579885423,6.938576542024825,5.535127911571181e-12,1.7029645102316167e-4,0.5257223763615824,0.425868779192259,0.6158186177159188,reptiles,high,neo_specialization
log(high.age + 1),-0.04045237227539085,0.03545431300367201,-1.1409718267901905,0.2540359080683019,1.7029645102316167e-4,0.5257223763615824,0.425868779192259,0.6158186177159188,reptiles,high,neo_specialization
