term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
log(high.age + 1),-0.05145052354262768,0.03465028015872881,-1.4848515887011289,0.13776110559738797,6.794388618706409e-4,0.5745931604628652,0.4779048716075047,0.658839365815744,reptiles,high,neo_specialization
(Intercept),0.9934249381605268,0.11168499199606012,8.894883013427368,0,0.00197193014641717,0.6236302608094481,0.5369345436739366,0.698156233786789,reptiles,high,neo_marginality
log(high.age + 1),0.02182111476073045,0.01028524169887358,2.121594747075342,0.03401031908586116,0.00197193014641717,0.6236302608094481,0.5369345436739366,0.698156233786789,reptiles,high,neo_marginality
(Intercept),2.412019448327341,0.330985688403127,7.287382907594483,4.738431869100168e-13,3.1291249041186193e-4,0.5375989108444893,0.4395177578281485,0.6248210613415444,reptiles,high,neo_specialization
log(high.age + 1),-0.04343973899567335,0.03483936768761886,-1.2468578472826553,0.212614500635401,3.1291249041186193e-4,0.5375989108444893,0.4395177578281485,0.6248210613415444,reptiles,high,neo_specialization
(Intercept),1.0006940179134314,0.10403604005491857,9.618724601447584,0,0.00186317176135203,0.6365657201570812,0.5481986172301379,0.7119832077287497,reptiles,high,neo_marginality
log(high.age + 1),0.02098672289233951,0.01011164334103533,2.075500705920931,0.03808418225251664,0.00186317176135203,0.6365657201570812,0.5481986172301379,0.7119832077287497,reptiles,high,neo_marginality
(Intercept),2.437691115515044,0.3063697480134744,7.956696545012115,3.1086244689504387e-15,0.00147438780004406,0.5459130630309132,0.4439213431190975,0.6359067713697487,reptiles,high,neo_specialization
log(high.age + 1),-0.06515387402919101,0.03426081088691425,-1.9017026259024188,0.05737217556501495,0.00147438780004406,0.5459130630309132,0.4439213431190975,0.6359067713697487,reptiles,high,neo_specialization
(Intercept),1.036797405391846,0.11194486674039517,9.261678856576983,0,-5.621791770033776e-4,0.6282090286386561,0.5403268432071502,0.7035299433015078,reptiles,high,neo_marginality
log(high.age + 1),-7.000950431159357e-4,0.01058055384579055,-0.06616809037784603,0.9472514696416056,-5.621791770033776e-4,0.6282090286386561,0.5403268432071502,0.7035299433015078,reptiles,high,neo_marginality
(Intercept),2.4762034602080054,0.3330382479317386,7.435192430857198,1.6164847238542282e-13,0.00274021879891501,0.5461965655102003,0.4447100645938919,0.6359315185603296,reptiles,high,neo_specialization
log(high.age + 1),-0.08663030438228689,0.03575916923484611,-2.4226039428753996,0.01550946213950776,0.00274021879891501,0.5461965655102003,0.4447100645938919,0.6359315185603296,reptiles,high,neo_specialization
(Intercept),1.056500202204021,0.11001699469649744,9.60306364592648,0,8.037696819846952e-4,0.6315594532613736,0.5444444999568548,0.7066941852880497,reptiles,high,neo_marginality
log(high.age + 1),-0.01615922428408396,0.0103759180052358,-1.5573777930714026,0.11955948685946316,8.037696819846952e-4,0.6315594532613736,0.5444444999568548,0.7066941852880497,reptiles,high,neo_marginality
(Intercept),2.4465621330445835,0.3434309245946039,7.123884186995037,1.5201173653167645e-12,0.00261628231621401,0.5798022634414656,0.48252261725460177,0.6639905310421238,reptiles,high,neo_specialization
log(high.age + 1),-0.08358357723980851,0.03516943647730313,-2.3765970004594705,0.01757891326072513,0.00261628231621401,0.5798022634414656,0.48252261725460177,0.6639905310421238,reptiles,high,neo_specialization
(Intercept),1.0307472883796724,0.11786798527407884,8.744930067166857,0,-5.619081144476089e-4,0.6296403485202103,0.5445694498632964,0.703089105744124,reptiles,high,neo_marginality
log(high.age + 1),7.139694264438959e-4,0.01024355913659124,0.06969935126293259,0.9444408269586596,-5.619081144476089e-4,0.6296403485202103,0.5445694498632964,0.703089105744124,reptiles,high,neo_marginality
(Intercept),2.424189663236492,0.3582715506697601,6.766347087020064,1.7891466086439323e-11,0.00123333402063942,0.5589060851092525,0.4593947258874086,0.6464571957157318,reptiles,high,neo_specialization
log(high.age + 1),-0.06216736582019822,0.03481704911356575,-1.7855437896939972,0.07434422424783937,0.00123333402063942,0.5589060851092525,0.4593947258874086,0.6464571957157318,reptiles,high,neo_specialization
(Intercept),1.038759456918077,0.1037154976928926,10.01547001195426,0,-5.451073656654751e-4,0.6346226305552196,0.5513097899931728,0.7065049067198961,reptiles,high,neo_marginality
log(high.age + 1),-0.00192056553774948,0.01032562163741742,-0.18599999159274336,0.8524660689886914,-5.451073656654751e-4,0.6346226305552196,0.5513097899931728,0.7065049067198961,reptiles,high,neo_marginality
(Intercept),2.4459603070792206,0.30154860787370624,8.111330124606747,8.881784197001252e-16,0.00220660281182616,0.5353689971300711,0.43526501869950335,0.6250232927662372,reptiles,high,neo_specialization
log(high.age + 1),-0.07769768391933178,0.03503328139488956,-2.217824903226617,0.02669324764277836,0.00220660281182616,0.5353689971300711,0.43526501869950335,0.6250232927662372,reptiles,high,neo_specialization
(Intercept),1.065413177483557,0.11173334423521436,9.535319870500905,0,6.709156719110076e-4,0.5929776635566678,0.501961150336797,0.6727017885366106,reptiles,high,neo_marginality
log(high.age + 1),-0.01529840597087366,0.01033850557850716,-1.4797502264425615,0.1391177704815212,6.709156719110076e-4,0.5929776635566678,0.501961150336797,0.6727017885366106,reptiles,high,neo_marginality
(Intercept),2.4068514808384407,0.3409541084780052,7.059165503482136,2.395861287141088e-12,7.943866646082677e-4,0.5251752842437533,0.42460630596358223,0.6160954295839324,reptiles,high,neo_specialization
log(high.age + 1),-0.05433638995089585,0.03501006432323686,-1.552021997138455,0.12083563292674616,7.943866646082677e-4,0.5251752842437533,0.42460630596358223,0.6160954295839324,reptiles,high,neo_specialization
(Intercept),1.026425908687914,0.11790824793295224,8.705293536984659,0,-5.603814154864923e-4,0.6378048623332043,0.5555448247596636,0.7086916648653147,reptiles,high,neo_marginality
log(high.age + 1),9.5623872719907e-4,0.01099758906668044,0.08694985068101882,0.9307212038603598,-5.603814154864923e-4,0.6378048623332043,0.5555448247596636,0.7086916648653147,reptiles,high,neo_marginality
(Intercept),2.4225852226853744,0.37130685430550864,6.524482903006386,8.881118063186476e-11,0.00117878216932257,0.5903922198003088,0.48961124456445415,0.6766726627203845,reptiles,high,neo_specialization
log(high.age + 1),-0.06564772372954535,0.03733803017798098,-1.7581999751090025,0.07888620667189694,0.00117878216932257,0.5903922198003088,0.48961124456445415,0.6766726627203845,reptiles,high,neo_specialization
(Intercept),1.0595073443888654,0.10362157283444332,10.224775743190516,0,5.13651318388055e-4,0.6353002811847831,0.5517134208220144,0.7071304701385224,reptiles,high,neo_marginality
log(high.age + 1),-0.01447868143512575,0.01047460237885103,-1.3822654943312442,0.16706449365423004,5.13651318388055e-4,0.6353002811847831,0.5517134208220144,0.7071304701385224,reptiles,high,neo_marginality
(Intercept),2.4274816747829857,0.29117668378985084,8.336799647512152,0,0.00224044255808027,0.5114868201195977,0.41104508295869147,0.6026977913624245,reptiles,high,neo_specialization
log(high.age + 1),-0.07955539824901496,0.03565328180019116,-2.231362562775032,0.02578185381576014,0.00224044255808027,0.5114868201195977,0.41104508295869147,0.6026977913624245,reptiles,high,neo_specialization
(Intercept),1.0321162924069616,0.1049854114724552,9.831044884533846,0,-5.588085027068806e-4,0.624149214801877,0.5369661382645183,0.6992522606740597,reptiles,high,neo_marginality
log(high.age + 1),0.00102480062241771,0.01007598569937444,0.10170723272079886,0.9190005744938028,-5.588085027068806e-4,0.624149214801877,0.5369661382645183,0.6992522606740597,reptiles,high,neo_marginality
(Intercept),2.36581118074971,0.3025969134808794,7.818358599679509,9.103828801926284e-15,1.6799224254773702e-4,0.5182943617451321,0.4171558228742087,0.6100647106511274,reptiles,high,neo_specialization
log(high.age + 1),-0.0389381270425783,0.03418082223011352,-1.1391805258644003,0.25478192599464355,1.6799224254773702e-4,0.5182943617451321,0.4171558228742087,0.6100647106511274,reptiles,high,neo_specialization
(Intercept),1.061307630857615,0.10615512266594015,9.997705284533907,0,7.236268273090674e-4,0.6386338943670121,0.5506805393970432,0.7133750327575957,reptiles,high,neo_marginality
log(high.age + 1),-0.01539600549643146,0.01018911648597691,-1.5110245836938554,0.1309605867204073,7.236268273090674e-4,0.6386338943670121,0.5506805393970432,0.7133750327575957,reptiles,high,neo_marginality
(Intercept),2.454350812053004,0.29166206568312464,8.415049815629867,0,0.00302091018358629,0.5028271169831787,0.40377872563953726,0.5938338419246552,reptiles,high,neo_specialization
log(high.age + 1),-0.08697986089680305,0.03446464257847805,-2.523741852211138,0.01169815050136868,0.00302091018358629,0.5028271169831787,0.40377872563953726,0.5938338419246552,reptiles,high,neo_specialization
(Intercept),1.0385767701981827,0.1012093034504278,10.261672937082077,0,-5.081189006268307e-4,0.610517831133936,0.5209116898105366,0.6885717802165228,reptiles,high,neo_marginality
log(high.age + 1),-0.00321311962549049,0.01015719260895548,-0.31633934190216345,0.7517822323183574,-5.081189006268307e-4,0.610517831133936,0.5209116898105366,0.6885717802165228,reptiles,high,neo_marginality
(Intercept),2.4675307581808283,0.30206681820237524,8.168824278235224,4.440892098500626e-16,0.00289482295472521,0.5286286143380137,0.4305054966963696,0.6167203159776916,reptiles,high,neo_specialization
log(high.age + 1),-0.08528534847618396,0.03440570739443581,-2.4788139798566258,0.01327451183281347,0.00289482295472521,0.5286286143380137,0.4305054966963696,0.6167203159776916,reptiles,high,neo_specialization
(Intercept),1.0512718576925804,0.09637961308887684,10.907616496894898,0,3.4710983965334323e-4,0.6129016215664135,0.5269607344126721,0.6875902666170964,reptiles,high,neo_marginality
log(high.age + 1),-0.01327513686048342,0.010445120578917,-1.270941465939482,0.20391638452858185,3.4710983965334323e-4,0.6129016215664135,0.5269607344126721,0.6875902666170964,reptiles,high,neo_marginality
(Intercept),2.424464635076422,0.2957401728731928,8.19795502086212,4.440892098500626e-16,0.00157618911188328,0.5480651274629269,0.44960727519811816,0.6355807071449476,reptiles,high,neo_specialization
log(high.age + 1),-0.06899843074602692,0.03540748703553464,-1.9486960674950105,0.05148945737815769,0.00157618911188328,0.5480651274629269,0.44960727519811816,0.6355807071449476,reptiles,high,neo_specialization
(Intercept),1.048448241042773,0.11617698894962944,9.024577504735865,0,-2.3212412071577324e-4,0.6341782252187268,0.5462082220051329,0.7090933597487095,reptiles,high,neo_marginality
log(high.age + 1),-0.00763191997329894,0.00994627385934555,-0.7673144819080121,0.4429968414492862,-2.3212412071577324e-4,0.6341782252187268,0.5462082220051329,0.7090933597487095,reptiles,high,neo_marginality
(Intercept),2.480506101329144,0.33974067391928425,7.301174960047509,4.2899017671516054e-13,0.00387356685206563,0.5404202347192079,0.4416791138454596,0.6286359157309105,reptiles,high,neo_specialization
log(high.age + 1),-0.09446704636042393,0.03362976987190059,-2.809030413239789,0.00502365342804367,0.00387356685206563,0.5404202347192079,0.4416791138454596,0.6286359157309105,reptiles,high,neo_specialization
(Intercept),1.016947241783507,0.10003262242378552,10.1661559713514,0,-6.51482845446935e-5,0.631827484738105,0.5452430997479044,0.7057670160518206,reptiles,high,neo_marginality
log(high.age + 1),0.00939759663029269,0.00999198982616882,0.9405130303156006,0.347082731001622,-6.51482845446935e-5,0.631827484738105,0.5452430997479044,0.7057670160518206,reptiles,high,neo_marginality
(Intercept),2.377953127749964,0.28846235280936683,8.243547570734327,4.440892098500626e-16,4.8380146217007306e-4,0.5255182091181028,0.4248083915430113,0.6160768411356476,reptiles,high,neo_specialization
log(high.age + 1),-0.04615331002583391,0.03386208995043011,-1.362978779319192,0.17306246348404208,4.8380146217007306e-4,0.5255182091181028,0.4248083915430113,0.6160768411356476,reptiles,high,neo_specialization
(Intercept),1.0416148268514414,0.11301699341513806,9.216444318469389,0,-4.753283036387784e-4,0.6547577883107563,0.5702679273669239,0.7260506313315288,reptiles,high,neo_marginality
log(high.age + 1),-0.00425481313545432,0.01070013516285975,-0.3976410644066266,0.6909427083136965,-4.753283036387784e-4,0.6547577883107563,0.5702679273669239,0.7260506313315288,reptiles,high,neo_marginality
(Intercept),2.5354912459296424,0.31485012063069057,8.053010241351297,1.3322676295501878e-15,0.00759946655786391,0.5313528233646784,0.43168844372122817,0.6204795961151018,reptiles,high,neo_specialization
log(high.age + 1),-0.1379429230616665,0.03613923602820602,-3.8169850340500977,1.39737587817379e-4,0.00759946655786391,0.5313528233646784,0.43168844372122817,0.6204795961151018,reptiles,high,neo_specialization
(Intercept),1.0700473114449542,0.12824910173839618,8.343507260016898,0,0.00125454729361332,0.6839564695522978,0.6072747131947844,0.7479027616593044,reptiles,high,neo_marginality
log(high.age + 1),-0.01884075482031266,0.01049001713030031,-1.7960652100263328,0.07265453276165235,0.00125454729361332,0.6839564695522978,0.6072747131947844,0.7479027616593044,reptiles,high,neo_marginality
(Intercept),2.4759184794076483,0.36187629400326393,6.841891885256559,1.0729639399187364e-11,0.00313171801917189,0.5664278938014803,0.4679567111060293,0.6528949815471622,reptiles,high,neo_specialization
log(high.age + 1),-0.09163815463240207,0.03576005519510214,-2.56258426147377,0.01047166743299765,0.00313171801917189,0.5664278938014803,0.4679567111060293,0.6528949815471622,reptiles,high,neo_specialization
