biome,ext,mean_B,median_B,CI_lower_B,CI_upper_B,mean_p,median_p,CI_lower_p,CI_upper_p,prop_significant,mean_R,median_R,CI_lower_R,CI_upper_R,mean_lambda,median_lambda,CI_lower_lambda,CI_upper_lambda,class,variable
Temperate broadleaf & mixed forests,low,0.009407207548905883,0.00879979922939024,-0.05426542203099755,0.08365179497400213,0.47768696728814686,0.4601752638922727,0.012926539755055807,0.9577613028112768,0.09090909090909091,7.964569391000148e-4,-0.00163806311664614,-0.003612393148170019,0.0186479087830761,0.747210571746397,0.7497400691076508,0.5268875017317081,0.8759092355558062,reptiles,marginality
Temperate broadleaf & mixed forests,int,0.010978616057920486,0.00877790125978481,-0.056922944303141314,0.09045868214306022,0.4773308157241489,0.4345207623533924,0.012666004567832397,0.934931167519678,0.08080808080808081,8.723963048000785e-4,-0.0014008934790191,-0.0035989070174415,0.018765104994830757,0.7472972498608506,0.7498774602338394,0.5270492633713464,0.8759470989882074,reptiles,marginality
Temperate broadleaf & mixed forests,high,0.013282590694414448,0.01083810560793661,-0.061008496885006,0.09965129035271925,0.47743222456921114,0.47330352652778207,0.011953262849267603,0.9767975309540163,0.09090909090909091,9.521577910723321e-4,-0.00175155910392981,-0.003619836894034684,0.019139655045312447,0.7473938012403051,0.7500119054730512,0.5272313836969842,0.875987730864395,reptiles,marginality
Temperate grasslands savannas and shrublands,low,-0.002046758617832965,-6.920135446999431e-4,-0.08562100453119645,0.06032858520866409,0.591100719725473,0.663590288352726,0.031243823377747493,0.9664574417866427,0.04081632653061224,-0.007580694015535788,-0.02171790593108786,-0.026975424167652872,0.0955828235383502,0.02745560654314669,1e-6,NA,0.7028796582664021,reptiles,marginality
Temperate grasslands savannas and shrublands,int,-0.00563538422711076,-0.0040211877196045746,-0.09341837258357684,0.06721708341331342,0.5798628342378024,0.6459588242066162,0.026966945827241053,0.978060614649493,0.04081632653061224,-0.005969970808274202,-0.021103813986365003,-0.027005714861204174,0.10191928731658254,0.0279338644447532,1e-6,NA,0.7056105165022284,reptiles,marginality
Temperate grasslands savannas and shrublands,high,-0.012019923165584107,-0.011914954780332325,-0.10557598134356783,0.07457565639503816,0.5576948273179246,0.5987888460953733,0.022573712538190648,0.9831918691035143,0.05102040816326531,-0.00377745707406835,-0.01926791301341384,-0.027014537661987498,0.10980742840046404,0.027744702745768093,1e-6,NA,0.7091563059421172,reptiles,marginality
Tropical & subtropical coniferous forests,low,-0.024207718088956,-0.02509719716335823,-0.05893363047599673,0.014744142783822623,0.39415099270918375,0.3111236703765914,0.03059452503728099,0.9586541631956542,0.10101010101010101,0.0026057849271465825,1.860344344799756e-4,-0.005830823775000382,0.02136005616859576,0.004710888846386592,1e-6,NA,0.33584767377938113,reptiles,marginality
Tropical & subtropical coniferous forests,int,-0.024632338727742842,-0.02541766354617269,-0.061451637242960544,0.01754586809339909,0.4068042539081585,0.3250878527918748,0.034807827931389604,0.9137503636482551,0.08080808080808081,0.002120309311072388,-1.5139388123436553e-4,-0.005778704548376913,0.020106461809729467,0.004906428141264464,1e-6,NA,0.34478939049791946,reptiles,marginality
Tropical & subtropical coniferous forests,high,-0.024834671803004773,-0.02586239753717212,-0.06276190232886983,0.021465817109660924,0.43185346714718315,0.36577071109562587,0.03708563325174785,0.9769232014240217,0.050505050505050504,0.0013891791071364997,-0.00103392967426206,-0.005843016194119204,0.019487112747826357,0.005002259818380026,1e-6,NA,0.35831343223252327,reptiles,marginality
Tropical & subtropical dry broadleaf forests,low,-0.015749160825469937,-0.01610037902252792,-0.0526530299690212,0.02542317856662129,0.46690513473290823,0.42069151649288106,0.02522760482934798,0.9729302556098434,0.08080808080808081,4.2564520523488925e-4,-7.810615078348046e-4,-0.00222951422578042,0.008923314964845459,0.39545896438447475,0.3955746381617349,0.15222535487009714,0.643014919508802,reptiles,marginality
Tropical & subtropical dry broadleaf forests,int,-0.013859447070701629,-0.01372514410360356,-0.056664593510616874,0.032950108450450336,0.49569465537298313,0.5094527048350481,0.030691194894241207,0.9906789242317182,0.0707070707070707,1.4152820833301144e-4,-0.00125795258984262,-0.0022318101308664035,0.00817410521037634,0.3935153343610167,0.3931283418428124,0.15000737805768122,0.6423545475434861,reptiles,marginality
Tropical & subtropical dry broadleaf forests,high,-0.01099467851727332,-0.01023782047904012,-0.060730655747218795,0.04325030572231692,0.511198113188974,0.5192261376647946,0.037576898288622734,0.9707511583718861,0.04040404040404041,-8.746275507771606e-5,-0.00130216742576706,-0.0022291175059494335,0.007405934029262358,0.39122400933864376,0.39018489158755687,0.1476391427483154,0.6414421361843896,reptiles,marginality
Tropical & subtropical grasslands savannas and shrublands,low,-0.01324651520834332,-0.014771013157962495,-0.036202055446482515,0.01553233602775355,0.40633827904725084,0.3314924762969804,0.024351016268856683,0.9602144667394641,0.07142857142857142,4.1567355669495633e-4,-5.947847150281382e-5,-0.0010609284666074435,0.0043233114961194336,0.32921128422306956,0.32657801812013665,0.15880162007442009,0.50050483354956,reptiles,marginality
Tropical & subtropical grasslands savannas and shrublands,int,-0.01279712122150405,-0.013929708591951225,-0.04076173430237373,0.01895344704071991,0.4305044908771212,0.3757069601660581,0.02273584619297212,0.9864831689800886,0.061224489795918366,3.031677995379528e-4,-2.2551317534809747e-4,-0.0010635239280822736,0.0044845574099847555,0.32925101609547397,0.32744348007894586,0.15856339954055162,0.5006823520263686,reptiles,marginality
Tropical & subtropical grasslands savannas and shrublands,high,-0.011919328149158174,-0.01321537828809844,-0.04695037709931984,0.024988038692192086,0.44232846978859797,0.38363115820444915,0.023337132608951906,0.9439981711140735,0.05102040816326531,0.00018611839016058048,-2.550867965350779e-4,-0.0010585552677053439,0.00460856505190438,0.32929133748138883,0.3277703493340876,0.15823422250385852,0.5009006367577945,reptiles,marginality
Tropical & subtropical moist broadleaf forests,low,-0.02270000148376326,-0.02393625133337984,-0.04505850775551533,0.00931107680310838,0.32357185687351325,0.23900572622723448,0.02695146995328805,0.8745970889627901,0.12371134020618557,0.0012632600909653975,6.911689167216368e-4,-0.001728468607928778,0.006928922475208515,0.0740360703222423,0.07414887058991174,NA,0.26846177920542874,reptiles,marginality
Tropical & subtropical moist broadleaf forests,int,-0.025110913190490247,-0.02634274176904805,-0.051232619527130846,0.011923064692448748,0.32693265916022235,0.23791914806054337,0.0242902797019779,0.9156345499462007,0.1414141414141414,0.0013303739122028017,7.026165122542049e-4,-0.001759333039171104,0.007235616256668237,0.07288532686308609,0.07274521119812473,NA,0.26648456095533063,reptiles,marginality
Tropical & subtropical moist broadleaf forests,high,-0.02749773768517912,-0.029618610739490618,-0.05931175546979996,0.016374631106902147,0.3381921266157213,0.24689280321242713,0.021684793961841763,0.931899112034819,0.12244897959183673,0.0012509290095654806,6.100915926871926e-4,-0.001766328916788862,0.007583106435580508,0.07113174710029131,0.07123019609895835,NA,0.26426808188088186,reptiles,marginality
Mangroves,low,-0.028234630504777626,-0.03064881793176239,-0.05187650381395849,-4.378026464705916e-4,0.12861897395996313,0.02572268689385848,1.4918826802393648e-4,0.6020836824157635,0.5714285714285714,0.003077717073464216,0.002869594998057395,-5.258683934784428e-4,0.009628008849540761,0.4520443279898237,0.4544734672092715,0.33594348713184435,0.5622174286907001,reptiles,marginality
Mangroves,int,-0.0287409920430783,-0.03121097394745984,-0.054276503760531065,0.003365775571056045,0.15696275802009338,0.04305496601186375,2.509763027376933e-4,0.7247171581313974,0.5306122448979592,0.0026566823904964985,0.0022338348623783246,-6.317420478205796e-4,0.00898312008988155,0.4532108492228796,0.4556155761830509,0.33724676334897724,0.5631829384058225,reptiles,marginality
Mangroves,high,-0.030034799901138907,-0.03253287779803288,-0.057832531626948035,0.007374827020435883,0.18380825432053502,0.05729907716066118,5.18575090666229e-4,0.8492460985583157,0.47959183673469385,0.002309667983202567,0.0018882799923197599,-6.961350815513701e-4,0.008022537010631183,0.4541615861479218,0.4564634975758148,0.3383589138943217,0.5639417615557424,reptiles,marginality
Mediterranean forests woodlands and scrub,low,0.004766881636260284,0.0048896460521097255,-0.017098856962468142,0.027312892502808536,0.5756114867953565,0.6083522282823811,0.09811195508903656,0.9465115697138671,0,-6.468839317172978e-4,-0.0011284348007727,-0.0015243589901800998,0.0026666912191554456,1e-6,1e-6,NA,0.4482310796713257,reptiles,marginality
Mediterranean forests woodlands and scrub,int,0.007556637048448958,0.00746405193268806,-0.018082021465866342,0.03392872601608574,0.5463486053914112,0.5303127565143951,0.07360661414631747,0.970585708901655,0,-4.806319009022287e-4,-9.271358320683269e-4,-0.0015290130509813425,0.0033696430165702377,1e-6,1e-6,NA,0.44859530142342796,reptiles,marginality
Mediterranean forests woodlands and scrub,high,0.011161100000736442,0.01074033434619714,-0.01982613505102346,0.04219666216370403,0.5202996421996647,0.5595365441240624,0.062134377388115974,0.9722235379046366,0.01020408163265306,-2.85378520457817e-4,-0.0010088602799584751,-0.0015295146868457715,0.0038023031880303395,1e-6,1e-6,NA,0.44829887650101563,reptiles,marginality
Deserts and xeric shrublands,low,0.025067326040981924,0.023319475064631185,-0.02440451202840542,0.0752364426804909,0.4486597330326793,0.43304835499811706,0.01232766004920948,0.9400980506739827,0.12244897959183673,0.0022619014041571103,-0.00215375826707654,-0.005617183910231034,0.02940973038042927,0.8027026571842953,0.7960041491922192,0.6102321903327186,0.9136596258279231,amphibians,marginality
Deserts and xeric shrublands,int,0.028272345595536038,0.026746612505931154,-0.025146881664983137,0.08644446548547613,0.4401371869061555,0.4168565425479229,0.00772288947120626,0.9483395555462331,0.12244897959183673,0.0025718155645784095,-0.00189978265701956,-0.0056257773502422954,0.03403058053684348,0.8023725834578302,0.7959798519193002,0.6096395003042977,0.9135098877540198,amphibians,marginality
Deserts and xeric shrublands,high,0.03164784272210062,0.03052416676937085,-0.026264241612200492,0.10372030072539265,0.44474535854268354,0.4165243146152115,0.005916103547638584,0.9757509240662585,0.10309278350515463,0.002552938517502074,-0.00189568197076002,-0.0056442917953415245,0.03723219940797251,0.8019465154791413,0.7953913713403168,0.6090340264026588,0.9132623020275147,amphibians,marginality
Flooded grasslands and savannas,low,-0.010305971881920954,-0.011484173380543524,-0.08115969423171573,0.0646217365390028,0.5780321946735861,0.5640567502185673,0.12449731647925324,0.965883232035986,0,-0.003402351515581175,-0.0051459328361438406,-0.0077372316360504595,0.01058675305001475,1e-6,1e-6,NA,0.5623492086212536,amphibians,marginality
Flooded grasslands and savannas,int,-0.014058474354711052,-0.014168821758843816,-0.09633930653628629,0.06958840247599135,0.5632646480983585,0.5620966443988566,0.08922658130675501,0.962049917317257,0,-0.0030308588235550297,-0.00511651819259654,-0.007734179745485261,0.014652498761831664,1e-6,1e-6,NA,0.5617791863173142,amphibians,marginality
Flooded grasslands and savannas,high,-0.016709384984561083,-0.018552552081100508,-0.12175101916500779,0.07839317003732918,0.55316985261292,0.5671904181696386,0.06400664145484111,0.9896769180934961,0,-0.002698970006972425,-0.005184634948476119,-0.007750374810581437,0.01883149981105811,1e-6,1e-6,NA,0.5613148447046507,amphibians,marginality
Montane grasslands and shrublands,low,-0.16719427424242164,-0.1748865792441065,-0.29595848302835764,-0.03756879137297735,0.22539440001954436,0.1551822210552083,0.014777314438551058,0.7446335845301951,0.2268041237113402,0.14483539373385862,0.12337136850735024,-0.09717802608450749,0.44590868017598595,0.6447606950349017,0.6843645948065896,NA,NA,amphibians,marginality
Montane grasslands and shrublands,int,-0.19636315250258035,-0.2025098565749461,-0.35638831659724735,-0.042220889472088935,0.2045204765204946,0.11552465169234072,0.01241858335856522,0.7478037246297529,0.27835051546391754,0.16757258385521678,0.16901098092135444,-0.09749433192913443,0.46536729671494026,0.6403058241129667,0.7013862878996795,NA,NA,amphibians,marginality
Montane grasslands and shrublands,high,-0.23654075149586096,-0.24200713928799644,-0.44923031861030194,-0.04995648839809895,0.1853144046918077,0.10060295408479836,0.008134384740243472,0.7442183532246063,0.30612244897959184,0.19004959955902104,0.19007036651864406,-0.09698133709551168,0.5103931281222941,0.6391880019388779,0.7018840441612533,NA,NA,amphibians,marginality
Temperate broadleaf & mixed forests,low,-0.03923921866875731,-0.03549429818374557,-0.0938791161808114,0.020124262007064807,0.4172218542048153,0.40906118717499984,0.03635735869923461,0.9403958228633508,0.030927835051546393,0.0013363822739396695,-0.00226628778499322,-0.007205422121368,0.025416800652693944,0.8306147753880835,0.8334255019925414,0.5868360484252974,0.9415584541612276,amphibians,marginality
Temperate broadleaf & mixed forests,int,-0.04594139680842087,-0.04484133252876092,-0.10521124256229605,0.017607918818540305,0.38668664979936945,0.34882774939691474,0.03101669486515881,0.9744881499732897,0.061855670103092786,0.0024867268286242064,-8.372567658826036e-4,-0.0072388543786078546,0.027005733337580787,0.8312631293209427,0.8340861426661272,0.5882215517649193,0.9417665148022338,amphibians,marginality
Temperate broadleaf & mixed forests,high,-0.05540473458815516,-0.05327092888504892,-0.11970683916093966,0.013460403882078475,0.35619545921291645,0.3006925868798278,0.02310615558068751,0.9769094139354781,0.07216494845360824,0.0038880920900258953,5.694840210200222e-4,-0.0072401791495067345,0.03001536553683449,0.8317704398189081,0.8345158565029405,0.5894390671066986,0.9419139237145184,amphibians,marginality
Temperate grasslands savannas and shrublands,low,-0.041432525372089,-0.04046812572663366,-0.15661072802416282,0.05484992998459694,0.4311143789667085,0.459808852043182,0.010949890995287068,0.9221132254841192,0.09090909090909091,0.011820118927470376,-0.01587938059353741,-0.036651476122714965,0.19693750958149522,0.5641679749819978,0.5942249784093867,NA,0.9574689839708211,amphibians,marginality
Temperate grasslands savannas and shrublands,int,-0.04644548653306249,-0.05127990821887146,-0.17494364527345052,0.06317965111985967,0.42832763109320543,0.41673715217684415,0.00990729041384096,0.974239084248105,0.10101010101010101,0.01348940589859899,-0.01155253861126406,-0.036996223754186916,0.20746472318682663,0.5561179885662931,0.5848970135521091,NA,0.9570014053593721,amphibians,marginality
Temperate grasslands savannas and shrublands,high,-0.05194449254383031,-0.06128874936786008,-0.19516374417863933,0.07672731967477468,0.42551499986791236,0.35955352112341366,0.0094848037597264,0.9636045312982068,0.09375,0.015600706719902702,-0.004706908532667024,-0.03695452586531185,0.20985491227905784,0.5363071141586933,0.5650664445549805,NA,0.9559783978711215,amphibians,marginality
Tropical & subtropical coniferous forests,low,0.061209284465097324,0.057237224289059224,-0.007146693978016554,0.13228776007116733,0.26796819741762484,0.20683922121129328,0.0027660925885420657,0.9333766386109428,0.23469387755102042,0.023621919324312277,0.0098589672559843,-0.016003276374362378,0.12270056415028618,0.4718618633512453,0.4754361605213092,NA,0.7964286344847454,amphibians,marginality
Tropical & subtropical coniferous forests,int,0.0693789203081438,0.06481004093728257,-0.00933680732271818,0.14660668509269703,0.26034622123546614,0.1934461876810154,0.0027410424869038705,0.8878113037292185,0.25773195876288657,0.024953779603440314,0.01143117565266262,-0.015787428541047185,0.12216935559846326,0.47628907689786504,0.4814629269238986,NA,0.7980046553476982,amphibians,marginality
Tropical & subtropical coniferous forests,high,0.08036886842769862,0.07656015357042475,-0.013110684274489416,0.16692789542790287,0.25274463173206574,0.16776472614350846,0.00309714241280336,0.8771856048686875,0.24242424242424243,0.025767246942012118,0.01482688383101473,-0.01573453394100056,0.11862459186393648,0.4792345291924934,0.48380270870826986,NA,0.79906399829598,amphibians,marginality
Tropical & subtropical dry broadleaf forests,low,-0.0011600064519397923,-2.39614869335103e-7,-0.04175797148475304,0.044636268057205594,0.6027261185956271,0.6386976493421679,0.09692927694144321,0.9907007226792733,0.01020408163265306,-0.0023027438410407807,-0.004297506427325135,-0.005524102373648769,0.009765386768350278,0.48852233974036097,0.4831215757638157,NA,0.810168771830032,amphibians,marginality
Tropical & subtropical dry broadleaf forests,int,9.764352226236168e-4,0.00210773601087521,-0.04585987502910334,0.05149453608951904,0.5993713829896461,0.6450186739479045,0.08238671854352098,0.9777603825735776,0.010101010101010102,-0.0022259902611381486,-0.0043432297739855,-0.005519987748882595,0.011266737844613309,0.4870135687187003,0.47765399659310626,NA,0.8100489836226591,amphibians,marginality
Tropical & subtropical dry broadleaf forests,high,0.0030819545443299696,0.00228711028997025,-0.052592314009583134,0.06028165398857935,0.5966485316947389,0.6480602165150835,0.07920589156617162,0.986967985203212,0.020202020202020204,-0.0021005234334798067,-0.00436484040252158,-0.005523164460067984,0.011494279131850577,0.4865455220728173,0.47584876432311846,NA,0.809923328616157,amphibians,marginality
Tropical & subtropical grasslands savannas and shrublands,low,-0.024600363684969016,-0.02541922902271389,-0.0521250597279596,0.01110504472577848,0.31790813937152135,0.2398794165174809,0.019896019470227053,0.8863577575710162,0.1326530612244898,0.0018692369441465544,9.076959131638844e-4,-0.002315509467183276,0.010420805214614467,0.6466405794088882,0.6457639327435996,0.4720063031930876,0.7769960567955052,amphibians,marginality
Tropical & subtropical grasslands savannas and shrublands,int,-0.026293206299416862,-0.02817685829401699,-0.056202476975158525,0.015428605792070418,0.32898465279505873,0.2387330154104177,0.02210686546568526,0.9157606805301113,0.11224489795918367,0.001722271518108083,9.258405946210395e-4,-0.002335082490105638,0.010103324697531441,0.6471209585694462,0.6460036407107024,0.47265795960040125,0.777289506717079,amphibians,marginality
Tropical & subtropical grasslands savannas and shrublands,high,-0.029551986422389164,-0.032285273447086864,-0.06285465150386069,0.01718868771914353,0.33394964589070997,0.23133135122320958,0.02371550737373368,0.9272294239273084,0.10204081632653061,0.001693290294418626,0.001030285212012453,-0.002344262251883447,0.00972116562327522,0.647250902206345,0.6463451254403678,0.47288012809342633,0.7773520786325528,amphibians,marginality
Tropical & subtropical moist broadleaf forests,low,-0.017732988065190462,-0.0176882969030786,-0.04843718853284713,0.01294836671201788,0.4251772063137059,0.4156686290966136,0.02793172130684276,0.9037957526673319,0.13131313131313133,9.473010557896978e-4,-9.113236900283476e-4,-0.002677516816332679,0.010384509138512778,0.36777594688037996,0.3664705330515364,0.13012162858098988,0.5947418167159847,amphibians,marginality
Tropical & subtropical moist broadleaf forests,int,-0.019282951563448208,-0.01820468765256484,-0.05176654374573025,0.017098279878753928,0.4313624807154604,0.42165114716102536,0.026039839881156462,0.923673805761867,0.1111111111111111,9.603928610006754e-4,-9.571353199996792e-4,-0.0026917699848203226,0.010721833144988278,0.36766439954915553,0.3659014721545563,0.12990277369921585,0.5947148731848984,amphibians,marginality
Tropical & subtropical moist broadleaf forests,high,-0.021356028964725902,-0.01964593137439103,-0.06122070618964756,0.023255098898840754,0.44047890108176563,0.4247764095732176,0.02665545239666016,0.9646934408002019,0.08080808080808081,9.603712698310771e-4,-9.806841867566112e-4,-0.0027120217243791563,0.010637170102296,0.3675185021288403,0.3664022249607721,0.12968140850675847,0.594654468648756,amphibians,marginality
Mangroves,low,-0.018199368371226893,-0.01826326359844253,-0.03441769445326844,0.001616309376041411,0.1996979432819873,0.09543676995816884,0.001363134758063987,0.8140366151002463,0.42105263157894735,0.0020021489390389387,0.00137061191705021,-7.258708149305297e-4,0.007103620988412058,0.6685349656615658,0.6699597345976559,0.5666107074679156,0.7518930628477066,amphibians,marginality
Mangroves,int,-0.01835663053799965,-0.01748589280099813,-0.036868295179693464,0.0039025051403027,0.22749291680352718,0.13921998409525593,0.001771244860275817,0.7966575837008424,0.3939393939393939,0.0017205163277120325,9.139669290309052e-4,-7.171137967472534e-4,0.006751921053361104,0.6698049052469531,0.6703762406888703,0.56802336603335,0.7529607399809778,amphibians,marginality
Mangroves,high,-0.018997433052111202,-0.01896180222956057,-0.0398412665240029,0.006617685963334281,0.25763730769656273,0.1517837076732662,0.002740396076822454,0.9246222146341956,0.3434343434343434,0.0014429692537856656,8.121473896986652e-4,-7.585088045652008e-4,0.006166082150685338,0.6703233171214721,0.6706261019649116,0.5686508646050151,0.7533643469605054,amphibians,marginality
Mediterranean forests woodlands and scrub,low,-0.0016833455440877826,-9.75180274870372e-4,-0.03718819582835576,0.035069076029917615,0.6248494218240155,0.6741084684772778,0.1112972494748602,0.9805322768670152,0.01020408163265306,-0.0014316438305990245,-0.00257774943553152,-0.003132870963250362,0.004821126140146469,0.400330321518913,0.4008979475439723,NA,0.6748377217842656,amphibians,marginality
Mediterranean forests woodlands and scrub,int,-3.175479211962064e-4,8.327014561379904e-4,-0.03960674640262869,0.04259482010333103,0.620413767075035,0.6706757858522684,0.09011337781155745,0.9845940661145907,0.01020408163265306,-0.0013728828027128877,-0.0025654043909666647,-0.0031336209032180777,0.005871737791552806,0.4008481398408051,0.4026433520361984,NA,0.6749618932850467,amphibians,marginality
Mediterranean forests woodlands and scrub,high,4.7046271680378836e-4,0.00192042341523006,-0.0438742151882211,0.05027847204468207,0.6146888746837226,0.6760219235264506,0.07950006390169817,0.9842224715829956,0.01020408163265306,-0.0013219258883312227,-0.0025847841157884003,-0.00313356454236923,0.006503763421335823,0.4008624208468032,0.4037560810749967,NA,0.6749036475368688,amphibians,marginality
