biome,species,marginality,specialization,w.marginality,w.specialization,tip.mean,orderName,className,familyName,genusName,redlistCategory
Tropical_&_subtropical_moist_broadleaf_forests,Abrawayaomys_ruschii,2.9191638752115,7.36373469544893,2.925071792518793,8.370293699341776,1.3187367346094292,RODENTIA,MAMMALIA,CRICETIDAE,Abrawayaomys,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Abrocoma_cinerea,5.93726721479214,12.6496269145822,1.7310429637439144,6.117948903185094,3.364663773920628,RODENTIA,MAMMALIA,ABROCOMIDAE,Abrocoma,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Abrothrix_andinus,4.21948389375088,12.5835823148199,1.076389052849208,2.748409809379638,1.4766177611273887,RODENTIA,MAMMALIA,CRICETIDAE,Abrothrix,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Abrothrix_jelskii,6.33203014364179,8.81672583323556,2.1879532486925894,5.196578847514242,2.2040510863644895,RODENTIA,MAMMALIA,CRICETIDAE,Abrothrix,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Aegialomys_xanthaeolus,3.19998877451129,3.30183585874678,2.578359506060575,6.235039185853279,1.2384805886829298,RODENTIA,MAMMALIA,CRICETIDAE,Aegialomys,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Aepeomys_lugens,3.51499524391803,22.091315356864,3.504745461287349,22.826583931175527,1.7850263661648311,RODENTIA,MAMMALIA,CRICETIDAE,Aepeomys,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Aepeomys_reigi,2.29190622639689,7.1954930498467,2.348128615596062,6.734857497632017,1.7850263661648311,RODENTIA,MAMMALIA,CRICETIDAE,Aepeomys,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_aerosus,2.01690550597611,2.2955188223793,2.145931982744209,2.93393551186495,1.7401029540304294,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_affinis,3.59712127873817,6.84312083547806,4.223622051464718,6.92641159837677,1.4055908496444258,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_albiventer,6.4271032242888,26.2424885774862,1.5816221111415956,6.115842665941624,2.0054104151531207,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_azarae,5.08383261849284,13.4827397317018,2.5116037614627795,3.4693324137628596,1.5842176989717145,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_boliviensis,4.99765512145681,7.18696828094771,1.8709782051036508,5.820039730028415,0.5498469677806148,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_budini,5.48059592744454,67.8171093331718,4.925497869971303,60.52387024088873,0.5574605716499275,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_cursor,2.35909234250887,3.21485206699096,2.231316413635957,4.622791208425375,1.8037433610923133,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_dayi,1.9156190834325,3.47231821743954,1.9293695081986568,4.785343733382707,1.1836500379109254,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_dolores,6.42747037603004,41.2778971887136,1.8959812966908225,7.776877701430721,0.22278425702632929,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_fumeus,2.71283453067488,3.23562955855627,2.3394417668086938,5.030395260097075,0.4221927132566107,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_juninensis,5.78995196223314,11.1207718898529,4.246780811558709,12.102164442246773,1.3462989378622137,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_kofordi,3.61326437368965,8.10784456657323,3.425389490909029,7.79871937751509,0.4388345238882097,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_lutescens,5.15948515432445,16.5232509449355,2.1683578668143775,7.54658192963823,0.7847153610502134,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_mimus,4.5465502915541,8.2317483021777509,2.828388286182057,8.139372852133643,3.4640175196296252,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_mollis,3.32483049163103,2.47080919868626,3.117342745903388,3.98623125561397,0.5177622034947212,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_montensis,3.4865422086464,4.70480360538169,3.1305980227270234,4.606980930236567,1.241479627982118,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_orophilus,3.30780981788115,10.1642423413547,3.4942186977769745,18.60618155407858,0.5324832105485217,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_paranaensis,4.20631022691828,5.70684131781238,4.297387488865717,5.694879974174746,0.3959290595432215,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_reigi,6.62430593002948,10.4011005188737,5.158988144302033,17.50816712445268,1.387504589582613,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_serrensis,3.54026792757511,5.27114949306617,3.50496858770237,5.582773759883922,4.272059205455625,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_siberiae,2.8662022460815,5.9181682465371,2.7751381974546163,9.384244785715936,0.5612216304107291,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_simulator,5.80431912167474,15.4117980315147,3.68993737084384,15.357962237407818,0.6851920711528187,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_spegazzinii,6.32743467958105,21.455535746708,2.580042426583812,9.027700479955836,0.5606972295666146,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_subfuscus,4.7487746392456,3.89406962947424,2.9554645235562185,7.55704764046285,0.8022030965112138,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_surdus,4.60131226965701,14.8704694036582,3.843598425287852,19.54909282383531,1.7420852397317346,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_sylvanus,5.12152638120863,25.8785623092576,4.9399058688393405,62.480013816305885,0.7562002539394135,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_toba,5.09052001408257,9.16022918314253,2.0359186711715003,7.094209077416463,0.586957822304524,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Akodon_torques,3.94906291284353,6.76826723321863,3.578537541992027,8.159408313099384,0.9834150651653236,RODENTIA,MAMMALIA,CRICETIDAE,Akodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_arctoidea,1.95460536787058,4.31173338434665,2.8221264309616063,4.388225288608118,1.1058740670056548,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_belzebul,1.86826411623509,3.24281598835545,1.9263856161707265,3.530324375161109,1.6128116908257193,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_caraya,2.32849696637471,2.61517609204622,1.0374215109796074,2.4405830432833766,1.6805414285983191,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_discolor,1.54872216123869,4.77339229284442,1.5487221612386857,4.773392292844419,1.246504226583816,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_guariba,3.12092453927178,3.84324224785388,3.107495032983609,4.371686530987172,1.524819248305458,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_juara,1.85689377118736,2.28392509112532,2.1466531994008573,2.77079697841803,0.9834932730824206,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_macconnelli,1.47442132003225,2.63911587029344,1.646072727535317,2.689783832774573,0.3104419425778171,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_nigerrima,1.33765577968938,7.45739837379595,1.3376557796893769,7.4573983737959475,1.205619104977557,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_palliata,1.73726701066929,1.3288900323222,1.8198209930820632,1.6266945473747718,1.0301554127271155,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_pigra,1.89199171895057,3.62763650786047,1.8409914232422004,3.9945365512392192,0.940004746448616,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Endangered
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_puruensis,0.96431017622737,3.90038011234182,1.0102736263302368,5.25331555297526,1.0714773166291192,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_sara,1.7582726530709,3.54974209177195,1.8670711511247455,5.537127380441509,1.1715394034635196,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_seniculus,1.77730367940589,2.17304572859579,2.087910813602164,2.5304972253114615,0.3153846059498138,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alouatta_ululata,3.08588019411004,11.2727607010698,3.3579295727601433,10.367837894240608,1.2597965741967174,PRIMATES,MAMMALIA,ATELIDAE,Alouatta,Endangered
