biome,species,marginality,specialization,w.marginality,w.specialization,tip.mean,orderName,className,familyName,genusName,redlistCategory
Tropical_&_subtropical_moist_broadleaf_forests,Abronia_fimbriata,3.0304130789127677,5.213652777203528,2.987186596556886,4.385772761420394,2.7659443353155675,SQUAMATA,REPTILIA,ANGUIDAE,Abronia,Endangered
Tropical_&_subtropical_moist_broadleaf_forests,Abronia_gaiophantasma,3.049198601624058,4.5474174743291265,2.783473015766562,8.27487725838915,6.276708244789872,SQUAMATA,REPTILIA,ANGUIDAE,Abronia,Endangered
Tropical_&_subtropical_moist_broadleaf_forests,Acratosaura_mentalis,2.339728846838203,3.907668680019387,1.1569246288605084,3.73118216379679,6.4743881625363695,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Acratosaura,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Adelphicos_quadrivirgatum,2.6062115130658747,3.350801795294841,2.11134117835249,3.1438019099736247,3.267154091211034,SQUAMATA,REPTILIA,DIPSADIDAE,Adelphicos,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Adelphicos_veraepacis,2.4436238586400365,3.6694444138767506,3.300059775374579,5.065635601334238,2.7360619843471348,SQUAMATA,REPTILIA,DIPSADIDAE,Adelphicos,Vulnerable
Tropical_&_subtropical_moist_broadleaf_forests,Agkistrodon_bilineatus,1.7478570987349482,2.8048092570463936,1.4294617537785457,1.87122066605501,4.294109862328719,SQUAMATA,REPTILIA,VIPERIDAE,Agkistrodon,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Agkistrodon_piscivorus,4.367870840837161,6.593777894026284,2.0373003047320113,8.199776528487437,5.65466998401442,SQUAMATA,REPTILIA,VIPERIDAE,Agkistrodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Agkistrodon_taylori,4.927386853494231,9.744926199230084,4.863750097888988,9.746227909454689,4.476666017487619,SQUAMATA,REPTILIA,VIPERIDAE,Agkistrodon,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alexandresaurus_camacan,3.0479793877112287,10.288983578580432,3.077271497577917,9.769165094594907,24.028634697171768,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alexandresaurus,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Alopoglossus_angulatus,0.91815284456419,2.182754370386047,0.9463401121147864,2.374963032826688,3.637619547051772,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alopoglossus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alopoglossus_atriventris,1.5121201302828775,3.5237601517105626,1.5121201302828775,3.5237601517105626,10.525155032868774,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alopoglossus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alopoglossus_buckleyi,2.2909623375344084,4.557511691591546,2.2909623375344084,4.557511691591546,14.236802884697774,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alopoglossus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alopoglossus_copii,3.0240444083998512,11.058355313690337,3.0240444083998512,11.058355313690337,3.712230911421772,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alopoglossus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Alopoglossus_festae,3.981044211720266,3.082122549400168,3.9093433555707775,4.959881237385989,11.803360128476772,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Alopoglossus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amapasaurus_tetradactylus,2.033653801587733,34.96321322402849,2.033653801587733,34.96321322402849,12.793437592000773,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Amapasaurus,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amastridium_sapperi,2.54790790861834,6.133498032595307,2.5673887943890854,5.714663166704096,3.770749797328832,SQUAMATA,REPTILIA,DIPSADIDAE,Amastridium,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amastridium_veliferum,3.25898001092713,6.651698540174991,3.272399899941964,6.329849581648922,3.770749797328832,SQUAMATA,REPTILIA,DIPSADIDAE,Amastridium,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameiva_ameiva,0.4885253240077277,1.3480791457932475,0.5688105915684931,1.4776575225623134,10.584444577913295,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameiva_atrigularis,1.3294419281191454,10.056918199409695,2.105358125945937,9.137166038442338,7.861531504127969,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameiva_bifrontata,1.4672388817043884,2.457430028488374,2.271331366239213,3.617470841760224,2.875122127995696,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameiva_nodam,2.8353383696993664,14.044308516862785,3.152863781864868,10.220695120972662,3.5349669122530982,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,Near_Threatened
Tropical_&_subtropical_moist_broadleaf_forests,Ameiva_praesignis,2.295839075318458,1.9571031513633768,3.3443139828876376,4.996992187750078,6.2841971056754655,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_abaetensis,2.130382319062433,20.54782962462334,2.802649589891499,18.29013711089059,8.654515241373765,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Endangered
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_abalosi,4.008247903076014,14.739211140583778,2.1176561070673325,6.909522093190592,7.254454254225968,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_mumbuca,2.660747331066146,77.2542935911936,2.085800684890219,13.260775298815531,8.084342410799268,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_nativo,2.820387847530045,7.0799274360470035,2.8215579413036074,7.650579215065093,7.416163720121766,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Endangered
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_ocellifera,2.204702170984481,2.307728013753799,1.1804362554740409,2.7431345972861445,7.016387306987769,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Ameivula_pyrrhogularis,3.1549616961710036,11.887287041384084,3.0033243686627182,14.17380241613318,6.815607013957668,SQUAMATA,REPTILIA,TEIIDAE,Ameivula,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_amoipira,2.57132249364065,9.095949576349987,2.7033923548032264,13.770726146171732,5.6165209909972695,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_brongersmianus,0.19983418819798124,1.103902645397057,0.30721513890447366,1.3308791168415328,9.664323632237863,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_microstomus,2.530443311923038,9.937375352055106,2.2564664346032393,11.246447772421831,6.123848254345469,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_minuisquamus,2.0297231735095833,3.075852416236806,2.1782667898026173,3.169219163285507,7.472116911716066,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_paucisquamus,2.3349561994700423,5.575593446396448,2.358317599429937,6.265860133330895,5.770517122992764,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_reticulatus,0.6572396840293802,1.724808602176185,0.8282487642370143,1.9948577752968912,9.233851734155472,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amerotyphlops_tenuis,2.3297686581971857,3.3735301450257555,2.38547815091836,5.550104311099264,7.502608528328869,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,Least_Concern
Tropical_&_subtropical_moist_broadleaf_forests,Amphisbaena_alba,0.37825576963201335,1.1982180365184172,0.6089473594182683,1.5640301941689418,7.322607611793266,SQUAMATA,REPTILIA,AMPHISBAENIDAE,Amphisbaena,Least_Concern
