tree_id,K,K_pval,lambda,lambda_pval,class
68,0.015467903519050424,0.001,0.6732096479471423,1.6633519553450083e-49,Mammals
69,0.014065829329462019,0.001,0.6984979577341822,4.98774216730948e-49,Mammals
70,0.008392070546178916,0.4020000000000003,0.6667804399266759,9.104813182738257e-50,Mammals
71,0.01739133326046919,0.001,0.6660914472184595,7.57216233836e-50,Mammals
72,0.012601012746277965,0.03100000000000002,0.700371236205253,4.903400891358351e-50,Mammals
73,0.007140816440096014,0.9400000000000007,0.6852236585399379,5.215541726864334e-50,Mammals
74,0.015559899082778378,0.001,0.6748675537508434,3.764864138355554e-48,Mammals
75,0.010847536401439104,0.05000000000000004,0.6622417552499704,8.679061015924373e-48,Mammals
76,0.01844050369098479,0.001,0.661542253084132,3.156782537522881e-48,Mammals
77,0.010886160244338736,0.025000000000000015,0.67660054676092,1.8908255594215215e-49,Mammals
78,0.016318969299323045,0.001,0.715798393069515,9.78116436385485e-50,Mammals
79,0.010379590253011039,0.03100000000000002,0.7092496399065373,5.433889464195756e-51,Mammals
80,0.014493289065605182,0.002,0.6672854873476173,9.578229367380605e-49,Mammals
81,0.01332491510865686,0.09200000000000007,0.693587244230063,2.773028325911206e-49,Mammals
82,0.010798425120446969,0.008,0.6970896898956117,3.3026814097801135e-50,Mammals
83,0.0064092565072718915,0.6580000000000005,0.679859648163468,1.748943734190583e-48,Mammals
84,0.013344030128007727,0.028000000000000018,0.6834316649071625,2.132708337396579e-49,Mammals
85,0.017300159527243064,0.002,0.6592123147358351,5.33307178369235e-49,Mammals
86,0.010331745268764046,0.5660000000000004,0.66738933956451,2.0499945080556343e-49,Mammals
87,0.015496164374875455,0.001,0.6908753886129428,1.3199608804105908e-51,Mammals
88,0.01081812477941013,0.06100000000000005,0.7011802028829586,9.493495214754676e-50,Mammals
89,0.014735856344099218,0.002,0.6842226537851753,3.9531921997165e-49,Mammals
90,0.018289563293576852,0.001,0.7004321101486136,1.7464750652625896e-49,Mammals
91,0.01011226185773938,0.11200000000000009,0.682563243063807,2.067013600622208e-49,Mammals
92,0.011275519097265135,0.23700000000000018,0.6577956810988721,9.55640544452672e-49,Mammals
93,0.008912587657436053,0.45700000000000035,0.6721816678071114,7.126190542946341e-48,Mammals
94,0.013797434688685143,0.01900000000000001,0.6857734062476457,5.365316735853797e-50,Mammals
95,0.012859898758443296,0.002,0.6807924109806598,5.487316793570904e-50,Mammals
96,0.011158856370684197,0.23300000000000018,0.6624284260183978,9.241058227901014e-50,Mammals
97,0.01715453492317735,0.001,0.6488016090948864,5.205840845431037e-49,Mammals
98,0.014947181216448367,0.001,0.7058162818021526,2.2128694954367994e-49,Mammals
99,0.012162130776828872,0.01800000000000001,0.6761654737288944,1.0722177276307995e-49,Mammals
100,0.012282259125651597,0.36200000000000027,0.6842510453302754,2.822383952846123e-48,Mammals
1,0.004599993408117925,0.11500000000000009,0.5082481534610347,7.378386514569556e-67,Birds
2,0.010747441820882614,0.11000000000000008,0.48867090773431543,3.091335302528019e-66,Birds
3,0.02763213402258607,0.011000000000000003,0.4576940539008404,4.337378910132584e-68,Birds
4,0.012508751524161999,0.01800000000000001,0.5127658032617078,7.561175063468349e-68,Birds
5,0.032036486505070086,0.001,0.5207085924404604,7.65062603263841e-67,Birds
6,0.019102448643219517,0.02100000000000001,0.45040517838940214,9.291133346534436e-67,Birds
7,0.005395570171651769,0.02900000000000002,0.45750393244966436,1.1118061909331261e-65,Birds
8,0.018138486022603498,0.011000000000000003,0.5162062247024581,1.5074789561155994e-67,Birds
9,0.025949318745972116,0.001,0.5099995777422479,1.9799775173377126e-67,Birds
10,0.005791442208782989,0.05500000000000004,0.4600619067151431,3.099940409946918e-66,Birds
11,0.005427975423692335,0.09600000000000007,0.4781444649529719,2.9560218117629646e-66,Birds
12,0.01403781561898612,0.023000000000000013,0.5220806238710657,7.458433490404689e-66,Birds
13,0.009516767826640191,0.07800000000000006,0.4782697196279319,3.1783715325448173e-69,Birds
14,0.034215909166467065,0.001,0.4647083384240448,1.6247106261046242e-67,Birds
15,0.020181663492802118,0.013000000000000005,0.44796561190180667,1.2531745613063586e-67,Birds
16,0.03875769283007609,0.001,0.44796355949684563,2.8670174848380375e-67,Birds
17,0.007377941254049161,0.16100000000000012,0.4841977782678985,4.678412849190908e-68,Birds
18,0.015027425820129654,0.03100000000000002,0.46898263764137404,5.154693737560394e-66,Birds
19,0.006136971834921501,0.11900000000000009,0.49987239201766887,1.5882697000136466e-67,Birds
20,0.025814158448081034,0.002,0.48244202575984,5.609859136407137e-66,Birds
21,0.018030915166187926,0.04000000000000003,0.438059702546156,1.7829084125308593e-67,Birds
22,0.01675450490073814,0.015000000000000006,0.4575647732362099,4.374301341661973e-67,Birds
23,0.025186652551957837,0.005,0.47832759047228574,8.974515319292068e-67,Birds
24,0.02571333505547881,0.002,0.5016603715764839,3.572329834749797e-67,Birds
25,0.012245359934623279,0.10500000000000008,0.44215901231893845,4.9368336843563903e-67,Birds
26,0.018943750037089792,0.017000000000000008,0.4859949894566861,5.175613762504054e-69,Birds
27,0.031081118021853493,0.001,0.48179081528587714,1.5619005319350946e-66,Birds
28,0.006318563363657187,0.12500000000000008,0.4432113844789953,2.0457704044963625e-67,Birds
29,0.021404196243972926,0.009000000000000001,0.4976530645527335,9.89616227131253e-67,Birds
30,0.03262656877385858,0.001,0.4766387562353904,7.1677316914410035e-68,Birds
31,0.01675450490073814,0.011000000000000003,0.4575647732362099,4.374301341661973e-67,Birds
32,0.01990593848673542,0.005,0.5022274623000573,2.0023928756899327e-68,Birds
33,0.019328672272990205,0.005,0.47818489118190793,2.159524573784153e-65,Birds
34,0.0062281599326152815,0.11200000000000009,0.4832859104748694,1.0784812321708613e-68,Birds
35,0.032128943363822014,0.001,0.4488982768270409,4.460181298865963e-66,Birds
36,9.351577995227514e-4,0.8590000000000007,0.4596581782571069,2.1405884999072843e-67,Birds
37,0.010490821315001347,0.014000000000000005,0.5522055122419034,5.624084624324231e-66,Birds
38,0.02812063738511443,0.011000000000000003,0.4804860942802866,1.2398448631672634e-67,Birds
39,0.02742303078851103,0.001,0.501782702617353,3.8945139536069083e-66,Birds
40,0.026476702721101055,0.011000000000000003,0.449807983639768,5.927139688760605e-68,Birds
41,0.03463877962793505,0.001,0.4517141313941737,4.4023480852758505e-68,Birds
42,0.020493288246492002,0.002,0.4964160234467306,4.0814417878029106e-66,Birds
43,0.03242503635329831,0.005,0.4603670971447563,1.4042645504845232e-67,Birds
44,0.00344556131018218,0.07500000000000005,0.5163554455551262,5.722432462515305e-68,Birds
45,0.018227450729872554,0.05500000000000004,0.4563571664990978,6.194033582276416e-66,Birds
46,0.0024761110406070984,0.2860000000000002,0.5096659103567072,1.7493148975566604e-66,Birds
47,0.02839612081260531,0.001,0.4885985738874438,1.4564385231549757e-66,Birds
48,0.006461509805240512,0.11100000000000008,0.467201443264189,6.433804146619106e-69,Birds
49,0.004888705534764756,0.4130000000000003,0.5067982587411354,1.2824181196273347e-66,Birds
50,0.004599993408117925,0.11100000000000008,0.5082481534610347,7.378386514569556e-67,Birds
51,0.016591139793913284,0.026000000000000016,0.49249872849128523,1.145979987995549e-66,Birds
52,0.030179809697874524,0.001,0.46206931505258686,3.202450280839641e-67,Birds
53,0.005713934968903778,0.10200000000000008,0.47304602135139995,3.191362997408101e-68,Birds
54,0.017889146800082155,0.017000000000000008,0.5030110578946755,1.5373586226788168e-68,Birds
55,0.027437463393939876,0.004,0.4669596365389359,4.142152578581126e-67,Birds
56,0.006160293994803608,0.1470000000000001,0.4929622394872595,1.2388435106349194e-68,Birds
57,0.007964732801578715,0.06200000000000005,0.4588787025765588,8.843122338086795e-68,Birds
58,0.03254545967034195,0.001,0.4381984030331438,7.60249585680558e-63,Birds
59,0.03283927787370574,0.001,0.4684298573747319,2.977900262290671e-66,Birds
60,0.001958475633155943,0.5780000000000004,0.47303807765821604,1.0479777056048836e-66,Birds
61,0.0012112405127232206,0.6370000000000005,0.5052594414281443,3.5368974950757845e-66,Birds
62,0.026113654449683277,0.01800000000000001,0.4389178328533807,3.42204188872632e-67,Birds
63,0.0058874395805389,0.03400000000000002,0.4572542624306147,2.535384375225769e-66,Birds
64,0.002897587360846215,0.20900000000000016,0.47056759346184956,2.993656062980269e-65,Birds
65,0.0030798630940035536,0.18300000000000013,0.5026338872516379,3.492447211463941e-67,Birds
66,0.022425936870080033,0.005,0.47207023851761215,4.842676127373333e-66,Birds
67,0.025260300659470106,0.010000000000000002,0.45796875923257996,5.5111159649292006e-67,Birds
68,0.004868292534163416,0.11600000000000009,0.541692680056005,9.250564775029186e-67,Birds
69,0.025824409954137637,0.003,0.5164992675853214,5.112386376027572e-66,Birds
70,0.019362170325659456,0.011000000000000003,0.49259798788070863,9.444754952108203e-67,Birds
71,0.026841059030359417,0.006,0.5046410100399917,1.1720315226393717e-66,Birds
72,0.015885710066701267,0.017000000000000008,0.47970639444225416,3.0330848922507755e-68,Birds
73,0.007251456220080336,0.1210000000000001,0.48570161206445345,1.9589324670030668e-67,Birds
74,0.004690620782539105,0.1430000000000001,0.45741719663550545,1.8748745294075967e-65,Birds
75,0.013734095747137626,0.11400000000000009,0.46229421369146456,2.923699262460673e-68,Birds
76,0.020493288246492002,0.003,0.4964160234467306,4.0814417878029106e-66,Birds
77,0.02226071111764941,0.047000000000000035,0.465510732496393,1.0506208326829589e-67,Birds
78,0.01554198716645327,0.017000000000000008,0.49939889885408745,2.5413114233774014e-66,Birds
79,0.032126546599607585,0.003,0.4383264685342903,2.3827398550072216e-65,Birds
80,0.00734199516948011,0.10800000000000008,0.47859317843339544,6.521096889911672e-66,Birds
81,0.03220214793021109,0.002,0.4547168058952293,1.4956478855382698e-66,Birds
82,5.437204849340927e-4,0.7190000000000005,0.5068808406997375,3.641003302520286e-66,Birds
83,0.023218401477237863,0.004,0.4938924757569663,1.8631536199869976e-65,Birds
84,0.013975613722101737,0.03800000000000003,0.514622595007447,7.201496401170323e-67,Birds
85,0.019150420987583808,0.025000000000000015,0.5630839016346855,1.2991386911088266e-65,Birds
86,0.0013123653811635417,0.5990000000000004,0.45064767574970854,4.471038501910728e-65,Birds
87,0.01561528156910215,0.04300000000000003,0.5042527532582827,2.542566633014574e-68,Birds
88,0.017579822478197723,0.04400000000000003,0.4767571275959071,9.792062764125435e-66,Birds
89,0.005869998077305493,0.1420000000000001,0.48651424285785877,3.9479001387485443e-66,Birds
90,0.024283350431296334,0.008,0.481112664111692,1.6406252945907546e-66,Birds
91,0.007377941254049161,0.1510000000000001,0.4841977782678985,4.678412849190908e-68,Birds
92,0.029399521207715787,0.003,0.4853320443456376,1.621268214205377e-66,Birds
93,0.025685327962189627,0.002,0.47602273480220786,1.7026843543056093e-67,Birds
94,0.004959788463861495,0.1430000000000001,0.45437723018560333,6.477821454548946e-66,Birds
95,0.03137607313627564,0.002,0.5108209038876517,6.276192215825167e-68,Birds
96,0.029681867078273895,0.005,0.47002775696600746,1.500121852027017e-66,Birds
97,0.006270757664701476,0.1400000000000001,0.4698079606783496,4.886794302932392e-67,Birds
98,0.022138883672671607,0.03300000000000002,0.4885754581652992,4.307063936382725e-68,Birds
99,0.018915905370089425,0.023000000000000013,0.47276775766513707,1.6295929848631923e-65,Birds
100,0.01320997748743233,0.026000000000000016,0.4899261156286482,2.3186693707280622e-66,Birds
1,0.02444284570235745,0.3080000000000002,0.38214655819967025,2.1169255022349097e-19,Reptiles
2,0.01935181005729094,0.5550000000000004,0.43406157472902307,1.4003794605431188e-19,Reptiles
3,0.022775476593579168,0.17700000000000013,0.378238702608338,2.1161720188872396e-18,Reptiles
4,0.02760729942236655,0.02900000000000002,0.43673564596508674,2.7657185431850737e-20,Reptiles
5,0.02429924649063571,0.2630000000000002,0.4271126094414737,7.027470454727244e-20,Reptiles
6,0.019400552835113397,0.2910000000000002,0.457984767109207,2.999161322002886e-21,Reptiles
7,0.02443563278314076,0.011000000000000003,0.43952695073137515,1.5690034291809021e-19,Reptiles
8,0.03273240352309644,0.012000000000000004,0.4133693418747738,1.9316803576567054e-20,Reptiles
9,0.030044173673813627,0.006,0.4231611776395747,1.854473314766246e-19,Reptiles
10,0.02845604448996604,0.02000000000000001,0.39637751882909955,3.394589730817859e-19,Reptiles
11,0.02341901652285837,0.08700000000000006,0.35783962298355143,1.4498585264676e-18,Reptiles
12,0.034277691867664696,0.001,0.43237836292827836,3.0861509540160412e-21,Reptiles
13,0.014537270349193342,0.5850000000000004,0.43650543444347584,4.1105831114019193e-20,Reptiles
14,0.020475502874436554,0.20400000000000015,0.37639320225002104,6.425093512709082e-19,Reptiles
15,0.02039367510268035,0.1580000000000001,0.38529444472909186,1.1068816883904566e-19,Reptiles
16,0.028180961785579346,0.004,0.40700302924291326,1.9937068235750426e-19,Reptiles
17,0.026988601082110045,0.11400000000000009,0.42711594342621223,1.441336474544152e-20,Reptiles
18,0.02275272776624372,0.017000000000000008,0.4278325509979669,3.2706860280004724e-20,Reptiles
19,0.02424320192942981,0.036000000000000025,0.44633059212533505,1.1326136648265794e-19,Reptiles
20,0.021519853396799377,0.35900000000000026,0.40048955728200764,7.99841916765715e-19,Reptiles
21,0.02602148123678423,0.017000000000000008,0.4112042785132802,6.657709305165334e-20,Reptiles
22,0.032762543978188015,0.005,0.39076279656640034,7.303908778078094e-19,Reptiles
23,0.02533850255665742,0.08600000000000006,0.43104056339973135,6.4412475065394275e-21,Reptiles
24,0.02728671121693264,0.2960000000000002,0.3376778115342347,1.186963949211946e-18,Reptiles
25,0.03158804661512977,0.005,0.4315591094451093,3.6817542759313364e-20,Reptiles
26,0.028228943755424604,0.007,0.4034478290377957,2.1726015676062425e-19,Reptiles
27,0.022433741169974857,0.06200000000000005,0.40074615477382003,1.3170277244383967e-18,Reptiles
28,0.02637957809583417,0.035000000000000024,0.4098467184415687,3.094770105166571e-19,Reptiles
29,0.03108726396497391,0.006,0.45188652831362697,2.3010329023135736e-20,Reptiles
30,0.035492074827387296,0.003,0.41793889735402107,7.209474562520803e-20,Reptiles
31,0.02125213880978912,0.46300000000000036,0.3983966965675585,1.782230890432934e-19,Reptiles
32,0.023286981162608356,0.08100000000000006,0.3545925867565814,6.0061063123349425e-18,Reptiles
33,0.02344643535689286,0.01800000000000001,0.41922289894550735,1.650343739179592e-19,Reptiles
34,0.02706955982074732,0.02100000000000001,0.39731331855677676,1.3861864168154373e-18,Reptiles
35,0.025164736038504634,0.009000000000000001,0.4237328942220015,1.9920209150460304e-20,Reptiles
36,0.027708690859977958,0.08300000000000006,0.3750891556003868,1.0506975792446046e-19,Reptiles
37,0.02831951332686061,0.03400000000000002,0.3871705162689927,1.7357472844880828e-19,Reptiles
38,0.025297749336690944,0.005,0.3977053996576153,3.261966491344005e-19,Reptiles
39,0.027184599146237914,0.03400000000000002,0.38616089935123615,1.7747494437992985e-18,Reptiles
40,0.024091429955357475,0.07600000000000005,0.41188402774490457,2.1093691409353285e-18,Reptiles
41,0.023104889107871833,0.2730000000000002,0.46274047752394265,3.1014224753428597e-21,Reptiles
42,0.025775283911141596,0.01800000000000001,0.3932527509115327,4.653539376268953e-19,Reptiles
43,0.029844942424126917,0.002,0.392153036442392,9.31334374738269e-19,Reptiles
44,0.02903437023822262,0.010000000000000002,0.38271321842859346,4.659766041302553e-19,Reptiles
45,0.023547159664142028,0.027000000000000017,0.4395255904705422,3.938091416385985e-20,Reptiles
46,0.03070362148083239,0.004,0.4189022875756084,5.79817368419552e-20,Reptiles
47,0.02411717230702646,0.21400000000000016,0.36223874961303687,2.569224151106988e-18,Reptiles
48,0.030379643435916686,0.01900000000000001,0.4068360848996026,2.9464556641668736e-21,Reptiles
49,0.02039367510268035,0.1560000000000001,0.38529444472909186,1.1068816883904566e-19,Reptiles
50,0.030024100339141675,0.08200000000000006,0.37736757447872243,1.5018263353159281e-19,Reptiles
51,0.029233079489498093,0.003,0.3867742440340244,5.628520204066285e-19,Reptiles
52,0.021059467757958163,0.03800000000000003,0.40556278983576766,5.405821824474028e-19,Reptiles
53,0.02030185826010836,0.45200000000000035,0.374062939574493,1.0613350353805941e-18,Reptiles
54,0.020289172014492613,0.33000000000000024,0.3774862520664265,1.8306164764183735e-18,Reptiles
55,0.023970677506851824,0.04300000000000003,0.4338925430794766,1.769895899885686e-19,Reptiles
56,0.0207348389974402,0.08600000000000006,0.4062095130424609,2.498286438712235e-19,Reptiles
57,0.025098883930064424,0.022000000000000013,0.4010902607875194,5.398880579727242e-19,Reptiles
58,0.023970677506851824,0.036000000000000025,0.4338925430794766,1.769895899885686e-19,Reptiles
59,0.03389030605468765,0.001,0.38613265634961763,4.495776310674702e-19,Reptiles
60,0.020306005740358284,0.4920000000000004,0.37337240425635587,9.482296769944304e-18,Reptiles
61,0.025578987287798265,0.015000000000000006,0.41035121946620956,9.486200018930403e-21,Reptiles
62,0.029914176890209178,0.001,0.38922366206456127,8.263736132556671e-19,Reptiles
63,0.025557329302488926,0.024000000000000014,0.42198424120840017,1.1826538937016196e-19,Reptiles
64,0.02361525009231471,0.31900000000000023,0.40267920473641944,7.546631806616647e-20,Reptiles
65,0.027708690859977958,0.06900000000000005,0.3750891556003868,1.0506975792446046e-19,Reptiles
66,0.02971846706283783,0.007,0.41542792907771764,1.4341435548272278e-19,Reptiles
67,0.017069100361318264,0.5640000000000004,0.411062509073249,1.6236371828047575e-19,Reptiles
68,0.0298559707607156,0.004,0.43597136497882527,7.475242332035557e-20,Reptiles
69,0.03286206059770638,0.004,0.38841792239132483,4.752102292504518e-19,Reptiles
70,0.020061053319291883,0.07800000000000006,0.4214577410691609,1.3934773571119046e-19,Reptiles
71,0.025061616246436214,0.17800000000000013,0.3789333954009996,9.880550095613744e-18,Reptiles
72,0.02741173788063795,0.005,0.46279649195092715,2.4706493132715702e-21,Reptiles
73,0.020789278912194807,0.3110000000000002,0.4323553253610823,3.538353168256688e-19,Reptiles
74,0.02692477412867895,0.02900000000000002,0.3907707619298978,5.912861167729034e-19,Reptiles
75,0.028086047123049927,0.01900000000000001,0.3632539770189413,5.566509265587607e-18,Reptiles
76,0.024517050913118756,0.10100000000000008,0.4274088795481467,9.743796073626061e-21,Reptiles
77,0.024942147160314915,0.3110000000000002,0.3828066642872343,3.6440868982216736e-18,Reptiles
78,0.02803739830256533,0.011000000000000003,0.4066274145308435,2.2242796214553833e-19,Reptiles
79,0.02497095209377283,0.017000000000000008,0.4056345201514489,3.139937872831724e-19,Reptiles
80,0.026988601082110045,0.11600000000000009,0.42711594342621223,1.441336474544152e-20,Reptiles
81,0.013443193621825365,0.8950000000000007,0.4121077576575025,3.987797995118373e-20,Reptiles
82,0.03450421886240023,0.009000000000000001,0.3741413633707878,8.115187184074319e-20,Reptiles
83,0.022433741169974857,0.06500000000000004,0.40074615477382003,1.3170277244383967e-18,Reptiles
84,0.021931031023463835,0.6440000000000005,0.42707284811787116,1.6599453766359347e-20,Reptiles
85,0.029240639977014354,0.001,0.3899445426061744,1.4259332687132086e-19,Reptiles
86,0.021756420766778885,0.2800000000000002,0.4568528248494551,5.781414150669879e-21,Reptiles
87,0.026945945996700055,0.009000000000000001,0.4300655566188418,2.673620913022084e-20,Reptiles
88,0.026423255402097206,0.005,0.3853239066361439,1.2075678328666622e-17,Reptiles
89,0.032077974023761065,0.006,0.3746899257338729,2.633043549882198e-19,Reptiles
90,0.029173875963125925,0.004,0.40099533019172234,4.337569959855178e-19,Reptiles
91,0.0198831087137535,0.04300000000000003,0.41746464009648354,3.7300025958621584e-19,Reptiles
92,0.02219711208195633,0.06900000000000005,0.3838074258957707,7.269209221612744e-20,Reptiles
93,0.022223458487744024,0.5450000000000004,0.4082068953746928,4.4956007496435595e-21,Reptiles
94,0.020282290791563976,0.8180000000000006,0.3709303548316023,1.1692664190526361e-18,Reptiles
95,0.03574853241124121,0.005,0.41428873045163395,1.1639328493976408e-20,Reptiles
96,0.022775476593579168,0.17700000000000013,0.378238702608338,2.1161720188872396e-18,Reptiles
97,0.027062858824594468,0.025000000000000015,0.37040999019001414,2.4842598196812724e-18,Reptiles
98,0.021950398392941706,0.025000000000000015,0.4141903715749989,5.185143354825705e-19,Reptiles
99,0.024014130687867855,0.3170000000000002,0.40587391600796585,1.4062212562644936e-19,Reptiles
100,0.02450392625622754,0.037000000000000026,0.4024298541694676,7.976792762387615e-19,Reptiles
1,0.038807233064013964,0.44600000000000034,0.6253866830729945,1.5718974334862794e-45,Amphibians
2,0.04729648365175564,0.004,0.7084901393929568,1.5678591684597438e-50,Amphibians
3,0.021474770618423178,0.7290000000000005,0.6518889838495905,5.1512675882287e-45,Amphibians
4,0.03805742421644869,0.014000000000000005,0.7127046298951665,1.45137914144014e-48,Amphibians
5,0.015084084738270925,0.6690000000000005,0.6216533465811085,8.241324227101035e-44,Amphibians
6,0.045633314567015075,0.001,0.6665229540828983,1.9527967316741323e-48,Amphibians
7,0.0327672299234467,0.23900000000000018,0.6485284992592756,1.1452913981634631e-48,Amphibians
8,0.01985831761744616,0.5800000000000004,0.6829531840620704,1.7925990343244916e-46,Amphibians
9,0.03959708994656514,0.01900000000000001,0.6611548735137516,6.895958169193618e-47,Amphibians
10,0.03278022613648255,0.007,0.670461066577962,5.7643627126462286e-49,Amphibians
11,0.03278022613648255,0.014000000000000005,0.670461066577962,5.7643627126462286e-49,Amphibians
12,0.054084428759216874,0.001,0.7284300827228087,7.246470699441591e-52,Amphibians
13,0.048206237996033914,0.007,0.630678624765312,4.365879903978015e-49,Amphibians
14,0.018003452816266897,0.7650000000000006,0.6191002497069077,8.187446580972728e-45,Amphibians
15,0.039453501789909355,0.025000000000000015,0.6531745442628185,7.920652654098354e-48,Amphibians
16,0.033574021046019475,0.5230000000000004,0.6514148233411349,2.3820091924116382e-49,Amphibians
17,0.03216422768180606,0.05000000000000004,0.6797598976282052,7.681137272769426e-46,Amphibians
18,0.031054961472230604,0.3020000000000002,0.6244691128322413,5.484832585862617e-48,Amphibians
19,0.02501090038595493,0.5490000000000004,0.6564566239757265,1.099379858045992e-44,Amphibians
