tree_id,K,K_pval,lambda,lambda_pval,class
20,0.03697441386890758,0.06600000000000004,0.6903988150042843,8.442855958294197e-52,Amphibians
21,0.043285467933954935,0.05300000000000004,0.647441838576283,2.88482784518252e-48,Amphibians
22,0.025350839193345496,0.34400000000000025,0.6148063799715193,2.7610906034315895e-46,Amphibians
23,0.0222303427404707,0.6060000000000004,0.6558474956427298,1.1080810079465721e-46,Amphibians
24,0.03982395250817869,0.002,0.6305821413216717,4.240240650826144e-46,Amphibians
25,0.046782032155408104,0.005,0.6671400911256178,1.4997742460444596e-46,Amphibians
26,0.04359320181540302,0.003,0.6062478611355478,5.831874786137632e-45,Amphibians
27,0.03779695341895353,0.027000000000000017,0.6426216208408,7.228333385152389e-47,Amphibians
28,0.04443108603601812,0.002,0.6487810206271253,8.459716990110165e-45,Amphibians
29,0.040093487935108856,0.037000000000000026,0.6570541124704914,4.595421091169733e-52,Amphibians
30,0.03931969062228111,0.006,0.6478854976336156,5.984074694742135e-45,Amphibians
31,0.04514068124618419,0.002,0.6527127839118537,9.387608899883315e-45,Amphibians
32,0.03935074922531288,0.001,0.6471491994119121,1.5045598333832997e-46,Amphibians
33,0.04535660549295066,0.001,0.676882122046495,2.362872688269708e-47,Amphibians
34,0.04062843236351088,0.007,0.6090719801544294,6.636482923030781e-44,Amphibians
35,0.02459444203320473,0.6530000000000005,0.6799741078849876,4.645316300403731e-49,Amphibians
36,0.01755240215108277,0.7440000000000005,0.6539243161524516,6.174467112206308e-50,Amphibians
37,0.04178563760109987,0.004,0.6976375658036791,1.4175513519584933e-47,Amphibians
38,0.02963295756667325,0.45800000000000035,0.6302369837323624,2.2698970234213554e-46,Amphibians
39,0.04585519498836426,0.003,0.6740067650918364,8.041720906748449e-48,Amphibians
40,0.035978482320557136,0.25600000000000017,0.6020894764694736,6.729534403310818e-46,Amphibians
41,0.031607295999975145,0.16200000000000012,0.6380511761988495,1.0472253480564637e-48,Amphibians
42,0.03174414323918574,0.06900000000000005,0.6027018194503121,3.018962612737478e-45,Amphibians
43,0.028186392074194183,0.2970000000000002,0.6614929851365923,2.0462439388313005e-45,Amphibians
44,0.011487251753371288,0.5990000000000004,0.6103469971824778,1.1179976443525273e-46,Amphibians
45,0.037985921148941955,0.20400000000000015,0.6155809159002132,8.765675594010037e-45,Amphibians
46,0.039474279445265305,0.1440000000000001,0.6261829733017222,2.8332379063255593e-46,Amphibians
47,0.038807233064013964,0.47900000000000037,0.6253866830729945,1.5718974334862794e-45,Amphibians
48,0.05168475163321291,0.003,0.6505332236488611,2.0200114099261936e-47,Amphibians
49,0.03959708994656514,0.027000000000000017,0.6611548735137516,6.895958169193618e-47,Amphibians
50,0.05236941997555066,0.001,0.6390537146746392,4.539017127075927e-47,Amphibians
51,0.018538531739187257,0.1560000000000001,0.59153435372497,5.330986821911812e-44,Amphibians
52,0.02436538927542317,0.36500000000000027,0.608888586152328,7.827667047874014e-43,Amphibians
53,0.04701750045873913,0.002,0.6300878470131913,1.9986351660145398e-46,Amphibians
54,0.032266094042671965,0.2590000000000002,0.6506858708229917,1.951885121372208e-48,Amphibians
55,0.029842749606642266,0.32300000000000023,0.6577049689265896,9.578177543530047e-48,Amphibians
56,0.037985921148941955,0.20900000000000016,0.6155809159002132,8.765675594010037e-45,Amphibians
57,0.030803325294034838,0.24000000000000019,0.6136528222750397,5.4289487376988127e-45,Amphibians
58,0.027868763143186925,0.2590000000000002,0.5874387695601307,3.3895615119852925e-45,Amphibians
59,0.018915251253152503,0.6510000000000005,0.6596703305544103,3.294871870550577e-49,Amphibians
60,0.04240248439711576,0.028000000000000018,0.6167044784363438,3.5831144551239997e-44,Amphibians
61,0.010425237929272769,0.6660000000000005,0.6114069670196788,1.5571443505645045e-44,Amphibians
62,0.04289752432555131,0.001,0.6748185318487062,7.954825681372985e-46,Amphibians
63,0.01985831761744616,0.5800000000000004,0.6829531840620704,1.7925990343244916e-46,Amphibians
64,0.027598232676922425,0.5850000000000004,0.6485540596689777,1.2563637556739697e-44,Amphibians
65,0.037741637784819045,0.006,0.6485904604606315,1.4669052875943914e-45,Amphibians
66,0.03182918424199128,0.36100000000000027,0.6353448932026091,8.6616685905929e-48,Amphibians
67,0.04477976148618922,0.001,0.623314538773977,1.1859233755190708e-45,Amphibians
68,0.00790340929853884,0.8510000000000006,0.5872000272374179,2.0433047854777533e-43,Amphibians
69,0.038235175417395,0.002,0.6966379015841941,7.108299956710946e-49,Amphibians
70,0.049312538280477373,0.001,0.6252787193666021,2.9491128613681943e-44,Amphibians
71,0.0022370289626819587,0.9920000000000008,0.6243631817649109,3.1332155051075375e-46,Amphibians
72,0.044764386613250384,0.001,0.6679524126671357,2.5430301224040464e-45,Amphibians
73,0.03869735939755781,0.008,0.6245063597457511,4.561831504039976e-44,Amphibians
74,0.048919916781960185,0.001,0.6650024496567359,3.884580382009174e-49,Amphibians
75,0.011831043372668089,0.8630000000000007,0.6582996436727447,2.8396206632735216e-49,Amphibians
76,0.054076241608519926,0.002,0.6355153993730295,3.104183560671166e-48,Amphibians
77,0.0514854917459346,0.002,0.6677616259826882,2.7103370372249357e-48,Amphibians
78,0.053344346166778286,0.003,0.6614305995249106,5.098765319503039e-50,Amphibians
79,0.03245256262550527,0.20200000000000015,0.6165111987629929,9.296548505797664e-49,Amphibians
80,0.021617973690869655,0.7160000000000005,0.5996745439280899,3.5177879179178504e-44,Amphibians
81,0.026057795949587896,0.4000000000000003,0.6801523267930839,4.990085749798663e-48,Amphibians
82,0.03959708994656514,0.02000000000000001,0.6611548735137516,6.895958169193618e-47,Amphibians
83,0.04676434904561333,0.003,0.6226164519313659,6.770311722809984e-44,Amphibians
84,0.007597476125579523,0.9620000000000007,0.5804195783597387,1.9771239066893494e-45,Amphibians
85,0.0022370289626819587,0.9940000000000008,0.6243631817649109,3.1332155051075375e-46,Amphibians
86,0.032436421450434155,0.10500000000000008,0.6615637743700875,1.6833550079983064e-49,Amphibians
87,0.03741490084370223,0.012000000000000004,0.7041077184438346,1.2019057037131914e-47,Amphibians
88,0.04018716941066473,0.002,0.6733248707783043,4.4131971966745034e-49,Amphibians
89,0.05493695797739026,0.005,0.6472770757164845,2.341381464639435e-48,Amphibians
90,0.04984140857740527,0.001,0.6173195438143902,1.1413299300158436e-45,Amphibians
91,0.04018685304152251,0.013000000000000005,0.6164210736550801,3.395399448838594e-46,Amphibians
92,0.02699250705815075,0.21000000000000016,0.637209855169575,2.9057348076978745e-46,Amphibians
93,0.04266321174933192,0.001,0.6918909629509735,3.359623477280835e-48,Amphibians
94,0.03833682021027491,0.02100000000000001,0.5931936960000542,8.523619111899485e-46,Amphibians
95,0.03630844399471038,0.005,0.742262997300125,1.6025382885663022e-49,Amphibians
96,0.050264362776506526,0.001,0.6507565367390096,1.1024699312320721e-44,Amphibians
97,0.04443108603601812,0.003,0.6487810206271253,8.459716990110165e-45,Amphibians
98,0.03747084553598694,0.010000000000000002,0.6573238768360157,2.0074945224180203e-47,Amphibians
99,0.02761770793816997,0.45200000000000035,0.6269713746539268,6.343939015783341e-45,Amphibians
100,0.037529835937090236,0.03800000000000003,0.6529612539723181,3.066949677107777e-49,Amphibians
