term,Estimate,Std..Error,t.value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
(Intercept),1.1196143613541518,0.22705499828865788,4.9310271510991885,9.541159522452602e-7,-6.479819210573896e-4,0.7426056512934308,0.6119579566627141,0.8293681796104874,mammals,low,neo_marginality
log(low.age + 1),-0.008451821977137326,0.014547397387242363,-0.5809851585239105,0.5613785519277206,-6.479819210573896e-4,0.7426056512934308,0.6119579566627141,0.8293681796104874,mammals,low,neo_marginality
(Intercept),1.1196126017193215,0.2269350718646696,4.933625254658702,9.417975066483564e-7,-5.994037470881297e-4,0.7427449162807591,0.6121599418996528,0.8294624384137128,mammals,int,neo_marginality
log(int.age + 1),-0.010247513377035519,0.016468860591798033,-0.6222357229825041,0.5339256724953569,-5.994037470881297e-4,0.7427449162807591,0.6121599418996528,0.8294624384137128,mammals,int,neo_marginality
(Intercept),1.1239259739487357,0.2270344653042899,4.9504641176059305,8.655980823224496e-7,-3.2285746067428145e-4,0.7430976258819453,0.6127110894215273,0.8296793035567331,mammals,high,neo_marginality
log(high.age + 1),-0.017149268607527572,0.02095392761412667,-0.8184274052739362,0.41330396089690846,-3.2285746067428145e-4,0.7430976258819453,0.6127110894215273,0.8296793035567331,mammals,high,neo_marginality
(Intercept),2.1907603018658546,0.5270243823916861,4.156848098609743,3.496969844896114e-5,8.232088405887877e-4,0.6411144799835007,0.5266420169897176,0.7363643458191503,mammals,low,neo_specialization
log(low.age + 1),-0.055474996005618074,0.04086522363245184,-1.3575111323155549,0.17491853357167875,8.232088405887877e-4,0.6411144799835007,0.5266420169897176,0.7363643458191503,mammals,low,neo_specialization
(Intercept),2.1864272688421376,0.5265354889051976,4.152478446207454,3.5633017754221896e-5,8.4754840943826e-4,0.6410929784305521,0.5266575407102554,0.7363268971623624,mammals,int,neo_specialization
log(int.age + 1),-0.0634891133043577,0.046455452135385204,-1.3666665673456642,0.17203041340983627,8.4754840943826e-4,0.6410929784305521,0.5266575407102554,0.7363268971623624,mammals,int,neo_specialization
(Intercept),2.18219593487339,0.52649155290812,4.144788122088282,3.682957700279488e-5,6.992621864090439e-4,0.6410600230079385,0.5266819838295085,0.7362786498518351,mammals,high,neo_specialization
log(high.age + 1),-0.0777362214049344,0.05934502281249071,-1.3099029660929338,0.19052301843502617,6.992621864090439e-4,0.6410600230079385,0.5266819838295085,0.7362786498518351,mammals,high,neo_specialization
(Intercept),1.11399749181662,0.22372950358996782,4.979215856386374,7.490270212962002e-7,-9.276822011186056e-4,0.7287454539871011,0.5941065394142863,0.8191536509948556,mammals,low,neo_marginality
log(low.age + 1),-0.003256009237965267,0.014297711314989234,-0.22772940131696306,0.8199021641366804,-9.276822011186056e-4,0.7287454539871011,0.5941065394142863,0.8191536509948556,mammals,low,neo_marginality
(Intercept),1.1135015093413718,0.22367344655421606,4.978246307263258,7.526985279504572e-7,-9.347252503806209e-4,0.728757804375798,0.5941202642091017,0.8191641626033183,mammals,int,neo_marginality
log(int.age + 1),-0.0034191909403258457,0.01617782154825444,-0.21135051651591316,0.8326559029213891,-9.347252503806209e-4,0.728757804375798,0.5941202642091017,0.8191641626033183,mammals,int,neo_marginality
(Intercept),1.1137421813159363,0.22375129480417957,4.977589882957549,7.551941381134242e-7,-9.316233376539404e-4,0.7288489371286566,0.5942389591929137,0.819227159966866,mammals,high,neo_marginality
log(high.age + 1),-0.00443244509561889,0.020265820683217844,-0.21871530222752855,0.8269154957056088,-9.316233376539404e-4,0.7288489371286566,0.5942389591929137,0.819227159966866,mammals,high,neo_marginality
(Intercept),2.207210260953585,0.5590662402964471,3.9480299504101746,8.419335253062599e-5,0.002384899631443776,0.6668122762082613,0.5511364458165461,0.760620935387668,mammals,low,neo_specialization
log(low.age + 1),-0.07469638432907666,0.040240939267183,-1.856228648966763,0.06370862601042981,0.002384899631443776,0.6668122762082613,0.5511364458165461,0.760620935387668,mammals,low,neo_specialization
(Intercept),2.2045441734975304,0.558898863707345,3.944442038894341,8.54445155824557e-5,0.0023657169757442583,0.666777383405018,0.5511182977192504,0.7605893372991612,mammals,int,neo_specialization
log(int.age + 1),-0.0844377859574014,0.045619609520187294,-1.8509098794463932,0.06447090121016164,0.0023657169757442583,0.666777383405018,0.5511182977192504,0.7605893372991612,mammals,int,neo_specialization
(Intercept),2.2084203485146845,0.5589764699509499,3.950828822380436,8.322939976501686e-5,0.0024407773014934347,0.6667279715191478,0.5511090783881778,0.7605347989816117,mammals,high,neo_specialization
log(high.age + 1),-0.10713870399750663,0.05724331827374369,-1.8716368517484934,0.0615423384243825,0.0024407773014934347,0.6667279715191478,0.5511090783881778,0.7605347989816117,mammals,high,neo_specialization
(Intercept),1.1329999230516348,0.2509316951600027,4.515172634246921,7.062421798709195e-6,1.3968633083881013e-4,0.7628164490999585,0.6350065266553304,0.8451754215381413,mammals,low,neo_marginality
log(low.age + 1),-0.01592624781610359,0.014897237021860138,-1.0690739358401484,0.2852887905954955,1.3968633083881013e-4,0.7628164490999585,0.6350065266553304,0.8451754215381413,mammals,low,neo_marginality
(Intercept),1.133495354148694,0.25093008040808606,4.517176068749102,6.997253701790385e-6,2.7525027900640993e-4,0.762974161632862,0.6353377457974475,0.8452492441514243,mammals,int,neo_marginality
log(int.age + 1),-0.01911235669831113,0.01688216227885366,-1.1321036003931189,0.2578564300596722,2.7525027900640993e-4,0.762974161632862,0.6353377457974475,0.8452492441514243,mammals,int,neo_marginality
(Intercept),1.1369443185726016,0.2512374021904314,4.5253784216047075,6.736402923035456e-6,5.957307507380411e-4,0.7635220235158802,0.6363481409747499,0.8455300372032254,mammals,high,neo_marginality
log(high.age + 1),-0.02719734274407707,0.021435868048025122,-1.2687772980848682,0.2048094026451448,5.957307507380411e-4,0.7635220235158802,0.6363481409747499,0.8455300372032254,mammals,high,neo_marginality
(Intercept),2.243382107112844,0.6335019112074007,3.541239682824553,4.16211143314138e-4,0.004803853196411577,0.7104512083924185,0.6018241701610709,0.7943853593281425,mammals,low,neo_specialization
log(low.age + 1),-0.1020831241598037,0.04189204217547016,-2.43681422195212,0.014987091572276512,0.004803853196411577,0.7104512083924185,0.6018241701610709,0.7943853593281425,mammals,low,neo_specialization
(Intercept),2.2410530144890854,0.6330237568013081,3.5402352445873553,4.177791053818769e-4,0.004974607898201826,0.7102681902273464,0.6016111979966938,0.7942519590408514,mammals,int,neo_specialization
log(int.age + 1),-0.11760925465663208,0.04756223103924261,-2.4727446986159065,0.013569789369781482,0.004974607898201826,0.7102681902273464,0.6016111979966938,0.7942519590408514,mammals,int,neo_specialization
(Intercept),2.2496926354426696,0.6325917267572494,3.556310555901352,3.933361080412645e-4,0.00540873905211212,0.7099513773279199,0.6012393939223746,0.794016339106376,mammals,high,neo_specialization
log(high.age + 1),-0.15498015561792491,0.06049469299739868,-2.561880190458842,0.010553184809243499,0.00540873905211212,0.7099513773279199,0.6012393939223746,0.794016339106376,mammals,high,neo_specialization
(Intercept),1.1066435382682653,0.22975177269487307,4.816692055464433,1.6801767870333606e-6,-9.780222165477386e-4,0.7325303975923293,0.5935030371702943,0.8240270356885202,mammals,low,neo_marginality
log(low.age + 1),3.2142449169709174e-4,0.014972765061726505,0.021467276777000895,0.982877097169129,-9.780222165477386e-4,0.7325303975923293,0.5935030371702943,0.8240270356885202,mammals,low,neo_marginality
(Intercept),1.1078063926617563,0.22959519499129472,4.825041711799585,1.6128005639881593e-6,-9.778000566039984e-4,0.7325858675256733,0.5935541109769616,0.8240757603950515,mammals,int,neo_marginality
log(int.age + 1),-4.473325383601394e-4,0.017058487829884252,-0.02622345795366873,0.9790842249268898,-9.778000566039984e-4,0.7325858675256733,0.5935541109769616,0.8240757603950515,mammals,int,neo_marginality
(Intercept),1.111457323199809,0.22971506234754044,4.838417262853506,1.510256769421403e-6,-9.45789349789721e-4,0.7328874195470497,0.5939284458090426,0.8242914870056226,mammals,high,neo_marginality
log(high.age + 1),-0.004014179320534538,0.021973916072398937,-0.18267928699230268,0.855085899320174,-9.45789349789721e-4,0.7328874195470497,0.5939284458090426,0.8242914870056226,mammals,high,neo_marginality
(Intercept),2.231865386228342,0.5680968014717473,3.928670924473314,9.115576783802481e-5,0.004463303401890896,0.665443771123187,0.5506150727032403,0.7581804843489447,mammals,low,neo_specialization
log(low.age + 1),-0.0994329397428073,0.04206908813251051,-2.3635629902319337,0.018286487536199658,0.004463303401890896,0.665443771123187,0.5506150727032403,0.7581804843489447,mammals,low,neo_specialization
(Intercept),2.221448935734931,0.5680343121814789,3.910765402892087,9.807725845334403e-5,0.004414663443266435,0.6658172629798319,0.5511082824617871,0.7584436689168608,mammals,int,neo_specialization
log(int.age + 1),-0.1130376793559347,0.04804147174227681,-2.3529187440871175,0.018815459263773704,0.004414663443266435,0.6658172629798319,0.5511082824617871,0.7584436689168608,mammals,int,neo_specialization
(Intercept),2.2213076580378135,0.5685330654171543,3.907086136508095,9.95597410013982e-5,0.004443261881582638,0.6663021348851983,0.5517726306017638,0.7587685517672339,mammals,high,neo_specialization
log(high.age + 1),-0.14628321895725543,0.06200588446089425,-2.359182845775114,0.018502561612981694,0.004443261881582638,0.6663021348851983,0.5517726306017638,0.7587685517672339,mammals,high,neo_specialization
(Intercept),1.1183336583907406,0.21653524840779875,5.164672572313001,2.89450880153197e-7,-7.78016742211126e-4,0.7352567810307143,0.5978246360304529,0.826257185076568,mammals,low,neo_marginality
log(low.age + 1),-0.006995995082919771,0.015462598789301583,-0.4524462658735109,0.6510435435210884,-7.78016742211126e-4,0.7352567810307143,0.5978246360304529,0.826257185076568,mammals,low,neo_marginality
(Intercept),1.12042452091875,0.21633485742848174,5.179121544428649,2.684375119965665e-7,-6.674449783474652e-4,0.7351233020740892,0.5976045289965966,0.8261771601245811,mammals,int,neo_marginality
log(int.age + 1),-0.009846224303712525,0.017469842833809906,-0.5636126436499379,0.5731414216575286,-6.674449783474652e-4,0.7351233020740892,0.5976045289965966,0.8261771601245811,mammals,int,neo_marginality
(Intercept),1.123764832278599,0.21625374549068507,5.196510375941692,2.451006455572724e-7,-4.873784029097041e-4,0.7350075492367648,0.5973722072786303,0.8261169189845472,mammals,high,neo_marginality
log(high.age + 1),-0.015493619940537513,0.021875118917645715,-0.7082759183557844,0.4789354343416212,-4.873784029097041e-4,0.7350075492367648,0.5973722072786303,0.8261169189845472,mammals,high,neo_marginality
(Intercept),2.206978844141972,0.5082892028084374,4.341974671009749,1.5525838416685644e-5,0.001962721148814468,0.6392829589597298,0.5190196191364477,0.7378796658943574,mammals,low,neo_specialization
log(low.age + 1),-0.07525908170638364,0.04336556000889335,-1.735457392708629,0.08296124649227754,0.001962721148814468,0.6392829589597298,0.5190196191364477,0.7378796658943574,mammals,low,neo_specialization
(Intercept),2.204899606809438,0.5074169892998652,4.3453405252586474,1.5293926196147112e-5,0.0020615969972578546,0.6386910216136472,0.5182574647947231,0.7374620643964516,mammals,int,neo_specialization
log(int.age + 1),-0.08673173243646745,0.04915442363442682,-1.7644746092744785,0.07795078228769903,0.0020615969972578546,0.6386910216136472,0.5182574647947231,0.7374620643964516,mammals,int,neo_specialization
(Intercept),2.207227366515378,0.5071186425616953,4.352487132726244,1.481243344247929e-5,0.0021397469323808666,0.6383264413296497,0.5177760631731276,0.737220921255302,mammals,high,neo_specialization
log(high.age + 1),-0.11037528647474959,0.061762923639258886,-1.7870800145314174,0.07422083774843191,0.0021397469323808666,0.6383264413296497,0.5177760631731276,0.737220921255302,mammals,high,neo_specialization
(Intercept),1.1146001623277493,0.22605534112705844,4.930651745588565,9.559086651123039e-7,-9.7830275405809e-4,0.7375005317635567,0.6016852927349514,0.8271905041703002,mammals,low,neo_marginality
log(low.age + 1),-1.9311115946934847e-4,0.014622303717585319,-0.013206616631625966,0.9894655283328637,-9.7830275405809e-4,0.7375005317635567,0.6016852927349514,0.8271905041703002,mammals,low,neo_marginality
(Intercept),1.117237913048519,0.22610961563230134,4.941134015571312,9.070519619847062e-7,-9.619586047863662e-4,0.7378199045075888,0.6021073691991601,0.8274030668672913,mammals,int,neo_marginality
log(int.age + 1),-0.002172465546210087,0.016730050691087767,-0.12985409227524797,0.8967074181114922,-9.619586047863662e-4,0.7378199045075888,0.6021073691991601,0.8274030668672913,mammals,int,neo_marginality
(Intercept),1.1213261981905016,0.22636563124416043,4.953606216753934,8.520535179634692e-7,-8.862658841053272e-4,0.7383171774905631,0.6027826976915952,0.8277197640732215,mammals,high,neo_marginality
log(high.age + 1),-0.006552324802777147,0.021353975828044335,-0.30684331833755896,0.7590251403926418,-8.862658841053272e-4,0.7383171774905631,0.6027826976915952,0.8277197640732215,mammals,high,neo_marginality
(Intercept),2.2104900028054337,0.5677266535965454,3.893581512867136,1.0518474547005496e-4,0.0020968494032220955,0.6775043564779334,0.5627755580307464,0.7687409177695456,mammals,low,neo_specialization
log(low.age + 1),-0.07308357344651302,0.04118064609698836,-1.7747068191787743,0.07624392746138087,0.0020968494032220955,0.6775043564779334,0.5627755580307464,0.7687409177695456,mammals,low,neo_specialization
(Intercept),2.2068825409084485,0.5674197238479052,3.8893299759526783,1.0701689635306266e-4,0.00210692472162431,0.677446787598113,0.5626175728311935,0.7687384755029437,mammals,int,neo_specialization
log(int.age + 1),-0.08394354574974464,0.047222420935728544,-1.7776205473242233,0.0757635062306885,0.00210692472162431,0.677446787598113,0.5626175728311935,0.7687384755029437,mammals,int,neo_specialization
(Intercept),2.2086933663755626,0.5675176534994436,3.891849623983068,1.0592747570581373e-4,0.0021046122958320057,0.6774293508335254,0.5625037433841418,0.7687693964393085,mammals,high,neo_specialization
log(high.age + 1),-0.10736069120731408,0.06041844557955103,-1.7769522234059414,0.07587348158621676,0.0021046122958320057,0.6774293508335254,0.5625037433841418,0.7687693964393085,mammals,high,neo_specialization
(Intercept),1.1311126894121266,0.21629481167046952,5.229495246217023,2.0610915996144286e-7,-1.9011990004424826e-4,0.727265175374433,0.5825950659383179,0.8211682398666205,mammals,low,neo_marginality
log(low.age + 1),-0.013072067122800655,0.014564633192299984,-0.8975212042903753,0.3696522430096776,-1.9011990004424826e-4,0.727265175374433,0.5825950659383179,0.8211682398666205,mammals,low,neo_marginality
(Intercept),1.132090392212072,0.21605329976580107,5.2398662433725525,1.9514221127892029e-7,-2.0016196199513876e-5,0.7270910731154091,0.5823748890945862,0.8210508565231943,mammals,int,neo_marginality
log(int.age + 1),-0.016244110408618118,0.01641301729646277,-0.9897089679006764,0.3225506465318131,-2.0016196199513876e-5,0.7270910731154091,0.5823748890945862,0.8210508565231943,mammals,int,neo_marginality
(Intercept),1.1341578153065224,0.2160493066077074,5.249532308686716,1.854307276616396e-7,1.7907750372855773e-4,0.7271756193909773,0.582529014949984,0.8211048791500545,mammals,high,neo_marginality
log(high.age + 1),-0.022398385254956424,0.020591229996812024,-1.0877633467463665,0.27695605252356637,1.7907750372855773e-4,0.7271756193909773,0.582529014949984,0.8211048791500545,mammals,high,neo_marginality
