term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
(Intercept),1.146997726111238,0.14741946233080175,7.780504066263881,1.376676550535194e-14,-2.784338416418132e-4,0.7517112947015886,0.6779795788477282,0.8106200687814672,amphibians,high,neo_marginality
log(high.age + 1),-0.00741863837427527,0.00950275296798977,-0.7806830714494114,0.43512070907591216,-2.784338416418132e-4,0.7517112947015886,0.6779795788477282,0.8106200687814672,amphibians,high,neo_marginality
(Intercept),2.22790649892321,0.2773453494325173,8.032968656160199,1.9984014443252818e-15,3.305169142790365e-4,0.41093933468060745,0.28898937993644286,0.5331901146639122,amphibians,high,neo_specialization
log(high.age + 1),-0.03727165653607556,0.03080545697371247,-1.209904354539553,0.22651955482944583,3.305169142790365e-4,0.41093933468060745,0.28898937993644286,0.5331901146639122,amphibians,high,neo_specialization
(Intercept),1.1314817947613602,0.1546850338545092,7.314746401552903,4.32098801184111e-13,-3.4095938230976875e-4,0.751154653580009,0.6785323271592743,0.809244691043317,amphibians,high,neo_marginality
log(high.age + 1),-0.00684094045198183,0.00947032769424269,-0.7223551996137004,0.4701965916304216,-3.4095938230976875e-4,0.751154653580009,0.6785323271592743,0.809244691043317,amphibians,high,neo_marginality
(Intercept),2.203447166706144,0.26372203901251456,8.355187814248557,0,-9.7086911880266e-5,0.3575198454461886,0.24363376688241423,0.4777320051782053,amphibians,high,neo_specialization
log(high.age + 1),-0.02834895914363824,0.03050214956776222,-0.9294085677686243,0.35283737927745884,-9.7086911880266e-5,0.3575198454461886,0.24363376688241423,0.4777320051782053,amphibians,high,neo_specialization
(Intercept),1.1075663196527823,0.1644392985180709,6.735411362333605,2.3784973990359504e-11,-6.749660183633015e-4,0.7685768341570991,0.6995932567002017,0.8230553358554972,amphibians,high,neo_marginality
log(high.age + 1),0.00225718268917991,0.00974396285882617,0.2316493527205249,0.8168441762678964,-6.749660183633015e-4,0.7685768341570991,0.6995932567002017,0.8230553358554972,amphibians,high,neo_marginality
(Intercept),2.3181597256371167,0.30187067765949166,7.679314014897423,2.9753977059954195e-14,0.00509542975196088,0.43029768216054487,0.30632237060860024,0.5508516409088461,amphibians,high,neo_specialization
log(high.age + 1),-0.09006338531141819,0.03147934085393728,-2.8610314850399265,0.00428529603872274,0.00509542975196088,0.43029768216054487,0.30632237060860024,0.5508516409088461,amphibians,high,neo_specialization
(Intercept),1.1432072840456935,0.14109479522777338,8.10240577762051,1.1102230246251563e-15,6.277356538571491e-4,0.7311907986734825,0.6556731293535255,0.792326547479928,amphibians,high,neo_marginality
log(high.age + 1),-0.01336973568362476,0.00974759958257433,-1.3715926234316886,0.17040974961301147,6.277356538571491e-4,0.7311907986734825,0.6556731293535255,0.792326547479928,amphibians,high,neo_marginality
(Intercept),2.2720770913937005,0.28460936868486003,7.983142304459793,3.1086244689504387e-15,0.00214976073531078,0.4338174973023877,0.30339445640224844,0.5616473098073768,amphibians,high,neo_specialization
log(high.age + 1),-0.06298608466732025,0.03140440208311999,-2.005645084425141,0.04508598067046465,0.00214976073531078,0.4338174973023877,0.30339445640224844,0.5616473098073768,amphibians,high,neo_specialization
(Intercept),1.155601811010812,0.16142780293164313,7.158629368821636,1.3102852136626097e-12,4.803599394448915e-4,0.7736096278795164,0.7036044223890067,0.8284469173919756,amphibians,high,neo_marginality
log(high.age + 1),-0.01274549261423525,0.00985017672255927,-1.2939354260563676,0.1959008372128697,4.803599394448915e-4,0.7736096278795164,0.7036044223890067,0.8284469173919756,amphibians,high,neo_marginality
(Intercept),2.303188432323699,0.30614760273259206,7.523130711349858,9.50350909079134e-14,0.00383661149095254,0.4510304064377331,0.32488352980234936,0.572820174191538,amphibians,high,neo_specialization
log(high.age + 1),-0.08047373775813903,0.03180135074999745,-2.5305131970894497,0.01149824403270782,0.00383661149095254,0.4510304064377331,0.32488352980234936,0.572820174191538,amphibians,high,neo_specialization
(Intercept),1.1155226122308008,0.15616183294839217,7.143375504560419,1.4586110097525309e-12,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
log(high.age + 1),-0.00241336454304481,0.00992252891929307,-0.24322071144104573,0.8078700031631891,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
(Intercept),2.151747372692056,0.3187737676728889,6.750076671616472,2.1568968833207688e-11,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
log(high.age + 1),-0.01822302589427616,0.0318151756539539,-0.5727777866915988,0.5668870048165182,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
(Intercept),1.150447029443401,0.15155892620748973,7.590757326087128,5.773159728050814e-14,0.00185152681082746,0.7242748138668483,0.6473006342558651,0.7865380768656353,amphibians,high,neo_marginality
log(high.age + 1),-0.01931537254095039,0.01017654710437819,-1.8980281172815936,0.05789760479226502,0.00185152681082746,0.7242748138668483,0.6473006342558651,0.7865380768656353,amphibians,high,neo_marginality
(Intercept),2.1673092125357956,0.32452027882748496,6.678501634370706,3.4700686768474036e-11,-4.0990301179503086e-4,0.47652159475742795,0.3419095314707003,0.6023964567005412,amphibians,high,neo_specialization
log(high.age + 1),-0.02129670828833823,0.0326622143332174,-0.6520289185255738,0.5144893937511892,-4.0990301179503086e-4,0.47652159475742795,0.3419095314707003,0.6023964567005412,amphibians,high,neo_specialization
(Intercept),1.1480195490566074,0.14043986174674214,8.17445655939802,6.661338147750939e-16,6.995021871768595e-4,0.7264415005198568,0.6516722191461328,0.78705006359599206,amphibians,high,neo_marginality
log(high.age + 1),-0.01368376488665932,0.00971950344671329,-1.407866663320806,0.1593922405112984,6.995021871768595e-4,0.7264415005198568,0.6516722191461328,0.78705006359599206,amphibians,high,neo_marginality
(Intercept),2.2764336930445954,0.28140356794160615,8.089569402748214,1.3322676295501878e-15,0.00154166532274005,0.4257725776140224,0.3007921762076285,0.547770047173095,amphibians,high,neo_specialization
log(high.age + 1),-0.05544998887491298,0.03116202680628332,-1.7794089331741536,0.07538932607431947,0.00154166532274005,0.4257725776140224,0.3007921762076285,0.547770047173095,amphibians,high,neo_specialization
(Intercept),1.135182118261158,0.1500605873910115,7.564825234911445,6.994405055138486e-14,-2.1053421407611647e-4,0.731475846099033,0.655869102474922,0.7921462770074241,amphibians,high,neo_marginality
log(high.age + 1),-0.00795253662419349,0.00947346558228449,-0.8394537938750574,0.4013578226415242,-2.1053421407611647e-4,0.731475846099033,0.655869102474922,0.7921462770074241,amphibians,high,neo_marginality
(Intercept),2.2513755042024872,0.3098261580949711,7.266576579735958,6.09956529729061e-13,0.00129544668934448,0.4597783212636963,0.32791235674732444,0.584516100125269,amphibians,high,neo_specialization
log(high.age + 1),-0.05098751218027875,0.03036332557100915,-1.6792466313031778,0.09332680497174284,0.00129544668934448,0.4597783212636963,0.32791235674732444,0.584516100125269,amphibians,high,neo_specialization
(Intercept),1.1418833638282289,0.1526298899618704,7.481387584787561,1.2922996006636822e-13,4.855171261184904e-4,0.7384681448366751,0.6640446329173362,0.7976498878483159,amphibians,high,neo_marginality
log(high.age + 1),-0.01247347962938309,0.00961917248693278,-1.2967310489886488,0.1949371177183288,4.855171261184904e-4,0.7384681448366751,0.6640446329173362,0.7976498878483159,amphibians,high,neo_marginality
(Intercept),2.2792981516217603,0.3186154486168052,7.153759058190062,1.3558043576722412e-12,0.00237275569043607,0.4757881273447942,0.3391696987561032,0.6028853387773688,amphibians,high,neo_specialization
log(high.age + 1),-0.0643964141656547,0.03092233549434794,-2.082521036531191,0.037475820127856,0.00237275569043607,0.4757881273447942,0.3391696987561032,0.6028853387773688,amphibians,high,neo_specialization
(Intercept),1.138327113334583,0.1647913590479741,6.907686907316499,7.449596495234799e-12,4.763607352226575e-4,0.7592974295418903,0.68657674438289,0.8166802116511587,amphibians,high,neo_marginality
log(high.age + 1),-0.01279369402664566,0.00990405380667906,-1.2917633805682565,0.19665200371555255,4.763607352226575e-4,0.7592974295418903,0.68657674438289,0.8166802116511587,amphibians,high,neo_marginality
(Intercept),2.280834378271852,0.313653810461568,7.271821040259043,5.875300246316328e-13,0.0033322720328234,0.44709842097457847,0.3163655184369291,0.5719308256938928,amphibians,high,neo_specialization
log(high.age + 1),-0.07565442339683154,0.0317137305342079,-2.3855415973603975,0.01718612969710697,0.0033322720328234,0.44709842097457847,0.3163655184369291,0.5719308256938928,amphibians,high,neo_specialization
(Intercept),1.118061420328618,0.14952330265316718,7.477506184584905,1.3278267374516872e-13,-7.092983115132065e-4,0.7629217696939148,0.6913006678633753,0.8198003871366611,amphibians,high,neo_marginality
log(high.age + 1),-7.319481731696883e-4,0.009816345181468,-0.07456422524255892,0.9405720760989456,-7.092983115132065e-4,0.7629217696939148,0.6913006678633753,0.8198003871366611,amphibians,high,neo_marginality
(Intercept),2.293110132472407,0.28013234430899353,8.18580995396606,4.440892098500626e-16,0.00298642671855747,0.4241722588030681,0.3010592784886632,0.5470095311123782,amphibians,high,neo_specialization
log(high.age + 1),-0.07203615343646062,0.03158233027603484,-2.2809005164233485,0.02270379234472575,0.00298642671855747,0.4241722588030681,0.3010592784886632,0.5470095311123782,amphibians,high,neo_specialization
(Intercept),1.1469750398883536,0.148312348315671,7.7335100746103,1.9984014443252815e-14,9.303702126633202e-5,0.7545901052479216,0.6831328178825052,0.8117798315652318,amphibians,high,neo_marginality
log(high.age + 1),-0.01083368292369673,0.01018902344269074,-1.063269996838455,0.28784262850749864,9.303702126633202e-5,0.7545901052479216,0.6831328178825052,0.8117798315652318,amphibians,high,neo_marginality
(Intercept),2.2898146526391656,0.2756983085407488,8.305508527632938,2.220446049250313e-16,0.00176235911038869,0.40300568270224607,0.28036258396109376,0.5255606599803417,amphibians,high,neo_specialization
log(high.age + 1),-0.06168677225782353,0.03308205689999619,-1.864659517523248,0.06243796053760375,0.00176235911038869,0.40300568270224607,0.28036258396109376,0.5255606599803417,amphibians,high,neo_specialization
(Intercept),1.1155226122308008,0.15616183294839217,7.143375504560419,1.4586110097525309e-12,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
log(high.age + 1),-0.00241336454304481,0.00992252891929307,-0.24322071144104573,0.8078700031631891,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
(Intercept),2.151747372692056,0.3187737676728889,6.750076671616472,2.1568968833207688e-11,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
log(high.age + 1),-0.01822302589427616,0.0318151756539539,-0.5727777866915988,0.5668870048165182,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
(Intercept),1.1685912881949518,0.14662537115844249,7.969911884704995,3.1086244689504387e-15,0.00260387674551135,0.7434179927105388,0.669351601007121,0.8025599954269788,amphibians,high,neo_marginality
log(high.age + 1),-0.02135203022155524,0.00988819167587609,-2.159346311383416,0.03099245523563176,0.00260387674551135,0.7434179927105388,0.669351601007121,0.8025599954269788,amphibians,high,neo_marginality
(Intercept),2.304396555484282,0.28125286982956177,8.193326371676624,4.440892098500626e-16,0.00224516245944369,0.4154522788047906,0.29045393180217544,0.5402760005410377,amphibians,high,neo_specialization
log(high.age + 1),-0.0650294516223733,0.03189461867728872,-2.0388847498176546,0.04164877645444154,0.00224516245944369,0.4154522788047906,0.29045393180217544,0.5402760005410377,amphibians,high,neo_specialization
(Intercept),1.13787535474879,0.142295277125983,7.996578507249801,2.6645352591003757e-15,2.2551641897759655e-4,0.7215907702362847,0.6444449339229259,0.7842773884750676,amphibians,high,neo_marginality
log(high.age + 1),-0.01093252970049512,0.00952829145798686,-1.147375660022573,0.25142215165699033,2.2551641897759655e-4,0.7215907702362847,0.6444449339229259,0.7842773884750676,amphibians,high,neo_marginality
(Intercept),2.217189021681955,0.28002132687774584,7.917929132054842,4.884981308350689e-15,6.875984324817028e-4,0.40980795139656473,0.2833095793628708,0.5384595698680349,amphibians,high,neo_specialization
log(high.age + 1),-0.04274013749196062,0.0304869777746616,-1.4019145422634474,0.16116211953536697,6.875984324817028e-4,0.40980795139656473,0.2833095793628708,0.5384595698680349,amphibians,high,neo_specialization
(Intercept),1.1389963531056462,0.1582063095370713,7.199436965810482,9.825473767932637e-13,-3.1501386224208687e-4,0.7668801303840258,0.6969682404519432,0.8222138808186238,amphibians,high,neo_marginality
log(high.age + 1),-0.00708386944503538,0.00948168366976711,-0.7471109237300013,0.45512188215462435,-3.1501386224208687e-4,0.7668801303840258,0.6969682404519432,0.8222138808186238,amphibians,high,neo_marginality
(Intercept),2.197599189192069,0.3002420205532446,7.319425792374552,4.178879464689089e-13,-5.149138825553514e-4,0.4424108854607202,0.31668430751795057,0.5635493580823913,amphibians,high,neo_specialization
log(high.age + 1),-0.01615296914017228,0.03063873888710432,-0.5272073762465133,0.5981329976146075,-5.149138825553514e-4,0.4424108854607202,0.31668430751795057,0.5635493580823913,amphibians,high,neo_specialization
(Intercept),1.1093476286900927,0.17487282692422165,6.343739323038512,3.0191804611945367e-10,-5.276973150896712e-4,0.7839247397932927,0.7186803782469948,0.8349933735354064,amphibians,high,neo_marginality
log(high.age + 1),0.00484946609612291,0.00951001587698362,0.5099324921065291,0.6101790200256096,-5.276973150896712e-4,0.7839247397932927,0.7186803782469948,0.8349933735354064,amphibians,high,neo_marginality
(Intercept),2.168839848555553,0.3274485799350701,6.623451685103087,4.9868109641693075e-11,-2.6701290238790427e-4,0.46213500061128665,0.3294676135233202,0.5881257371405619,amphibians,high,neo_specialization
log(high.age + 1),-0.0242245421089512,0.03063010960086511,-0.7908735040330057,0.4291515740703691,-2.6701290238790427e-4,0.46213500061128665,0.3294676135233202,0.5881257371405619,amphibians,high,neo_specialization
(Intercept),1.145396297419126,0.15111478964319433,7.579643925810212,6.261657858885884e-14,1.592256622426459e-4,0.7425264224563207,0.6665307567701981,0.8032625736085779,amphibians,high,neo_marginality
log(high.age + 1),-0.01035528264279363,0.00936208414069651,-1.1060873291855746,0.2688784798368147,1.592256622426459e-4,0.7425264224563207,0.6665307567701981,0.8032625736085779,amphibians,high,neo_marginality
(Intercept),2.3195638103466396,0.29357795076903276,7.901015060124577,5.551115123125783e-15,0.00382708931154863,0.4310471576501054,0.3056194796108648,0.5539035349548173,amphibians,high,neo_specialization
log(high.age + 1),-0.07606871748160064,0.030092238445724,-2.5278517455191083,0.01158536304319435,0.00382708931154863,0.4310471576501054,0.3056194796108648,0.5539035349548173,amphibians,high,neo_specialization
(Intercept),1.1395396344966715,0.16710548949247692,6.819283064593599,1.3560486067376587e-11,-2.620463277537291e-4,0.7744142734329108,0.7065149518231482,0.8276929322367684,amphibians,high,neo_marginality
log(high.age + 1),-0.00775199236363265,0.00974769305271423,-0.7952643073300425,0.42659438318840515,-2.620463277537291e-4,0.7744142734329108,0.7065149518231482,0.8276929322367684,amphibians,high,neo_marginality
(Intercept),2.322665109404934,0.3201827132049091,7.254186480450259,6.661338147750939e-13,0.00587234724386683,0.46713210461817095,0.32779851819084926,0.5979627460646375,amphibians,high,neo_specialization
log(high.age + 1),-0.09600044718564704,0.03150084401930284,-3.04755158708829,0.00235027280668242,0.00587234724386683,0.46713210461817095,0.32779851819084926,0.5979627460646375,amphibians,high,neo_specialization
(Intercept),1.1564264322615014,0.16786972023027105,6.888832784585587,8.469669410260394e-12,0.00125958074296525,0.7752215999932223,0.7041201347728839,0.8306322967248011,amphibians,high,neo_marginality
log(high.age + 1),-0.01627199842301194,0.00977791913718663,-1.6641575978193073,0.0963044022188042,0.00125958074296525,0.7752215999932223,0.7041201347728839,0.8306322967248011,amphibians,high,neo_marginality
(Intercept),2.244244407441127,0.3132428309586975,7.164551541602691,1.2567724638756772e-12,8.318987259881376e-4,0.4462623706319112,0.3171889046729246,0.5713501408233068,amphibians,high,neo_specialization
log(high.age + 1),-0.04635924633602761,0.03148430716859714,-1.4724556614117563,0.14112231593757962,8.318987259881376e-4,0.4462623706319112,0.3171889046729246,0.5713501408233068,amphibians,high,neo_specialization
(Intercept),1.1360678243522069,0.15890581038873103,7.149315821574087,1.3988810110276972e-12,5.076494535312194e-4,0.7706305667656039,0.7007190387340292,0.8257788603167443,amphibians,high,neo_marginality
log(high.age + 1),-0.01290976106857213,0.00986486177005451,-1.30866112161456,0.19086364241808407,5.076494535312194e-4,0.7706305667656039,0.7007190387340292,0.8257788603167443,amphibians,high,neo_marginality
(Intercept),2.3420657380926606,0.29287443097023885,7.99682556901205,2.6645352591003757e-15,0.00592161286546272,0.43276601476295856,0.30398441057804865,0.559235608229367,amphibians,high,neo_specialization
log(high.age + 1),-0.09692571656161642,0.03168537163754954,-3.0590051986877183,0.00226282898743068,0.00592161286546272,0.43276601476295856,0.30398441057804865,0.559235608229367,amphibians,high,neo_specialization
(Intercept),1.1564736480014928,0.15446835856740615,7.486799618556421,1.2434497875801753e-13,8.199306814852802e-4,0.7565344132688843,0.6836624004671243,0.8144852608089987,amphibians,high,neo_marginality
log(high.age + 1),-0.014902165556294601,0.01016010544418911,-1.466733356081222,0.14267286779138066,8.199306814852802e-4,0.7565344132688843,0.6836624004671243,0.8144852608089987,amphibians,high,neo_marginality
(Intercept),2.411571803249767,0.2886191160465403,8.355551206320296,0,0.00822571267730852,0.4211474303901466,0.29457967726838785,0.5463901500580065,amphibians,high,neo_specialization
log(high.age + 1),-0.11580319156328564,0.03257684152300992,-3.5547703874695973,3.908777576058231e-4,0.00822571267730852,0.4211474303901466,0.29457967726838785,0.5463901500580065,amphibians,high,neo_specialization
(Intercept),1.1426506241033807,0.16015057752685752,7.13485172360216,1.5485390747471685e-12,2.0766853761172932e-4,0.749511016027786,0.6760162277774988,0.8078607308941954,amphibians,high,neo_marginality
log(high.age + 1),-0.01103533174290517,0.00971072660887345,-1.1364063872235195,0.2559807284627391,2.0766853761172932e-4,0.749511016027786,0.6760162277774988,0.8078607308941954,amphibians,high,neo_marginality
(Intercept),2.2679421653989444,0.3164136665192903,7.167649205381836,1.2296830220748234e-12,0.00165184240986436,0.4531444184812527,0.3222578753761098,0.5798295328659006,amphibians,high,neo_specialization
log(high.age + 1),-0.05678086488470227,0.03115612308345552,-1.8224624653268864,0.06859776804748074,0.00165184240986436,0.4531444184812527,0.3222578753761098,0.5798295328659006,amphibians,high,neo_specialization
