biome,ext,mean_B,median_B,CI_lower_B,CI_upper_B,mean_p,median_p,CI_lower_p,CI_upper_p,prop_significant,mean_R,median_R,CI_lower_R,CI_upper_R,mean_lambda,median_lambda,CI_lower_lambda,CI_upper_lambda,class,variable
Temperate broadleaf & mixed forests,high,-0.12181111390818498,-0.11466134622908108,-0.28176708904458214,0.02007153900732006,0.2777367869283231,0.22810809010613764,0.002125156286256152,0.8320895488670691,0.2222222222222222,0.004832730635091145,0.00165464241028539,-0.003459440212537974,0.03028845566445798,0.14207583171553395,0.14130934013571622,0.034047642484096634,0.411153527566936,reptiles,specialization
Temperate grasslands savannas and shrublands,low,-0.08205826201416697,-0.07725329273906834,-0.3909438646210023,0.17621634807644054,0.4781596742432845,0.4973081815544624,0.024695963933479403,0.9359333755582286,0.0707070707070707,0.0024693846446650434,-0.01414749206758526,-0.026843923509830333,0.10552549011061411,0.36255602299504924,0.5101865669243715,NA,0.8825830289075927,reptiles,specialization
Temperate grasslands savannas and shrublands,int,-0.09322077422895332,-0.08516329680916446,-0.4239987112234459,0.1816696354025027,0.4714691959368786,0.5195154846528764,0.0247994266485412,0.9664344248909895,0.0707070707070707,0.0031384412392104076,-0.01542126676912825,-0.02696707562864683,0.1053535832056961,0.36058839558953804,0.497043736065939,NA,0.8821573030845151,reptiles,specialization
Temperate grasslands savannas and shrublands,high,-0.11320541807221626,-0.10253396225308675,-0.4673056896242703,0.18428824174701447,0.4670067265823561,0.5068744707228652,0.026400903022671493,0.9526092887573595,0.08163265306122448,0.0037444162064974975,-0.01470777751081633,-0.026921472847789334,0.10269118300152957,0.3560977209982356,0.47556410943759364,NA,0.8817752908175246,reptiles,specialization
Tropical & subtropical coniferous forests,low,-0.20723881448958004,-0.21140433195427424,-0.3545702424710845,-0.05217946354684312,0.11524535896079859,0.03596874794992022,2.031420525535621e-4,0.6222180602540537,0.5263157894736842,0.023544217564674442,0.01976894299737601,-0.004393800462545493,0.07446763919900615,0.03462278963157398,0.02738170383139836,NA,0.3294187175415705,reptiles,specialization
Tropical & subtropical coniferous forests,int,-0.22637563534489163,-0.22764692426701605,-0.37960083893437035,-0.05179955151212244,0.11161186548254748,0.03515534164368805,2.4667232568777463e-4,0.6517388083659688,0.5408163265306123,0.02449545346770991,0.019998650913947563,-0.004642379225214532,0.07255004978761888,0.03392925184257881,0.026996467462061156,NA,0.32601202475318936,reptiles,specialization
Tropical & subtropical coniferous forests,high,-0.24563160111406154,-0.2468050168133198,-0.4158619658706172,-0.046774352218624846,0.11943166164845603,0.03740213330191233,2.574442957326007e-4,0.6951011360978665,0.5353535353535354,0.023688319643930044,0.01938609982486033,-0.004937921368884934,0.07129820592573378,0.03509837957252859,0.02760442738530819,NA,0.32856359988100886,reptiles,specialization
Tropical & subtropical dry broadleaf forests,low,0.020509432627369116,0.02256734418683081,-0.0581437630765397,0.08765982696062147,0.5073404810097429,0.4999531591116284,0.06385224783781829,0.9885081915219631,0.020202020202020204,-2.029494393310039e-4,-0.00121355192416082,-0.0022316381484690255,0.005441481456842841,0.09467625497926511,0.08758721374579559,NA,0.3696550148570262,reptiles,specialization
Tropical & subtropical dry broadleaf forests,int,0.026629566617179943,0.02807826825958659,-0.06249719821790617,0.10303155356854243,0.4897017469589123,0.4906940719898507,0.053359992853324836,0.9793605058975535,0.030303030303030304,-7.935029797421037e-7,-0.00116887732004652,-0.002230628559336166,0.006291572748475105,0.09333607731261359,0.08707925242354801,NA,0.3682060925399527,reptiles,specialization
Tropical & subtropical dry broadleaf forests,high,0.03293583545723652,0.03627111079214362,-0.06806352338318065,0.12207595233223267,0.4775009703960212,0.4426665272531336,0.042118536488449376,0.9764681541042266,0.030303030303030304,1.0958511368184488e-4,-9.13066263393727e-4,-0.002229774787440712,0.007059808500320078,0.09233636857243792,0.08591123436371878,NA,0.3669722361685713,reptiles,specialization
Tropical & subtropical grasslands savannas and shrublands,low,-0.03335194291941583,-0.03497450810564823,-0.0877896827045318,0.028387546307958693,0.4034084682333026,0.331000956745372,0.01663965894418817,0.9587871697805235,0.1326530612244898,5.728290928243638e-4,-5.7246854958611286e-5,-0.0010608487842357164,0.00502728687120928,0.07296531727433754,0.0717941394797709,0.009780001561261084,0.23105075382116003,reptiles,specialization
Tropical & subtropical grasslands savannas and shrublands,int,-0.0345426884825703,-0.03587414427668495,-0.09854377357787449,0.03688735384118068,0.42056970907509394,0.3737745264966754,0.0157678624899491,0.9678824021853801,0.1326530612244898,4.963600855371414e-4,-2.2124704510819863e-4,-0.001061739069078757,0.00512745760652132,0.0729265241041997,0.07197544473463102,0.009589102254495167,0.23125277479655293,reptiles,specialization
Tropical & subtropical grasslands savannas and shrublands,high,-0.03704657918989311,-0.03699648463670013,-0.11203687361352418,0.04724409587090671,0.4354845269998336,0.3728557090054858,0.01608057410435002,0.9861266609703601,0.1134020618556701,4.347114991949252e-4,-2.1802474786483824e-4,-0.0010634914097319079,0.005096528653581282,0.07290240213895138,0.072347823127033,0.0094143549472356855,0.2315274164012074,reptiles,specialization
Tropical & subtropical moist broadleaf forests,low,-0.08257442744206446,-0.08394193756831875,-0.16258797232167674,-8.556280971697618e-4,0.252479975944109,0.1351322674905835,0.003816757843059011,0.9194269314947263,0.25252525252525254,0.0032718171835362958,0.00219581834730435,-0.001760673308979929,0.013050761842344905,0.2685198598522092,0.26578084114443273,0.09408963674427802,0.4794798229866577,reptiles,specialization
Tropical & subtropical moist broadleaf forests,int,-0.08454312284162653,-0.08476408375873976,-0.17988652523325238,0.010308884925105748,0.28409174080777405,0.17193584505457515,0.0038108891198542967,0.9448251010619357,0.21212121212121213,0.0027517923231545533,0.00154423734975343,-0.0017704305680609986,0.013154468482535823,0.2696420830846448,0.26569912543329155,0.09433916571230332,0.4807628784237515,reptiles,specialization
Tropical & subtropical moist broadleaf forests,high,-0.08965943964706712,-0.08696802514076257,-0.19849287486597542,0.021107537830770972,0.30181334041306046,0.20393954012175963,0.004515002728878942,0.9113845603540214,0.20202020202020202,0.0023948826295834775,0.00109594674731863,-0.001757142850491658,0.012524486911437063,0.2704609481483245,0.26582415535815485,0.09441501972202639,0.4817122893065261,reptiles,specialization
Mangroves,low,-0.05865825009043102,-0.05874140283846979,-0.1140078291117527,-0.006508463753710243,0.14719154928017186,0.05711808376372862,3.8530275202577365e-4,0.8001971305487533,0.46938775510204084,0.002411793235578319,0.0018924797547971999,-6.751171066991211e-4,0.008925892440697074,0.38651163745909106,0.38861467506709624,0.23179574700194744,0.5296964695273338,reptiles,specialization
Mangroves,int,-0.06163263887027867,-0.06238198235776257,-0.12117184508478077,-0.0021567864583968118,0.17122708326913216,0.06737241861704235,4.895422859941879e-4,0.8995375046917861,0.41836734693877553,0.0021815742175274665,0.00169471507324339,-7.102994654182022e-4,0.008143923898001369,0.3876318412481912,0.39009715487681573,0.23307269031994113,0.5305505011121354,reptiles,specialization
Mangroves,high,-0.06595298452699527,-0.06769377814725666,-0.13073872567521877,0.0024601724828401065,0.19600867184934517,0.08374188490031997,8.625746727094041e-4,0.9262600387525414,0.40816326530612246,0.0019482464081631427,0.001438426987006865,-7.163471036868124e-4,0.007280963073656771,0.38860878018488443,0.39162901352093454,0.2342350131578486,0.5312749098998001,reptiles,specialization
Mediterranean forests woodlands and scrub,low,0.041819340087418604,0.03816900677796803,-0.04546581065940491,0.1394833978059099,0.42485433297163994,0.37337758818927014,0.0013507243878272215,0.9520464254288151,0.16326530612244897,0.0015461436367396524,-3.158772535315894e-4,-0.001525679568589859,0.01411161921240835,0.05635652940668457,0.06219143467474932,NA,0.30905643886699163,reptiles,specialization
Mediterranean forests woodlands and scrub,int,0.04506073439128861,0.04092850168008554,-0.05184151317908593,0.15810303285858987,0.4283605356876053,0.36174761225511376,0.0013553233389823685,0.9529786370514375,0.14285714285714285,0.0014512913652149372,-2.554386215519105e-4,-0.0015260047731004644,0.014155569956452944,0.057739816396597456,0.06242377343727603,NA,0.3091008897592583,reptiles,specialization
Mediterranean forests woodlands and scrub,high,0.05083750825466229,0.04712634160720508,-0.05898689209518459,0.18200790987835552,0.43076393410906777,0.3741854694148552,0.0011487649481104624,0.9766421483488659,0.14285714285714285,0.0014131506526519173,-3.19484519369893e-4,-0.001529805094927274,0.01456687293614292,0.058498412757791926,0.06409410014609757,NA,0.3095229508969747,reptiles,specialization
Deserts and xeric shrublands,low,0.031184970934020766,0.029565414242910034,-0.0903324224173999,0.12906309153704784,0.5560169394299712,0.5868133629122764,0.07696995716192108,0.9733391078412944,0.01020408163265306,-0.001711544934101217,-0.00396827483809851,-0.00564335351920577,0.012025938967476025,1e-6,1e-6,NA,0.5096337057048808,amphibians,specialization
Deserts and xeric shrublands,int,0.03632733924890961,0.037952343417133605,-0.09881822058111009,0.14074397840347697,0.5483909183698445,0.587262710551528,0.08383749076083236,0.9529365677778638,0.02040816326530612,-0.0016261804095688897,-0.003971675595018875,-0.005629604538297377,0.01123667319298805,1e-6,1e-6,NA,0.5099927281387201,amphibians,specialization
Deserts and xeric shrublands,high,0.040930302816428746,0.04006365338018014,-0.11060329495005211,0.17352859405234256,0.5529890527473177,0.6055051002912489,0.06330124109852964,0.9757952720759244,0.02040816326530612,-0.0016757838911973656,-0.00413001517928037,-0.005644470368993586,0.01380920073373389,1e-6,1e-6,NA,0.5105442502136797,amphibians,specialization
Flooded grasslands and savannas,low,0.005043576300446925,0.004714776916551,-0.13137139564103317,0.19876880967824215,0.5694206606309243,0.5736783932147577,0.03453731089538847,0.9831572355994194,0.061224489795918366,-0.0022283508689154162,-0.00527121806795247,-0.007748405896372131,0.026883425652989602,0.10294698354159589,1e-6,NA,0.6987687440409006,amphibians,specialization
Flooded grasslands and savannas,int,0.0078998075740094,0.010356412364268314,-0.15343690178549885,0.225617753847785,0.5600718272564247,0.5810393016661789,0.027275833769413137,0.9590685417227576,0.04081632653061224,-0.0020971181560124094,-0.0053661206367068195,-0.007731278985682671,0.029784841429884336,0.10323636763015336,1e-6,NA,0.6987887188032369,amphibians,specialization
Flooded grasslands and savannas,high,0.008309612797174952,0.017105359497997075,-0.1695257360028869,0.2604648787436904,0.555473330150921,0.5598316886324785,0.024221870759625876,0.9757306155156713,0.04081632653061224,-0.0020521535455829713,-0.0050860915647771,-0.0077440045273615855,0.03139572242290878,0.10657610041250938,1e-6,NA,0.6986761160974985,amphibians,specialization
Montane grasslands and shrublands,low,-0.06715679786417936,-0.02605608852258978,-0.4785638720194856,0.21039691499090765,0.5591127529658326,0.5669808936185605,0.018274999589699366,0.9917826044156952,0.05154639175257732,-0.014430625355141485,-0.06916051967710678,-0.1110964590968247,0.4290363472060687,0.06933416459063474,1e-6,NA,NA,amphibians,specialization
Montane grasslands and shrublands,int,-0.0759506990003458,-0.02149403817676409,-0.5414615474473672,0.19414955831013045,0.5732198076643125,0.5757366296583899,0.011243284737708317,0.9920155734365566,0.061224489795918366,-0.017423252463452905,-0.07098535511260341,-0.11109800452867252,0.47669489168814005,0.051650403831767076,1e-6,NA,NA,amphibians,specialization
Montane grasslands and shrublands,high,-0.09350510024685195,-0.02711007124381703,-0.6394300750704627,0.20727031888727,0.5856501584378782,0.606961071313331,0.006691277633174406,0.9767159069569661,0.061224489795918366,-0.01941855318587984,-0.0771131265614784,-0.11099993027271368,0.5336603856655243,0.05466172427145781,1e-6,NA,NA,amphibians,specialization
Temperate broadleaf & mixed forests,low,0.003438393686191054,0.00257946792370575,-0.1405359488594365,0.1454422395779584,0.5869738576871624,0.5957776727758022,0.1759149355971228,0.9810770659166177,0.020618556701030927,-0.0033045488754594914,-0.00518704131233636,-0.007242246203824504,0.006088253918504394,0.5562630723791593,0.5534869352856683,0.3001252014072424,0.7822965819031189,amphibians,specialization
Temperate broadleaf & mixed forests,int,-7.425205336761389e-4,1.0124613033868356e-4,-0.16203398229521793,0.15741996871037345,0.5832834547754236,0.5715576652543417,0.15866080050726872,0.9817942019545188,0.010309278350515464,-0.003227088081492634,-0.00490437465127798,-0.00724256225536177,0.00720401923265112,0.5565091357595159,0.5529183077557468,0.3003611311510499,0.7824669679588597,amphibians,specialization
Temperate broadleaf & mixed forests,high,-0.008094114294175033,-0.00340563384173492,-0.1917731657646175,0.1761646481311839,0.5785977942317854,0.5611096284298518,0.1364530903285761,0.9692771961874801,0.010309278350515464,-0.0031246360590138885,-0.00477500031921291,-0.007233454447844161,0.00886735372129224,0.5567757373884878,0.5522340611682924,0.3006109244630643,0.7826621572032776,amphibians,specialization
Temperate grasslands savannas and shrublands,low,-0.14569061201229785,-0.14632890168553336,-0.37920285204647464,0.05289240287697232,0.488064627498084,0.46556874564502015,0.05638189115261141,0.9843610163650391,0.020202020202020204,-0.003423417499752457,-0.01641172343450488,-0.03702195014475499,0.096062966589325,1e-6,1e-6,NA,0.6037272802987096,amphibians,specialization
Temperate grasslands savannas and shrublands,int,-0.16935264622086746,-0.1729578153348288,-0.4779685349338011,0.06611276418397308,0.4752401186598649,0.45822163530625737,0.040278095918237125,0.9765909062125109,0.030303030303030304,-4.675755808626455e-4,-0.01573087128380112,-0.036985039985166515,0.11729466900012676,0.0019496981650399018,1e-6,NA,0.6012415327292532,amphibians,specialization
Temperate grasslands savannas and shrublands,high,-0.20405261076855744,-0.20562701715301035,-0.5732591822429094,0.09021433164519321,0.45520116423603485,0.4011143562054116,0.03049401946377863,0.9757492732190706,0.04040404040404041,0.0032881875130468517,-0.00981823687356463,-0.03700085975431377,0.13368742065157774,0.003323519950729051,1e-6,NA,0.597184959024282,amphibians,specialization
Tropical & subtropical coniferous forests,low,0.17684337223106109,0.16116096741454822,-0.025967635542995814,0.43488162463766744,0.36301311073981496,0.2763795010325021,0.0035684881355962754,0.9435237923474028,0.20202020202020202,0.018932331500045807,0.00325860859126634,-0.016046113494554017,0.11491795982229963,1e-6,1e-6,NA,0.26793684747375857,amphibians,specialization
Tropical & subtropical coniferous forests,int,0.20154774749900817,0.18885258496032709,-0.03766636215498345,0.49116469786900474,0.3521584166876716,0.2643195987274116,0.00304201942065529,0.9628072663393916,0.21212121212121213,0.020240596379451605,0.00424966849280879,-0.016091116883720627,0.11907201296222672,1e-6,1e-6,NA,0.2675476394013344,amphibians,specialization
Tropical & subtropical coniferous forests,high,0.2373914654776003,0.21453924676129432,-0.07037545117436816,0.5865949258531112,0.33647803722666997,0.27512861413951883,0.00211108719459951,0.9383707406103474,0.2222222222222222,0.021869085672065722,0.00335890996532728,-0.01603020208186548,0.12859012789743904,1e-6,1e-6,NA,0.26708770490771294,amphibians,specialization
Tropical & subtropical dry broadleaf forests,low,0.02192932552014828,0.02059784655925661,-0.09048439987821959,0.10951117959424514,0.6131126533372464,0.6498752406385178,0.11719778800124428,0.9981193915557235,0,-0.0026090445232779436,-0.00437762187546566,-0.005524830623522569,0.008071232330069948,0.2524788502496694,0.2647788990769621,NA,0.6218823022138188,amphibians,specialization
Tropical & subtropical dry broadleaf forests,int,0.027312576746993875,0.02704984529574572,-0.09828401582253812,0.1284108127274313,0.6002504057844807,0.6275389782461676,0.1078036708712787,0.9960751451792651,0.010101010101010102,-0.0023066902077655896,-0.0042142899270875,-0.005524724644323482,0.008851567461103119,0.2523406281840887,0.2648579397834482,NA,0.6213737018467368,amphibians,specialization
Tropical & subtropical dry broadleaf forests,high,0.028972284822308333,0.02832185414827082,-0.11609165085065708,0.15000196388484688,0.6002510087706078,0.6683587042822636,0.10811052544313421,0.9893225230765648,0.010101010101010102,-0.0021947699362373833,-0.00450299248432671,-0.005523850586256342,0.008759003026312065,0.2519605582116596,0.2635287212376251,NA,0.6209568128712812,amphibians,specialization
Tropical & subtropical grasslands savannas and shrublands,low,-0.036677490125934575,-0.04131576030964634,-0.10849765899424149,0.033130688416568244,0.41843680075039874,0.3424894987831051,0.018550123737022528,0.9213398508486046,0.08163265306122448,8.597263066148701e-4,-2.2852784327881024e-4,-0.002340452953477513,0.01077142689219042,1e-6,1e-6,NA,0.24216241919919723,amphibians,specialization
Tropical & subtropical grasslands savannas and shrublands,int,-0.034191249481160854,-0.03888909740863378,-0.11407900141203381,0.04709400159597019,0.4424946695273381,0.39773397058770077,0.02630693332929505,0.9739076807601055,0.07142857142857142,4.92586482722275e-4,-6.676675758791994e-4,-0.0023615019577960528,0.009341425258921123,1e-6,1e-6,NA,0.2450665641868453,amphibians,specialization
Tropical & subtropical grasslands savannas and shrublands,high,-0.033121283427539325,-0.0393583528814636,-0.12461523814991207,0.06405783908261735,0.4575727475665193,0.4283384909821021,0.032087425745011174,0.9662274769055876,0.08163265306122448,2.759016908902891e-4,-8.765362059988814e-4,-0.0023597708689288453,0.008485032051219274,1e-6,1e-6,NA,0.24732699911350758,amphibians,specialization
Tropical & subtropical moist broadleaf forests,low,-0.1000453716057667,-0.09988139827984632,-0.2056836948535747,-0.010595847969726123,0.19862569181385678,0.09458785740767772,7.590814407276159e-4,0.8561982888582329,0.3838383838383838,0.006795158108666346,0.00487844263300202,-0.002627713570858818,0.027798432255748844,1e-6,1e-6,NA,0.16820589303713646,amphibians,specialization
Tropical & subtropical moist broadleaf forests,int,-0.10818682294307734,-0.10339657285871429,-0.22758677902427937,-0.009400115311271103,0.21184341961431713,0.10760370451236412,8.985365344481577e-4,0.8667317560868748,0.37373737373737376,0.006488715537659846,0.0043219954054507,-0.0026401872101612994,0.026922066657581942,1e-6,1e-6,NA,0.17025370019987698,amphibians,specialization
Tropical & subtropical moist broadleaf forests,high,-0.12208713007405742,-0.11641292022001792,-0.26282174265245734,-0.0030901311744538753,0.22079563535044805,0.11247145150818104,9.540120267413685e-4,0.9211503760637956,0.35353535353535354,0.00639399130998917,0.00413254006026169,-0.0026881891436556227,0.026640008154935627,1e-6,1e-6,NA,0.1720074657866825,amphibians,specialization
Mangroves,low,-0.04431838803043576,-0.04461957873270203,-0.08699222630106562,-0.002644604493605497,0.19955449715387974,0.0904815311377578,0.001239709476940829,0.8881475457680865,0.3939393939393939,0.0019170572402257469,0.00143643710053121,-7.492008031807467e-4,0.007283631882982346,0.31608318828167103,0.3133936041841927,0.1849656384897623,0.45809354283203496,amphibians,specialization
Mangroves,int,-0.04559496732351852,-0.04612190411908402,-0.09234029437549543,4.970028897361266e-4,0.22277929321306306,0.1090028232577218,0.0016390329194471802,0.8202362744980025,0.3434343434343434,0.0016660607631827752,0.001207886440822,-7.30025300241487e-4,0.00686035563010769,0.3167076452706764,0.3140340823024892,0.18543496673915774,0.45876852627005127,amphibians,specialization
Mangroves,high,-0.04831350089071252,-0.04776240562096824,-0.10083454061439269,0.003494133294787146,0.246926131115337,0.13755117147162377,0.0022295416848814803,0.8143862948076392,0.29292929292929293,0.0014441315719743613,9.282649439182476e-4,-7.264562226099745e-4,0.006412065731380178,0.31732611624906326,0.3158143477581372,0.1859192865306784,0.45941671794396,amphibians,specialization
Mediterranean forests woodlands and scrub,low,-0.0017293638001509846,0.003721099882052045,-0.117111919082484,0.1061793228292842,0.5088075786289192,0.4620147062648694,0.0349855402410677,0.9522350109556312,0.04081632653061224,-1.2373264565691496e-4,-0.001431639614657825,-0.0031234926678909416,0.010840061762458018,1e-6,1e-6,NA,0.08133293932727276,amphibians,specialization
Mediterranean forests woodlands and scrub,int,0.0026293265317601493,0.007258544144637995,-0.13189023940970943,0.12075023648709324,0.4978072963430944,0.4602854688893694,0.03085108834783714,0.9967278986682223,0.04081632653061224,4.189639616271001e-5,-0.00141710978685671,-0.003134685756617418,0.011439869281402702,1e-6,1e-6,NA,0.08133122869928514,amphibians,specialization
Mediterranean forests woodlands and scrub,high,0.005670775977180765,0.0101160607916535,-0.15389597928277665,0.14436108604797698,0.48545856835569307,0.46183980490459886,0.03149045591011074,0.9819979870023514,0.05102040816326531,1.3273705017919154e-4,-0.001430486931366435,-0.0031330509417309953,0.011397313273167144,1e-6,1e-6,NA,0.08126650677320209,amphibians,specialization
