biome,ext,mean_B,median_B,CI_lower_B,CI_upper_B,mean_p,median_p,CI_lower_p,CI_upper_p,prop_significant,mean_R,median_R,CI_lower_R,CI_upper_R,mean_lambda,median_lambda,CI_lower_lambda,CI_upper_lambda,class,variable
Temperate broadleaf & mixed forests,high,-0.04945493117651543,-0.039510679886125,-0.18139735596730333,0.07902120777384683,0.5102368400274825,0.525833325279769,0.05406687462852785,0.9567050030742796,0.01020408163265306,-2.2991725990074966e-4,-0.0013401920848995401,-0.0022405453100077495,0.006092393062114421,0.3802366154995708,0.37780060420856026,0.1774023363777886,0.6035237462111168,mammals,specialization
Temperate grasslands savannas and shrublands,low,-0.08145704987299567,-0.08290238472311168,-0.1774264809347868,0.017172178311374665,0.5109424873051234,0.4862988142854019,0.15098168862271627,0.9471396953130189,0,-0.004781588160311625,-0.007667294913193,-0.015081402094685984,0.01631574310809624,0.3503115989894097,0.3501848365919896,NA,0.7051997707517701,mammals,specialization
Temperate grasslands savannas and shrublands,int,-0.07846440931968114,-0.0813761468900917,-0.20049768746066426,0.0418099428054302,0.5633486084770429,0.5494619239439698,0.1662262802372124,0.9647141850893259,0,-0.006588707094782645,-0.00961402226852993,-0.015120452389367343,0.014129160116779484,0.3461742250862488,0.34629595761545057,NA,0.7058934167471296,mammals,specialization
Temperate grasslands savannas and shrublands,high,-0.08054076727436327,-0.07667682975776058,-0.25038107719320335,0.08396679993976432,0.6008554159584724,0.6197533274343361,0.1785288721119319,0.9940368683254472,0,-0.007698436035887177,-0.01134284483247554,-0.015150648493641023,0.01251794576920958,0.34271313907475587,0.34077965850028874,NA,0.7064188218003463,mammals,specialization
Tropical & subtropical coniferous forests,low,-0.025236463633352618,-0.02093998953231235,-0.1619809150879422,0.08768331240976096,0.7094748511774566,0.725054348010977,0.2582098033611101,0.994716079773025,0,-0.0051945665021105114,-0.00616227373667034,-0.007041938008185656,0.0021015290020510932,1e-6,1e-6,NA,0.65028464909114,mammals,specialization
Tropical & subtropical coniferous forests,int,-0.02421102202092322,-0.01664955602903362,-0.17960304897091092,0.10587054288646326,0.701347456033841,0.7441696707374625,0.2543341868842162,0.9729200972499701,0,-0.0051329282621391855,-0.0062846243309346,-0.007034007400845593,0.0021996415603019685,1e-6,1e-6,NA,0.6493157826560867,mammals,specialization
Tropical & subtropical coniferous forests,high,-0.01583290984593935,-0.00585512721462855,-0.2350685897360667,0.15927248138329392,0.6866247038430086,0.6999406554986651,0.2515083097989378,0.9803030858054922,0,-0.004973328623428281,-0.00598571531106565,-0.007037912855798121,0.0022809753190384356,1e-6,1e-6,NA,0.6487635774171521,mammals,specialization
Tropical & subtropical dry broadleaf forests,low,-0.031746594632174004,-0.029053005867239537,-0.10360883476455428,0.04752921483094865,0.5112953765201098,0.4717960425890074,0.06618321321678981,0.9761602814909852,0.010638297872340425,-5.06423695936345e-4,-0.0016959177115195901,-0.0035303937030765347,0.008385198896247949,0.3902319774717092,0.38869567089345447,0.19006431097281815,0.6077922296196238,mammals,specialization
Tropical & subtropical dry broadleaf forests,int,-0.03676598733761431,-0.03562673490047483,-0.1277246560381967,0.05762682657071455,0.5021473973302745,0.4744339178199479,0.053544400754020505,0.9795652845681795,0.021052631578947368,-3.131393781115899e-4,-0.00171773638938223,-0.003531226358108242,0.009618449801650896,0.3906881340204194,0.3894235516671929,0.19073034784002632,0.6079803866504112,mammals,specialization
Tropical & subtropical dry broadleaf forests,high,-0.0488794448724451,-0.05695409766591974,-0.18425973581037053,0.08820240057933501,0.4849283950972752,0.46368211224902933,0.035187596892641615,0.9792379128458811,0.042105263157894736,-3.273839055352191e-5,-0.00162781162842089,-0.0035311622565428642,0.012111067001245984,0.3911324715623584,0.3891125226193174,0.19148624758572702,0.6081396725618331,mammals,specialization
Tropical & subtropical grasslands savannas and shrublands,low,-0.05221590798280864,-0.05194798528104304,-0.10467268248993972,0.007211593933518079,0.3487554284034396,0.2871121525299756,0.030066848027717592,0.9546373949015838,0.07142857142857142,7.604211378699911e-4,2.0119680476337655e-4,-0.00148764462128832,0.005521609504971586,0.595000844463771,0.5940531432366154,0.4084718411011902,0.7344734039719403,mammals,specialization
Tropical & subtropical grasslands savannas and shrublands,int,-0.05537222794087333,-0.056743051259715294,-0.11958676506193575,0.01839605470029287,0.37595103462630464,0.32929645133998475,0.032705169863467054,0.9402745656818705,0.05102040816326531,5.660639156786816e-4,-6.647881997076026e-5,-0.0014808591052582025,0.00531267342090385,0.5956624640070479,0.5952804031526228,0.40948943236161744,0.7348639318821422,mammals,specialization
Tropical & subtropical grasslands savannas and shrublands,high,-0.06627883650933324,-0.07134180264789115,-0.15406512396346994,0.04472753598816213,0.3954087452620404,0.3252741850099198,0.03192315709211169,0.920333949925124,0.05102040816326531,4.342680081089271e-4,-4.44276223334055e-5,-0.0014775745171000906,0.005395167328615229,0.5965130991059543,0.5959644909968318,0.4107924017608281,0.7353603365326483,mammals,specialization
Tropical & subtropical moist broadleaf forests,low,-0.05093933836232421,-0.04955231830737774,-0.13529399893164212,0.038971664786476956,0.4246385191756458,0.3947594669490637,0.02592309900336473,0.9625209212941157,0.0707070707070707,5.117320842573577e-4,-4.950925646436535e-4,-0.0018008162182080426,0.007134582833449173,0.6520405069995968,0.656746233409925,0.47691304208209345,0.7803669285796041,mammals,specialization
Tropical & subtropical moist broadleaf forests,int,-0.06115339299736221,-0.06094524654674675,-0.16086681319442775,0.04290442729070441,0.4156932969781461,0.40183435404563594,0.021418804708858027,0.9520146272237827,0.0707070707070707,6.588429011279099e-4,-5.337775462465604e-4,-0.0017984945806390465,0.007755349207731896,0.6518248450142321,0.6569255695115203,0.47659313347408583,0.7802344045883316,mammals,specialization
Tropical & subtropical moist broadleaf forests,high,-0.0757801604336711,-0.07132666066744413,-0.2084382618215813,0.052944701823992926,0.43005143237779764,0.44387280168197363,0.0214600004809819,0.9117301670395209,0.08163265306122448,6.329814179685086e-4,-7.440644842015289e-4,-0.0017828116495684967,0.007834373940196334,0.6516047195229403,0.6566306787904411,0.4764420827725715,0.7800294651649397,mammals,specialization
Mangroves,low,-0.07723791673598403,-0.07422025028880572,-0.12488529425886678,-0.023706394604425834,0.10749690179309426,0.062364203791782646,0.001317561665089805,0.5548304750178799,0.4583333333333333,0.0033087563601210813,0.00254929166358086,-6.665330397074931e-4,0.009566187622430087,0.6815589768637724,0.6819164546978232,0.5589458235905186,0.773864619027889,mammals,specialization
Mangroves,int,-0.08657560509490825,-0.08364534991704299,-0.1421589630186073,-0.0221911482266968,0.120882937548796,0.06595877991769106,0.001381523020165195,0.624755411266458,0.4270833333333333,0.0031919816254991416,0.00245377758697967,-7.834729971572668e-4,0.009527846887040513,0.6821314143009635,0.6825501714363951,0.5597799015962887,0.7742405667849064,mammals,specialization
Mangroves,high,-0.11007356752905234,-0.10646956534776841,-0.18745575501402942,-0.023125894747286595,0.13396399581194018,0.06613696762045951,0.0013032639522350103,0.6927827136132071,0.40625,0.003163850688947284,0.0024500696072033,-8.617952784646792e-4,0.009838198137212185,0.6825635083821217,0.6830754026958006,0.560431785142955,0.7745125457394135,mammals,specialization
Mediterranean forests woodlands and scrub,low,0.0218109983514266,0.02609849294666579,-0.05153250493903463,0.08943737494351814,0.5876675797554718,0.6065501867858243,0.13680888666783825,0.9778574592602898,0,-0.0010597231455496288,-0.00154203464170331,-0.0020991625241477637,0.0025790698951808555,0.3170210529660101,0.3129775592142278,0.14058725314869894,0.5488495099040696,mammals,specialization
Mediterranean forests woodlands and scrub,int,0.019988030999723513,0.02167651063703207,-0.07053819506611259,0.10563500490840899,0.5876890355580976,0.6158229999156659,0.1370176872089684,0.9837409135537001,0,-0.0010820661560778406,-0.00157035840135964,-0.0020998898916078697,0.002584977724850503,0.31513058939250954,0.31122690059546637,0.13968043816335474,0.5468985068156383,mammals,specialization
Mediterranean forests woodlands and scrub,high,0.017522743828319972,0.02522600603368174,-0.09868071429625794,0.1332828068049868,0.5872238719956033,0.5971724970003891,0.15462873966908916,0.9904775744238258,0,-0.0010709894159968267,-0.00151243667621626,-0.002100533883246102,0.002162245097786575,0.3128729198614454,0.30972458608861214,0.13870913011184885,0.544364866904929,mammals,specialization
Deserts and xeric shrublands,low,-0.09693134302642699,-0.09776595700630948,-0.12264307124515841,-0.07196289201233924,0.015664969880026636,0.00837773800568353,9.339331737643342e-4,0.05512838546113571,0.9292929292929293,0.005927922072859517,0.00602737420076163,0.0027176998232184856,0.01006095680198726,0.1437633015584408,0.14189917595177692,0.04652960801142082,0.28532852048731916,birds,specialization
Deserts and xeric shrublands,int,-0.11758326294451114,-0.11827546141637202,-0.1496181199559186,-0.08638112001567827,0.011991363782047,0.00614544204332245,5.953969586836917e-4,0.04635257492917635,0.98989898989899,0.006594394936270031,0.0065888272563084296,0.00301201148146928,0.010913014362840708,0.14385818488792368,0.1423300919230025,0.04708052395123232,0.28489080162742353,birds,specialization
Deserts and xeric shrublands,high,-0.13950600684367845,-0.1409516485817639,-0.17973890469505244,-0.10052579872082093,0.011702482652949209,0.00618388135564029,4.4854037236380373e-4,0.04933185723160466,0.9696969696969697,0.0067691108548891925,0.0065774955896114,0.0029068270951153876,0.011437867758249325,0.14583161955561472,0.14437141784203164,0.04899190928677261,0.2863684657586175,birds,specialization
Flooded grasslands and savannas,low,-0.12934762702267918,-0.12835380726559287,-0.15935505969421815,-0.09785460754917835,0.004918209435429951,0.002659779370981715,2.153867098868556e-4,0.02143164455991372,0.99,0.01162180493255309,0.011127586716096309,0.005965295580650232,0.017535404521365212,0.11758913850287024,0.11556446634547288,0.04420665664597302,0.22427573979497414,birds,specialization
Flooded grasslands and savannas,int,-0.1503366734414428,-0.14999636102873087,-0.18933872142108027,-0.11258136304171665,0.005479326122066243,0.0025036232552919603,1.766410806998686e-4,0.022845210548490424,0.9897959183673469,0.011561678143235901,0.01127994105728931,0.005812606307463672,0.018050014600215297,0.12007800636546896,0.11772570122557108,0.04634964323699803,0.2267560503952732,birds,specialization
Flooded grasslands and savannas,high,-0.17391406370448703,-0.1754865838671843,-0.2254790979553722,-0.12887854139771243,0.007371482495230417,0.002954417511937365,1.8000666063696101e-4,0.028491463657987024,0.9897959183673469,0.01100761911259441,0.010862923221057506,0.005289345441586097,0.01799700031174241,0.12268390976061429,0.12042287280403732,0.048523185499202565,0.22952311398923805,birds,specialization
Montane grasslands and shrublands,low,-0.02549262971760212,-0.02409883509134913,-0.12324695091752277,0.0542185519693107,0.6974287814047455,0.7501509986302072,0.18806305534627532,0.9791907625322875,0,-0.011856532908233037,-0.014935041170463896,-0.016655041986654608,0.012511621863841998,1e-6,1e-6,NA,0.3117242890657176,birds,specialization
Montane grasslands and shrublands,int,-0.02294000217255868,-0.018088117931422502,-0.14141789605975724,0.0655779462909726,0.7119892963849953,0.7378245175327827,0.17827349597127348,0.9852491642788278,0,-0.01202135327910273,-0.01475396007560743,-0.01666067260567669,0.013899236347330236,1e-6,1e-6,NA,0.309775269788865,birds,specialization
Montane grasslands and shrublands,high,-0.01875740257300488,-0.009017799168415495,-0.16402966694458537,0.07881540380256896,0.7174143031068191,0.7592412894393549,0.17179848286919436,0.9937484030710941,0,-0.01210880444065039,-0.015062988459004735,-0.016665546419255717,0.015033566185684634,1e-6,1e-6,NA,0.30773813010566714,birds,specialization
Temperate broadleaf & mixed forests,low,-0.1051041521663564,-0.10622600143806604,-0.13383050526337015,-0.07645029133699671,0.01816302751341421,0.01115266720241825,0.00165405765813011,0.06570494600138123,0.9191919191919192,0.005964625245303151,0.00593303148333196,0.002608647610372856,0.009691071441525263,1e-6,1e-6,NA,0.05072003165716728,birds,specialization
Temperate broadleaf & mixed forests,int,-0.1217810619834788,-0.12280472455334036,-0.15616010989123028,-0.08688164130883323,0.019506956689704244,0.01146607351553141,0.001583129845116189,0.07140761937630569,0.9090909090909091,0.005923780553744034,0.00587953440461877,0.0024590385415182913,0.009773633138130067,1e-6,1e-6,NA,0.05035931953572603,birds,specialization
Temperate broadleaf & mixed forests,high,-0.1399525390607374,-0.14010123548534992,-0.18202442562765872,-0.09456217228230698,0.023806503651627817,0.0139847831924067,0.0019140862279772705,0.09694940372093355,0.8888888888888888,0.005600035453223704,0.00549730303646574,0.0019187627003167,0.009395273326974683,1e-6,1e-6,NA,0.05044296471614651,birds,specialization
Temperate grasslands savannas and shrublands,low,0.07705406310547391,0.0799955124512155,0.024556011326448,0.11216012305797389,0.22459963618906623,0.1773591730011328,0.05866072783691488,0.6681179187356862,0.020202020202020204,0.005059686004842504,0.00523012014279879,-0.005141509148874205,0.016303068666206236,1e-6,1e-6,NA,0.341559690824102,birds,specialization
Temperate grasslands savannas and shrublands,int,0.07353014400855266,0.07840044724038231,0.01169775790551939,0.11170978867887199,0.32597395512368055,0.26075641974977337,0.11386866344596194,0.8627537097580535,0,0.0013597237297015815,0.001719367051296,-0.006130900583161217,0.009638914085293403,1e-6,1e-6,NA,0.356250732784484,birds,specialization
Temperate grasslands savannas and shrublands,high,0.07840754234244758,0.08490188011176958,0.0015144135572210233,0.12737944456650563,0.3780892645872652,0.3019086989879498,0.1423050485107249,0.9178410098474863,0,2.008859633260976e-5,4.573102240455896e-4,-0.0062602153545166205,0.0073605728718117245,1e-6,1e-6,NA,0.36282584861385103,birds,specialization
Tropical & subtropical coniferous forests,low,-0.0436771616165141,-0.04351656070351684,-0.093702137733624985,-0.007384515327520663,0.5113300031679747,0.48583568561985735,0.1389502831773784,0.9054038693376185,0.010101010101010102,-0.001082561722920741,-0.00148121035894068,-0.0028491787355400785,0.003474836678224967,2.1181587838586423e-4,1e-6,NA,0.17859217520853263,birds,specialization
Tropical & subtropical coniferous forests,int,-0.039655146321926314,-0.03759695065707991,-0.09994017839827407,0.005231916549876196,0.6070708371504988,0.6198379578903648,0.18019610090457983,0.9599066791797446,0,-0.001637379987190792,-0.00217608228588523,-0.0028828366900544126,0.0023194687954869227,1e-6,1e-6,NA,0.17732920611666905,birds,specialization
Tropical & subtropical coniferous forests,high,-0.03625999089490092,-0.03456164101407744,-0.10720422773010546,0.02095535938905211,0.6709685536608588,0.6867922923592731,0.22353408989861845,0.9922003741501645,0,-0.0019649635460749935,-0.00241836084086939,-0.0028898908339621276,0.0014788839878254866,1e-6,1e-6,NA,0.17588421046874028,birds,specialization
Tropical & subtropical dry broadleaf forests,low,0.051377529723504754,0.05207568954000718,0.029508752105997613,0.07305245188202308,0.1658164425845684,0.14171075323676385,0.038533114975003474,0.4052793716287829,0.050505050505050504,0.002638857528699385,0.0025135056625797,-6.613881677624771e-4,0.007109799209291749,5.801439699788925e-4,1e-6,NA,0.09789017959157213,birds,specialization
Tropical & subtropical dry broadleaf forests,int,0.06188170192222904,0.06201764937049958,0.035067731398660484,0.08665630175915523,0.162398105925666,0.1378124027612757,0.0395245002766297,0.4072770719667941,0.06060606060606061,0.002740034482797442,0.00260629774842951,-6.742869962486913e-4,0.007048240626860883,5.069442548189665e-4,1e-6,NA,0.09798079519306771,birds,specialization
Tropical & subtropical dry broadleaf forests,high,0.07022166857324585,0.06839890139599447,0.03751626487895838,0.10236116438039566,0.18898668155202808,0.17301713146142483,0.044041814218209116,0.4611109546340797,0.04040404040404041,0.0022129214798886107,0.00185908258090074,-9.844214660318978e-4,0.006624694361665013,4.408443255403808e-4,1e-6,NA,0.09833055407377231,birds,specialization
Tropical & subtropical grasslands savannas and shrublands,low,-0.07090038652886888,-0.07018717560241874,-0.09599713478626631,-0.05100936989015956,0.022074615830350242,0.0152788751358025,0.0010697163200616303,0.07729199002683296,0.8979591836734694,0.0034276294748157676,0.0031865306907346447,0.001387189149031025,0.006358587333996199,0.12625899631708973,0.12662759724560618,0.04805564928430406,0.2472247420979808,birds,specialization
Tropical & subtropical grasslands savannas and shrublands,int,-0.07810018980255246,-0.07717536022595585,-0.10568883644033988,-0.05533161821887063,0.027920055915036854,0.018950568814361076,0.0017280555236479159,0.09380597325990689,0.86,0.00310842546266889,0.00294035140768767,0.0011846047976433287,0.005787599027358716,0.1279951429734367,0.12746467193577435,0.04959478169262614,0.24870537669852483,birds,specialization
Tropical & subtropical grasslands savannas and shrublands,high,-0.08629072860848813,-0.08422012601021672,-0.11917104889902796,-0.05973823688998167,0.03755861705413514,0.02732633598196043,0.002754149145138535,0.12010507113871316,0.7070707070707071,0.0027289134389243772,0.00252586425921785,9.264200186237399e-4,0.005244972187814027,0.13023876657894706,0.12948531497555818,0.051362337146423194,0.2509421648918952,birds,specialization
Tropical & subtropical moist broadleaf forests,low,-0.13736424836984673,-0.13694295187568792,-0.1680468219065771,-0.11529910408535582,6.100205227941903e-4,2.793377583568679e-4,1.4876440957573012e-5,0.0023461162669922665,1,0.01104907389692931,0.010930423990580645,0.00740943312089997,0.015863387557038613,0.20533471193730302,0.20380540571844769,0.07993858803956999,0.36959258603748224,birds,specialization
Tropical & subtropical moist broadleaf forests,int,-0.15776290660046435,-0.15827443471581015,-0.19205418582918823,-0.1323383871031612,6.497402507429032e-4,2.770278965213979e-4,1.2748402418211181e-5,0.0022779256664651262,1,0.011002867501655344,0.010947241587207284,0.007456806231966862,0.01616210748423097,0.20781165947487168,0.20576704654590638,0.08219235774923153,0.3714661219600124,birds,specialization
Tropical & subtropical moist broadleaf forests,high,-0.18284557656159708,-0.1825230692500528,-0.22334317788059294,-0.15052654186754716,7.872879140408592e-4,3.640440364047759e-4,9.865992634577882e-6,0.0029561667902849942,1,0.010769859597568565,0.01048867801512204,0.007033084441644539,0.016568763113273863,0.2099876248859999,0.20797293508033454,0.08428541513479348,0.37305582025166456,birds,specialization
Mangroves,low,-0.06869846441745145,-0.06744870807446408,-0.08623181025816178,-0.055311522097639045,0.004769185893556104,0.00336216276860801,1.4757028212181167e-4,0.016905102013856428,1,0.003989538475077637,0.003803702311740955,0.0023571322974687316,0.00669894348007145,0.3990354016003228,0.39904935819992465,0.2869965621312802,0.5051205577972504,birds,specialization
Mangroves,int,-0.07754985998275639,-0.07606956879982965,-0.09651420975731984,-0.06192281173117929,0.005009868397305719,0.00346736106317002,1.6378097316655516e-4,0.01767788042534657,1,0.003988134796920846,0.00377547824569741,0.002317945291891639,0.006600780774757179,0.39931953873040293,0.39919707568206114,0.28750004768678494,0.5052432674431017,birds,specialization
Mangroves,high,-0.08727560913613522,-0.08490863824131702,-0.10872070992639477,-0.06726451286532399,0.006557325222361271,0.004786804921887315,2.116315849046424e-4,0.0249750725665362,1,0.0037812372332612,0.003486329359887685,0.0020169863273920077,0.0063601059734005195,0.4002420958999565,0.3999780176615349,0.2886569274723488,0.5059405808742717,birds,specialization
Mediterranean forests woodlands and scrub,low,-0.10435559340353136,-0.10328105432444892,-0.12667956827906407,-0.08361441736124066,0.008584615706428066,0.006113891363908495,6.536939391510954e-4,0.027515624121190643,0.98,0.0064456898128625794,0.00614720879620598,0.0036574928316060514,0.009990406228397954,0.09613934173751562,0.09508068969007055,0.035717448313489844,0.19394066282037958,birds,specialization
Mediterranean forests woodlands and scrub,int,-0.11833913879008696,-0.11731521205448014,-0.14527893521612792,-0.0919093188062905,0.011094769356444054,0.006988321105887755,7.446945660049332e-4,0.0393481499517436,0.98,0.006053516118946593,0.005918083659487495,0.003075462436625905,0.009775528435589579,0.09811442489794406,0.0970341479056071,0.03728038787607271,0.19612454504578422,birds,specialization
Mediterranean forests woodlands and scrub,high,-0.1344837473898793,-0.1330103067009341,-0.1675795302908319,-0.09925766994325763,0.015436533794859512,0.009210700180735994,0.0011376836711446577,0.061289334835088166,0.96,0.005532025079881897,0.00545314338402158,0.0023690991086205517,0.00902855538681242,0.10027261230186314,0.09915662951160983,0.03892948342777366,0.19856474892314052,birds,specialization
Deserts and xeric shrublands,low,0.015293079611832615,0.014491471685076956,-0.06291161492080291,0.1098159595435943,0.5387228374867209,0.525023442649666,0.0502534458785088,0.967631081399331,0.030612244897959183,-4.3886897875354834e-4,-0.00118514117050636,-0.00198874178826971,0.00565211486671071,0.40152555645467397,0.40207491999117373,0.19442515990644757,0.5980614632862181,reptiles,specialization
Deserts and xeric shrublands,int,0.016597339966767374,0.01328119559444608,-0.07596611664821175,0.11446388775805037,0.5408996963897723,0.5327218222498755,0.06674131963363966,0.9732622433529925,0.02040816326530612,-4.552826788359098e-4,-0.001214338187877085,-0.0019897427473298487,0.004701591998500234,0.40158128493855233,0.4020503494263733,0.1943771925740932,0.5981719327626,reptiles,specialization
Deserts and xeric shrublands,high,0.023521173145253378,0.0189484181457476,-0.086755212925552,0.13110109250975624,0.5375181548506415,0.5244512641639834,0.06167975123374893,0.9968521118438379,0.02040816326530612,-3.9856149728654107e-4,-0.00118283903182604,-0.001991988101414881,0.004960331729469289,0.4016011270101612,0.4019264398072526,0.19429884961375013,0.5982132643461214,reptiles,specialization
Flooded grasslands and savannas,low,0.04558813239667902,0.04384654422366307,-0.026494761842770484,0.10806872243859689,0.43008532413705525,0.4236503419519242,0.048205331917118815,0.9404028056548841,0.030927835051546393,4.6503979930624315e-4,-0.0011311472797003,-0.0031457618758552342,0.009179859090091813,0.08699146490383107,0.0889415818826836,NA,0.2969807449130422,reptiles,specialization
Flooded grasslands and savannas,int,0.05120794517563365,0.0496690373344586,-0.036583258662106065,0.12429134667005619,0.4261299026086581,0.42232859175248505,0.04198510724797505,0.9806244659332792,0.04081632653061224,5.857087246741737e-4,-0.0011172798347142548,-0.003161469064454102,0.009957414911858465,0.0874558463082207,0.08994870334659669,NA,0.2976891934378589,reptiles,specialization
Flooded grasslands and savannas,high,0.05581220320058138,0.057817970735838276,-0.048214525801739974,0.1483778649037479,0.4383269478713131,0.3879836562028903,0.03513419184667442,0.9512984806459144,0.04081632653061224,5.097173147802029e-4,-7.976416300057708e-4,-0.0031526961483575,0.011086823772656946,0.08824573297353362,0.09110214868286326,NA,0.29863488247159226,reptiles,specialization
Montane grasslands and shrublands,low,-0.17064111091788436,-0.16258031813455823,-0.4220852401497767,0.16677363292914904,0.40953286009879836,0.37307800320935824,0.02850771621720732,0.9553272182605824,0.14583333333333334,0.019857584054393484,-0.006653552286713115,-0.038333726867911075,0.1406614694602365,0.14012816720778398,1e-6,NA,0.8355551741057947,reptiles,specialization
Montane grasslands and shrublands,int,-0.18187952088374382,-0.18426079595561937,-0.4801551684230999,0.18562362771054844,0.41703434360113445,0.3713627484561197,0.027228337257209467,0.9419269169171922,0.15625,0.019090770870167445,-0.006414776478135195,-0.03824226144639602,0.14383487759775213,0.1396491589566628,1e-6,NA,0.8356604472929472,reptiles,specialization
Montane grasslands and shrublands,high,-0.19103752427034315,-0.19792334541645262,-0.5571301371676872,0.2218150202250529,0.42651753467779063,0.35728306499772156,0.026439156914093372,0.9758144204300683,0.11458333333333333,0.017673304456862285,-0.004519335981531205,-0.03842367479044088,0.14596877080858128,0.13414420380435535,1e-6,NA,0.8354602650926138,reptiles,specialization
Temperate broadleaf & mixed forests,low,-0.11202251583208349,-0.10364469245113984,-0.24082165250840346,0.004973595182907101,0.2514060879146507,0.1851865720989725,0.0024053904183194037,0.9251298215238064,0.23232323232323232,0.005828261901312541,0.00275160760427523,-0.003591012098005649,0.02956021441459355,0.14382251511786154,0.14418927363639208,0.03455416728840909,0.4134555293219897,reptiles,specialization
Temperate broadleaf & mixed forests,int,-0.1163325155637253,-0.10939039223248016,-0.2579413581737584,0.01034360477127149,0.2606841072619223,0.19795553881835423,0.0021315135338142517,0.8667487358722759,0.23232323232323232,0.005436232636671203,0.0023964175838934,-0.003509617297217586,0.030385304518183418,0.14293760856348514,0.14246867205531186,0.03430448786834946,0.4122602371911503,reptiles,specialization
